world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/unitedstates/louisiana/morgan_city,“Morgan City”,Morgan City (Louisiana),8,8,do,Brownell Memorial Park & Carillon Tower,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,29.7365,-91.1741,Atchafalaya Basin Tours,northamerica/unitedstates/louisiana/morgan_city/atchafalaya_swamp_tours,0.375,4.69,5.196,has_external_url,http://cityofmc.com/,https://en.wikivoyage.org/wiki/Morgan_City_%28Louisiana%29
europe/italy/piemonte/turin,Turin,Turin,55,105,see,Basilica di Maria Ausiliatrice,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,45.0809,7.6759,Reggia di Venaria Reale,europe/italy/piemonte/turin/venaria_reale,0.491,7.461,1.546,has_external_url,https://basilicamariaausiliatrice.it/,https://en.wikivoyage.org/wiki/Turin
asia/indonesia/java/bogor,Bogor,Bogor,6,30,see,Taman Safari Indonesia,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-6.72032,106.951,Bogor Botanical Gardens (Kebun Raya Bogor),asia/indonesia/java/bogor/bogor_botanical_gardens,0.4,21.701,21.864,has_external_url,http://www.tamansafari.com,https://en.wikivoyage.org/wiki/Bogor
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/skipton,Skipton,Skipton,6,16,see,Bolton Abbey,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,53.9825,-1.8872,Skipton Market,europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/skipton/skipton_market,0.462,8.745,8.765,has_external_url,http://www.boltonabbey.com,https://en.wikivoyage.org/wiki/Skipton
europe/belgium/antwerp,Antwerp,Antwerp,47,64,see,Middelheim Park and Middelheim Museum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,51.18072,4.41492,Plantin-Moretus Museum,europe/belgium/antwerp/plantin_moretus,0.441,4.346,4.615,has_external_url,https://middelheimmuseum.be/en,https://en.wikivoyage.org/wiki/Antwerp
northamerica/guatemala/quetzaltenango,Quetzaltenango,Quetzaltenango,2,13,do,Quetzaltenango Municipal Theatre,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,14.837989,-91.518867,La Genovese,northamerica/guatemala/quetzaltenango/la_genovese,0.25,0.826,0.571,has_external_url,https://teatromunicipalquetzaltenango.org/,https://en.wikivoyage.org/wiki/Quetzaltenango
europe/switzerland/neuchatel,Neuchatel,Neuchatel,8,33,see,Le Jardin des Senteurs,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,47.00937,6.96357,Valangin Castle,europe/switzerland/neuchatel/valangin_castle,0.467,4.343,3.404,has_external_url,http://www.jardin-des-senteurs.ch,https://en.wikivoyage.org/wiki/Neuchatel
europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/swindon,Swindon,Swindon,6,27,see,Cotswold Water Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,51.651944,-1.9575,Wyvern Theatre,europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/swindon/wyvern_theatre,0.364,15.948,15.565,has_external_url,http://www.waterpark.org/,https://en.wikivoyage.org/wiki/Swindon
asia/taiwan/kaohsiung,Kaohsiung,Kaohsiung,27,56,see,Republic of China Air Force Museum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,22.783264,120.271671,Takao Railway Museum,asia/taiwan/kaohsiung/takao_railway_museum,0.407,17.856,18.584,has_external_url,http://www.cafa.edu.tw/english/form/index.asp?m=2&m1=13&m2=159,https://en.wikivoyage.org/wiki/Kaohsiung
europe/unitedkingdom/england/birmingham_and_west_midlands/warwick,Warwick,Warwick (England),11,13,see,British Motor Museum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,52.1887,-1.4806,St John's House Museum,europe/unitedkingdom/england/birmingham_and_west_midlands/warwick/st_johns_house,0.476,12.514,12.396,has_external_url,https://www.britishmotormuseum.co.uk/,https://en.wikivoyage.org/wiki/Warwick_%28England%29
