world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/mexico/mexicocity,Mexico City,Mexico City,52,141,see,Ireland (Irlanda),0.51,candidate,high-value type; has external URL,,,Licorería Limantour,northamerica/mexico/mexicocity/licoreria_limantour,0.5,,,missing_coordinates; has_external_url,https://www.ireland.ie/en/mexico/mexicocity/,https://en.wikivoyage.org/wiki/Mexico_City
northamerica/unitedstates/texas/austin,Austin,Austin,45,55,see,Ireland,0.51,candidate,high-value type; has external URL,,,Bremond Block,northamerica/unitedstates/texas/austin/bremond_block,0.4,,,missing_coordinates; has_external_url,https://www.dfa.ie/irish-consulate/austin/,https://en.wikivoyage.org/wiki/Austin
europe/norway/oslo,Oslo,Oslo,26,88,see,South Sudan,0.51,candidate,high-value type; has external URL,,,Oslofjord Islands,europe/norway/oslo/oslofjord_islands,0.357,,,missing_coordinates; has_external_url,http://www.embrss-norway.org/,https://en.wikivoyage.org/wiki/Oslo
asia/afghanistan/kabul,Kabul,Kabul,16,103,see,Iran,0.51,candidate,high-value type; has external URL,,,Wazir Akbar Khan,asia/afghanistan/kabul/wazir_akbar_khan,0.4,,,missing_coordinates; has_external_url,https://afghanistan.mfa.gov.ir/,https://en.wikivoyage.org/wiki/Kabul
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,see,Ukraine,0.51,candidate,high-value type; has external URL,,,Gatineau Park,northamerica/canada/ontario/ottawa/gatineau_park,0.4,,,missing_coordinates; has_external_url,https://canada.mfa.gov.ua/en,https://en.wikivoyage.org/wiki/Ottawa
europe/sweden/karesuando,Karesuando,Karesuando,4,6,see,Tourist info,0.51,candidate,high-value type; has external URL,,,"Karesuvanto, Finland",europe/sweden/karesuando/karesuvanto,0.323,,,missing_coordinates; has_external_url,http://www.karesuando.se,https://en.wikivoyage.org/wiki/Karesuando
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,Zambia,0.51,candidate,high-value type; has external URL,,,Kramerbooks,northamerica/unitedstates/washingtondc/kramerbooks,0.353,,,missing_coordinates; has_external_url,https://www.zambiaembassy.org/,https://en.wikivoyage.org/wiki/Washington%2C_D.C.
europe/ukraine/uzhgorod,Uzhhorod,Uzhhorod,5,33,see,Bolt,0.51,candidate,high-value type; has external URL,,,Uzhhorod Castle,europe/ukraine/uzhgorod/uzhhorod_castle,0.211,,,missing_coordinates; has_external_url,https://bolt.eu,https://en.wikivoyage.org/wiki/Uzhhorod
europe/france/normandybrittany/rennes,Rennes,Rennes,8,50,do,Les Transmusicales,0.51,candidate,high-value type; has external URL,,,Place des Lices,europe/france/normandybrittany/rennes/place_des_lices,0.4,,,missing_coordinates; has_external_url,https://www.lestrans.com,https://en.wikivoyage.org/wiki/Rennes
europe/italy/trentinoaltoadige/bolzano,Bolzano,Bolzano,10,55,do,Fair Bolzano,0.51,candidate,high-value type; has external URL,,,Bolzano Cathedral (Duomo),europe/italy/trentinoaltoadige/bolzano/duomo,0.483,,,missing_coordinates; has_external_url,http://www.fierabolzano.it,https://en.wikivoyage.org/wiki/Bolzano
northamerica/guatemala/tikal,Tikal,Tikal,6,16,do,Especialistas en Ecotourismo,0.51,candidate,high-value type; has external URL,,,Tikal Museum (Sylvanus G. Morley Museum),northamerica/guatemala/tikal/tikal_museum,0.25,,,missing_coordinates; has_external_url,http://www.tikalpark.com/#!/specialtoursmenu,https://en.wikivoyage.org/wiki/Tikal
asia/india/gujarat/ahmedabad,Ahmedabad,Ahmedabad,50,18,see,Radiance Hospitals,0.51,candidate,high-value type; has external URL,,,Manek Chowk,asia/india/gujarat/ahmedabad/manek_chowk,0.414,,,missing_coordinates; has_external_url,https://www.radiancehospitals.org,https://en.wikivoyage.org/wiki/Ahmedabad
northamerica/canada/nunavut/iqaluit,Iqaluit,Iqaluit,4,42,see,Kenn Borek Air,0.51,candidate,high-value type; has external URL,,,Sylvia Grinnell Territorial Park,northamerica/canada/nunavut/iqaluit/sylvia_grinnell_park,0.304,,,missing_coordinates; has_external_url,http://www.borekair.com/,https://en.wikivoyage.org/wiki/Iqaluit
europe/latvia/riga,Riga,Riga,15,33,do,Riga Rhythms Festival,0.51,candidate,high-value type; has external URL,,,Riga Dome Cathedral,europe/latvia/riga/dome_cathedral,0.5,,,missing_coordinates; has_external_url,http://www.rigasritmi.lv/en/home,https://en.wikivoyage.org/wiki/Riga
europe/hungary/gyor,Győr,Győr,13,201,do,Vid Molnar Bertalan Cultural Centre,0.51,candidate,high-value type; has external URL,,,Carmelite Monastery and Church,europe/hungary/gyor/karmelita_kolostor,0.462,,,missing_coordinates; has_external_url,http://www.mvbmk.hu,https://en.wikivoyage.org/wiki/Gy%C5%91r
asia/thailand/pattaya,Pattaya,Pattaya,9,124,see,Bangkok Airways,0.51,candidate,high-value type; has external URL,,,Ko Larn,asia/thailand/pattaya/ko_larn,0.455,,,missing_coordinates; has_external_url,http://www.bangkokair.com,https://en.wikivoyage.org/wiki/Pattaya
northamerica/unitedstates/ohio/coshocton,Coshocton,Coshocton,2,13,see,Clary Gardens,0.51,candidate,high-value type; has external URL,,,Roscoe Village,northamerica/unitedstates/ohio/coshocton/roscoe_village,0.37,,,missing_coordinates; has_external_url,http://www.clarygardens.org,https://en.wikivoyage.org/wiki/Coshocton
africa/tanzania/daressalaam,Dar es Salaam,Dar es Salaam,38,48,see,United States of America,0.51,candidate,high-value type; has external URL,,,University of Dar es Salaam,africa/tanzania/daressalaam/university,0.471,,,missing_coordinates; has_external_url,https://tz.usembassy.gov/,https://en.wikivoyage.org/wiki/Dar_es_Salaam
asia/china/shanghai,Shanghai,Shanghai,151,47,see,New Zealand,0.51,candidate,high-value type; has external URL,,,Ferguson Lane (Wukang Road Area),asia/china/shanghai/xintiandi_wukang_road,0.417,,,missing_coordinates; has_external_url,http://www.nzembassy.com/contact.cfm?c=19&l=61&CFID=6790&CFTOKEN=17165591,https://en.wikivoyage.org/wiki/Shanghai
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,see,Ecuador,0.51,candidate,high-value type; has external URL,,,Westboro,northamerica/canada/ontario/ottawa/westboro,0.4,,,missing_coordinates; has_external_url,https://embassyecuador.ca/english/,https://en.wikivoyage.org/wiki/Ottawa
europe/netherlands/thehague,The Hague,The Hague,16,165,see,Peru,0.51,candidate,high-value type; has external URL,,,Grote Kerk,europe/netherlands/thehague/grote_kerk,0.286,,,missing_coordinates; has_external_url,http://www.embassyofperu.nl/,https://en.wikivoyage.org/wiki/The_Hague
europe/spain/andalucia/jerezdelafrontera,Jerez de la Frontera,Jerez de la Frontera,6,74,see,Recreo de las Cadenas,0.51,candidate,high-value type; has external URL,,,Jerez Cathedral,europe/spain/andalucia/jerezdelafrontera/jerez_cathedral,0.483,,,missing_coordinates; has_external_url,https://www.realescuela.org/en/main/,https://en.wikivoyage.org/wiki/Jerez_de_la_Frontera
asia/malaysia/kualalumpur,Kuala Lumpur,Kuala Lumpur,102,107,see,Mexico,0.51,candidate,high-value type; has external URL,,,REXKL,asia/malaysia/kualalumpur/rexkl,0.364,,,missing_coordinates; has_external_url,https://www.facebook.com/EmbaMexMls/,https://en.wikivoyage.org/wiki/Kuala_Lumpur
africa/uganda/kampala,Kampala,Kampala,13,59,see,Nigeria,0.51,candidate,high-value type; has external URL,,,Nakasero Market,africa/uganda/kampala/nakasero_market,0.364,,,missing_coordinates; has_external_url,https://kampala.foreignaffairs.gov.ng/,https://en.wikivoyage.org/wiki/Kampala
europe/ukraine/nikolaev,Mykolaiv,Mykolaiv,7,6,see,Opti,0.51,candidate,high-value type; has external URL,,,Puzata Khata,europe/ukraine/nikolaev/puzata_khata,0.25,,,missing_coordinates; has_external_url,https://opti.global/en/,https://en.wikivoyage.org/wiki/Mykolaiv
