world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,see,Vietnam,0.51,candidate,high-value type; has external URL,,,Rideau Canal,northamerica/canada/ontario/ottawa/rideau_canal,0.421,,,missing_coordinates; has_external_url,https://vietem-ca.com/,https://en.wikivoyage.org/wiki/Ottawa,candidate score 0.51 is below the 6.0 POI threshold
europe/greece/kos,Kos,Kos,6,16,do,Kavas Yachting,0.51,candidate,high-value type; has external URL,,,Kos Archaeological Museum,europe/greece/kos/kos_archaeological_museum,0.359,,,missing_coordinates; has_external_url,http://www.kavas.com,https://en.wikivoyage.org/wiki/Kos,candidate score 0.51 is below the 6.0 POI threshold
asia/pakistan/karachi,Karachi,Karachi,50,197,see,Sri Lanka,0.51,candidate,high-value type; has external URL,,,Hindu Gymkhana,asia/pakistan/karachi/hindu_gymkhana,0.435,,,missing_coordinates; has_external_url,http://www.slcgkhi.com/,https://en.wikivoyage.org/wiki/Karachi,candidate score 0.51 is below the 6.0 POI threshold
asia/indonesia/bali/nusapenida,Nusa Penida,Nusa Penida,5,31,see,Idola Express,0.51,candidate,high-value type; has external URL,,,Manta Point,asia/indonesia/bali/nusapenida/manta_point,0.25,,,missing_coordinates; has_external_url,https://www.idolaexpress.com/boat,https://en.wikivoyage.org/wiki/Nusa_Penida,candidate score 0.51 is below the 6.0 POI threshold
northamerica/unitedstates/california/losangeles,Los Angeles,Los Angeles,71,77,see,Kuwait,0.51,candidate,high-value type; has external URL,,,Koreatown,northamerica/unitedstates/california/losangeles/koreatown,0.4,,,missing_coordinates; has_external_url,https://www.kuwaitembassy.us/,https://en.wikivoyage.org/wiki/Los_Angeles,candidate score 0.51 is below the 6.0 POI threshold
asia/qatar/doha,Doha,Doha,50,160,see,Iraq,0.51,candidate,high-value type; has external URL,,,Katara Mosque,asia/qatar/doha/katara_mosque,0.353,,,missing_coordinates; has_external_url,http://mofamission.gov.iq/en/QatarDoh,https://en.wikivoyage.org/wiki/Doha,candidate score 0.51 is below the 6.0 POI threshold
northamerica/unitedstates/colorado/coloradosprings,Colorado Springs,Colorado Springs,4,54,do,Mark Reyner Stables Inc,0.51,candidate,high-value type; has external URL,,,Cheyenne Mountain Zoo,northamerica/unitedstates/colorado/coloradosprings/cheyenne_mountain_zoo,0.409,,,missing_coordinates; has_external_url,http://www.cstrc.org/,https://en.wikivoyage.org/wiki/Colorado_Springs,candidate score 0.51 is below the 6.0 POI threshold
africa/southafrica/durban,Durban,Durban,55,54,see,Tourism KwaZulu-Natal,0.51,candidate,high-value type; has external URL,,,Durban Art Gallery,africa/southafrica/durban/durban_art_gallery,0.41,,,missing_coordinates; has_external_url,http://www.zulu.org.za,https://en.wikivoyage.org/wiki/Durban,candidate score 0.51 is below the 6.0 POI threshold
europe/bosniaandherzegovina/sarajevo,Sarajevo,Sarajevo,42,173,see,Croatia,0.51,candidate,high-value type; has external URL,,,Yellow Bastion (Žuta Tabija),europe/bosniaandherzegovina/sarajevo/yellow_bastion,0.381,,,missing_coordinates; has_external_url,http://ba.mvep.hr/,https://en.wikivoyage.org/wiki/Sarajevo,candidate score 0.51 is below the 6.0 POI threshold
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,Tunisia,0.51,candidate,high-value type; has external URL,,,Union Station,northamerica/unitedstates/washingtondc/union_station,0.5,,,missing_coordinates; has_external_url,https://www.tunisianembassy.org/,https://en.wikivoyage.org/wiki/Washington%2C_D.C.,candidate score 0.51 is below the 6.0 POI threshold
asia/turkey/ankara,Ankara,Ankara,13,116,see,Luxembourg,0.51,candidate,high-value type; has external URL,,,Aslanhane Mosque,asia/turkey/ankara/aslanhane_mosque,0.385,,,missing_coordinates; has_external_url,https://ankara.mae.lu,https://en.wikivoyage.org/wiki/Ankara,candidate score 0.51 is below the 6.0 POI threshold
northamerica/canada/ontario/toronto,Toronto,Toronto,48,131,see,Sri Lanka,0.51,candidate,high-value type; has external URL,,,Spadina (old Chinatown),northamerica/canada/ontario/toronto/spadina_old_china,0.5,,,missing_coordinates; has_external_url,https://www.torontoslcg.org/,https://en.wikivoyage.org/wiki/Toronto,candidate score 0.51 is below the 6.0 POI threshold
europe/netherlands/thehague,The Hague,The Hague,16,165,see,Ecuador,0.51,candidate,high-value type; has external URL,,,Eetcafe De Posthoorn,europe/netherlands/thehague/eetcafe_de_posthoorn,0.417,,,missing_coordinates; has_external_url,http://www.embassyecuador.eu/site/index.php/en/la-embajada-top,https://en.wikivoyage.org/wiki/The_Hague,candidate score 0.51 is below the 6.0 POI threshold
asia/philippines/negrosisland/bacolod,Bacolod,Bacolod,27,97,see,Weesam Express,0.51,candidate,high-value type; has external URL,,,Lopues East Centre,asia/philippines/negrosisland/bacolod/lopues_east,0.375,,,missing_coordinates; has_external_url,https://www.weesamexpress.net/,https://en.wikivoyage.org/wiki/Bacolod,candidate score 0.51 is below the 6.0 POI threshold
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,Morocco,0.51,candidate,high-value type; has external URL,,,Dumbarton Oaks,northamerica/unitedstates/washingtondc/dumbarton_oaks,0.381,,,missing_coordinates; has_external_url,https://us.diplomatie.ma/,https://en.wikivoyage.org/wiki/Washington%2C_D.C.,candidate score 0.51 is below the 6.0 POI threshold
