world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/unitedkingdom/wales/swansea,Swansea,Swansea,33,323,see,Dzogchen Community,0.59,candidate,has description; high-value type; has external URL,,,Dylan Thomas Centre,europe/unitedkingdom/wales/swansea/dylan_thomas_centre,0.378,,,missing_coordinates; has_external_url,http://www.dzogchencommunity.org/,https://en.wikivoyage.org/wiki/Swansea,candidate score below 6.0 and missing coordinates; administrative/service/non-POI listing
northamerica/mexico/len,León,León (Mexico),5,35,see,Grupo Estrella Blanca,0.59,candidate,has description; high-value type; has external URL,,,Feria de León,northamerica/mexico/len/feria_de_leon,0.357,,,missing_coordinates; has_external_url,http://www.estrellablanca.com.mx/,https://en.wikivoyage.org/wiki/Le%C3%B3n_%28Mexico%29,candidate score below 6.0 and missing coordinates; transport-only listing rather than a durable visitor POI
northamerica/canada/britishcolumbia/vernon,Vernon,Vernon (British Columbia),10,21,see,BC Transit (Vernon Regional Transit System),0.59,candidate,has description; high-value type; has external URL,,,Okanagan Wine Country,northamerica/canada/britishcolumbia/vernon/okanagan_wine_country,0.258,,,missing_coordinates; has_external_url,https://www.bctransit.com/vernon/home,https://en.wikivoyage.org/wiki/Vernon_%28British_Columbia%29,candidate score below 6.0 and missing coordinates; transport-only listing rather than a durable visitor POI
europe/austria/vienna,Vienna,Vienna,67,134,see,LOD,0.59,candidate,has description; high-value type; has external URL,,,Leopoldstadt,europe/austria/vienna/leopoldstadt,0.4,,,missing_coordinates; has_external_url,https://www.lod.sk/en/cruises-2/,https://en.wikivoyage.org/wiki/Vienna,candidate score below 6.0 and missing coordinates; administrative/service/non-POI listing
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/pontefract,Pontefract,Pontefract,6,15,do,Diggerland,0.59,candidate,has description; high-value type; has external URL,,,Liquorice Heritage,europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/pontefract/liquorice_heritage,0.286,,,missing_coordinates; has_external_url,https://diggerland.com,https://en.wikivoyage.org/wiki/Pontefract,candidate score below 6.0 and missing coordinates; commercial activity park below the production bar for this destination
europe/unitedkingdom/wales/swansea,Swansea,Swansea,33,323,do,Gower Live,0.59,candidate,has description; high-value type; has external URL,,,Oystermouth Castle,europe/unitedkingdom/wales/swansea/oystermouth_castle,0.429,,,missing_coordinates; has_external_url,http://www.gowerlive.co.uk/,https://en.wikivoyage.org/wiki/Swansea,candidate score below 6.0 and missing coordinates; weak or local-only lead below the production bar
northamerica/unitedstates/virginia/charlottesville,Charlottesville,Charlottesville,11,94,do,Virginia Festival of the Book,0.59,candidate,has description; high-value type; has external URL,,,New Dominion Bookshop,northamerica/unitedstates/virginia/charlottesville/new_dominion_bookshop,0.391,,,missing_coordinates; has_external_url,http://www.vabook.org/,https://en.wikivoyage.org/wiki/Charlottesville,candidate score below 6.0 and missing coordinates; event-only listing rather than a durable visitor POI
northamerica/unitedstates/newjersey/trenton,Trenton,Trenton,11,34,do,Trenton Half Marathon,0.59,candidate,has description; high-value type; has external URL,,,Trenton Makes Bridge Sign,northamerica/unitedstates/newjersey/trenton/trenton_makes_bridge,0.522,,,missing_coordinates; has_external_url,https://www.facebook.com/trentonsummerfest/,https://en.wikivoyage.org/wiki/Trenton,candidate score below 6.0 and missing coordinates; event-only listing rather than a durable visitor POI
africa/morocco/erfoud,Erfoud,Erfoud,4,40,see,Computer Repair,0.59,candidate,has description; high-value type; has external URL,,,Tafilalet Palmery,africa/morocco/erfoud/tafilalet_palmeraie,0.375,,,missing_coordinates; has_external_url,http://www.belhadinfo.com/,https://en.wikivoyage.org/wiki/Erfoud,candidate score below 6.0 and missing coordinates; administrative/service/non-POI listing
northamerica/unitedstates/california/sanfrancisco,San Francisco,San Francisco,93,62,see,VFS Global,0.59,candidate,has description; high-value type; has external URL,,,SFMOMA,northamerica/unitedstates/california/sanfrancisco/sf_moma,0.375,,,missing_coordinates; has_external_url,https://visa.vfsglobal.com/usa/en/ind/,https://en.wikivoyage.org/wiki/San_Francisco,candidate score below 6.0 and missing coordinates; administrative/service/non-POI listing
europe/germany/northrhinewestphalia/dusseldorf,Dusseldorf,Düsseldorf,19,84,do,Nacht der Museen,0.59,candidate,has description; high-value type; has external URL,,,Goethe Museum,europe/germany/northrhinewestphalia/dusseldorf/goethemuseum,0.414,,,missing_coordinates; has_external_url,http://www.nacht-der-museen.de/duesseldorf/,https://en.wikivoyage.org/wiki/D%C3%BCsseldorf,candidate score below 6.0 and missing coordinates; event-only listing rather than a durable visitor POI
europe/netherlands/eindhoven,Eindhoven,Eindhoven,15,91,see,Design Academy Eindhoven,0.59,candidate,has description; high-value type; has external URL,,,St. Catharina Church,europe/netherlands/eindhoven/st_catharina_church,0.326,,,missing_coordinates; has_external_url,http://www.designacademy.nl/,https://en.wikivoyage.org/wiki/Eindhoven,"candidate score below 6.0 and missing coordinates; institution listing, not a clear visitor POI from this lead"
europe/greece/larissa,Larissa,Larissa,11,21,do,Village Cinemas,0.59,candidate,has description; high-value type; has external URL,,,Plateia Laou Cafes,europe/greece/larissa/plateia_laou_cafes,0.424,,,missing_coordinates; has_external_url,https://www.villagecinemas.gr/el/kinimatografoi/village-cinemas-@-fashion-city-outlet/,https://en.wikivoyage.org/wiki/Larissa,candidate score below 6.0 and missing coordinates; ordinary commercial venue below the production bar
asia/china/hubei/yichang,Yichang,Yichang,3,40,do,Orient Royal Cruise,0.59,candidate,has description; high-value type; has external URL,,,Yangtze River Cruise,asia/china/hubei/yichang/yangtze_river_cruise,0.462,,,missing_coordinates; has_external_url,http://www.orientroyalcruise.com/index.asp,https://en.wikivoyage.org/wiki/Yichang,candidate score below 6.0 and missing coordinates; ordinary commercial operator rather than a distinct POI
europe/italy/tuscany/cortona,Cortona,Cortona,18,30,see,Tuscan Sun Festival,0.59,candidate,has description; high-value type; has external URL,,,Etruscan Walls,europe/italy/tuscany/cortona/etruscan_walls,0.545,,,missing_coordinates; has_external_url,http://festivaldelsole.com/cortona/eng/main.html,https://en.wikivoyage.org/wiki/Cortona,candidate score below 6.0 and missing coordinates; event-only listing rather than a durable visitor POI
northamerica/unitedstates/texas/austin,Austin,Austin,45,55,do,"All Genders, Lifestyles, and Identities Film Festival",0.59,candidate,has description; high-value type; has external URL,,,University of Texas at Austin,northamerica/unitedstates/texas/austin/university_of_texas,0.4,,,missing_coordinates; has_external_url,http://www.agliff.org,https://en.wikivoyage.org/wiki/Austin,candidate score below 6.0 and missing coordinates; event-only listing rather than a durable visitor POI
europe/hungary/pecs,Pécs,Pécs,9,63,do,Rockmaraton:,0.59,candidate,has description; high-value type; has external URL,,,Zsolnay Cultural Quarter,europe/hungary/pecs/zsolnay_cultural_quarter,0.286,,,missing_coordinates; has_external_url,http://www.rockmaraton.hu/informaciok,https://en.wikivoyage.org/wiki/P%C3%A9cs,candidate score below 6.0 and missing coordinates; weak or local-only lead below the production bar
southamerica/peru/lima,Lima,Lima,64,51,see,Excluciva,0.59,candidate,has description; high-value type; has external URL,,,Bosque El Olivar,southamerica/peru/lima/bosque_el_olivar,0.364,,,missing_coordinates; has_external_url,http://excluciva.com.pe/,https://en.wikivoyage.org/wiki/Lima,candidate score below 6.0 and missing coordinates; transport-only listing rather than a durable visitor POI
southamerica/brazil/manaus,Manaus,Manaus,48,62,do,Amazon Tree Climbing,0.59,candidate,has description; high-value type; has external URL,,,Amazonas Shopping,southamerica/brazil/manaus/amazonas_shopping,0.541,,,missing_coordinates; has_external_url,http://www.AmazonTreeClimbing.com,https://en.wikivoyage.org/wiki/Manaus,candidate score below 6.0 and missing coordinates; ordinary commercial operator rather than a distinct POI
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,do,Jane's Walk Ottawa,0.59,candidate,has description; high-value type; has external URL,,,Major's Hill Park,northamerica/canada/ontario/ottawa/majors_hill_park,0.4,,,missing_coordinates; has_external_url,https://www.janeswalkottawa.ca/,https://en.wikivoyage.org/wiki/Ottawa,candidate score below 6.0 and missing coordinates; event-only listing rather than a durable visitor POI
europe/finland/tampere,Tampere,Tampere,61,207,do,Blockfest,0.59,candidate,has description; high-value type; has external URL,,,Tammerfest,europe/finland/tampere/tammerfest,0.421,,,missing_coordinates; has_external_url,http://www.blockfest.fi/,https://en.wikivoyage.org/wiki/Tampere,candidate score below 6.0 and missing coordinates; event-only listing rather than a durable visitor POI
asia/laos/luangprabang,Luang Prabang,Luang Prabang,15,64,do,Fair Trek Project,0.59,candidate,has description; high-value type; has external URL,,,Night Market,asia/laos/luangprabang/night_market,0.414,,,missing_coordinates; has_external_url,http://www.trekking-in-laos.com,https://en.wikivoyage.org/wiki/Luang_Prabang,candidate score below 6.0 and missing coordinates; ordinary commercial operator rather than a distinct POI
europe/slovenia/bled,Bled,Bled,10,30,do,Hot Air Balloon Flights,0.59,candidate,has description; high-value type; has external URL,,,Slaščičarna Šmon (Park Hotel),europe/slovenia/bled/park_hotel_kremna_rezina,0.324,,,missing_coordinates; has_external_url,http://www.ballooning-bled.com/en/,https://en.wikivoyage.org/wiki/Bled,candidate score below 6.0 and missing coordinates; event-only listing rather than a durable visitor POI
africa/southafrica/capetown,Cape Town,Cape Town,95,187,see,MyCiTi,0.59,candidate,has description; high-value type; has external URL,,,City Bowl,africa/southafrica/capetown/city_bowl,0.4,,,missing_coordinates; has_external_url,http://www.myciti.org.za/en/home/,https://en.wikivoyage.org/wiki/Cape_Town,candidate score below 6.0 and missing coordinates; transport-only listing rather than a durable visitor POI
africa/egypt/hurghada,Hurghada,Hurghada,44,26,do,Ashraf Divers,0.59,candidate,has description; high-value type; has external URL,,,Sha'ab El Erg (Dolphin House),africa/egypt/hurghada/dolphin_house,0.522,,,missing_coordinates; has_external_url,https://www.facebook.com/ashraf.divers,https://en.wikivoyage.org/wiki/Hurghada,candidate score below 6.0 and missing coordinates; ordinary commercial operator rather than a distinct POI
