world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/croatia/zagreb,Zagreb,Zagreb,42,133,see,Ekotaxi,0.51,candidate,high-value type; has external URL,,,Botanical Garden,europe/croatia/zagreb/botanical_garden,0.348,,,missing_coordinates; has_external_url,https://ekotaxi.hr/cities/zagreb,https://en.wikivoyage.org/wiki/Zagreb,candidate score 0.51 is below the 6.0 POI threshold
europe/unitedkingdom/england/london,London,London,76,205,see,Oman,0.51,candidate,high-value type; has external URL,,,Mangal 2,europe/unitedkingdom/england/london/mangal_2,0.5,,,missing_coordinates; has_external_url,https://fm.gov.om/london/,https://en.wikivoyage.org/wiki/London,candidate score 0.51 is below the 6.0 POI threshold
europe/spain/madrid,Madrid,Madrid,116,94,do,Orquesta de la Comunidad de Madrid,0.51,candidate,high-value type; has external URL,,,Museo de Historia de Madrid,europe/spain/madrid/chueca_museo_historia,0.478,,,missing_coordinates; has_external_url,http://www.orcam.org/,https://en.wikivoyage.org/wiki/Madrid,candidate score 0.51 is below the 6.0 POI threshold
northamerica/thecaribbean/cuba/havana,Havana,Havana,77,61,see,South Africa,0.51,candidate,high-value type; has external URL,,,Quinta Avenida (Fifth Avenue),northamerica/thecaribbean/cuba/havana/quinta_avenida,0.462,,,missing_coordinates; has_external_url,https://www.gov.za/about-government/contact-directory/representatives-rsa/representatives-rsa/cuba-republic-south,https://en.wikivoyage.org/wiki/Havana,candidate score 0.51 is below the 6.0 POI threshold
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,Holy See (The),0.51,candidate,high-value type; has external URL,,,Ford's Theatre,northamerica/unitedstates/washingtondc/fords_theatre,0.455,,,missing_coordinates; has_external_url,https://nuntiususa.org/,https://en.wikivoyage.org/wiki/Washington%2C_D.C.,candidate score 0.51 is below the 6.0 POI threshold
africa/senegal/saintlouis,Saint-Louis,Saint-Louis,12,27,do,Sahel Decouverte – Agence de Voyages,0.51,candidate,high-value type; has external URL,,,Hôtel de la Poste Terrace Bar,africa/senegal/saintlouis/hotel_de_la_poste_bar,0.481,,,missing_coordinates; has_external_url,http://www.saheldecouverte.com,https://en.wikivoyage.org/wiki/Saint-Louis,candidate score 0.51 is below the 6.0 POI threshold
europe/unitedkingdom/wales/cardiff,Cardiff,Cardiff,13,100,see,United World College of the Atlantic,0.51,candidate,high-value type; has external URL,,,Wales Millennium Centre,europe/unitedkingdom/wales/cardiff/wales_millennium_centre,0.327,,,missing_coordinates; has_external_url,http://www.atlanticcollege.org/,https://en.wikivoyage.org/wiki/Cardiff,candidate score 0.51 is below the 6.0 POI threshold
asia/thailand/bangkok,Bangkok,Bangkok,108,116,see,Singapore,0.51,candidate,high-value type; has external URL,,,Siam Square,asia/thailand/bangkok/siam_square_shopping,0.5,,,missing_coordinates; has_external_url,http://www.mfa.gov.sg/content/mfa/overseasmission/bangkok.html,https://en.wikivoyage.org/wiki/Bangkok,candidate score 0.51 is below the 6.0 POI threshold
europe/unitedkingdom/england/london,London,London,76,205,see,Barbados,0.51,candidate,high-value type; has external URL,,,BAO,europe/unitedkingdom/england/london/bao,0.545,,,missing_coordinates; has_external_url,http://foreign.gov.bb,https://en.wikivoyage.org/wiki/London,candidate score 0.51 is below the 6.0 POI threshold
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,Argentina,0.51,candidate,high-value type; has external URL,,,Georgetown,northamerica/unitedstates/washingtondc/georgetown,0.526,,,missing_coordinates; has_external_url,https://eeeuu.cancilleria.gob.ar/en,https://en.wikivoyage.org/wiki/Washington%2C_D.C.,candidate score 0.51 is below the 6.0 POI threshold
europe/ukraine/ivanofrankivsk,Ivano-Frankivsk,Ivano-Frankivsk,9,103,see,Uber,0.51,candidate,high-value type; has external URL,,,Sheptytsky Square,europe/ukraine/ivanofrankivsk/sheptytsky_square,0.19,,,missing_coordinates; has_external_url,https://www.uber.com,https://en.wikivoyage.org/wiki/Ivano-Frankivsk,candidate score 0.51 is below the 6.0 POI threshold
