world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
africa/eritrea/keren,Keren,Keren,8,5,see,St. Michael's Cathedral,0.51,candidate,high-value type; strong travel term,,,Camel Market,africa/eritrea/keren/camel_market,0.412,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Keren,candidate score 0.51 is below the 6.0 POI threshold
northamerica/mexico/chichenitza,Chichen Itza,Chichen Itza,0,27,see,Temple of the Phalli,0.51,candidate,high-value type; strong travel term,,,,,0.0,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Chichen_Itza,candidate score 0.51 is below the 6.0 POI threshold
northamerica/unitedstates/florida/ormond_beach,Ormond Beach,Ormond Beach,5,44,see,First United Methodist Church of Ormond,0.51,candidate,high-value type; strong travel term,,,Birthplace of Speed Beach,northamerica/unitedstates/florida/ormond_beach/birthplace_of_speed,0.312,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ormond_Beach,candidate score 0.51 is below the 6.0 POI threshold
europe/macedonia/bitola,Bitola,Bitola,6,65,do,Bitola Metro Zoo,0.51,candidate,high-value type; strong travel term,,,Jewish Cemetery,europe/macedonia/bitola/jewish_cemetery,0.387,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Bitola,candidate score 0.51 is below the 6.0 POI threshold
europe/germany/northrhinewestphalia/dortmund,Dortmund,Dortmund,16,98,see,German Cookery Book Museum,0.51,candidate,high-value type; strong travel term,,,Steinwache Memorial Museum,europe/germany/northrhinewestphalia/dortmund/steinwache,0.5,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Dortmund,candidate score 0.51 is below the 6.0 POI threshold
europe/bulgaria/vratza,Vratsa,Vratsa,2,20,see,Ledenika cave,0.51,candidate,high-value type; strong travel term,,,Eating Out,europe/bulgaria/vratza/eating_out,0.261,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Vratsa,candidate score 0.51 is below the 6.0 POI threshold
northamerica/unitedstates/colorado/breckenridge,Breckenridge,Breckenridge (Colorado),15,40,do,Peak 8 Fun Park,0.51,candidate,high-value type; strong travel term,,,Carter Park,northamerica/unitedstates/colorado/breckenridge/carter_park,0.462,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Breckenridge_%28Colorado%29,candidate score 0.51 is below the 6.0 POI threshold
northamerica/unitedstates/ohio/chillicothe,Chillicothe,Chillicothe (Ohio),5,37,see,James A. Thomas Telephone Museum,0.51,candidate,high-value type; strong travel term,,,Adena Mansion,northamerica/unitedstates/ohio/chillicothe/adena_mansion,0.286,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Chillicothe_%28Ohio%29,candidate score 0.51 is below the 6.0 POI threshold
northamerica/unitedstates/florida/ormond_beach,Ormond Beach,Ormond Beach,5,44,see,Central Park,0.51,candidate,high-value type; strong travel term,,,Tomoka State Park,northamerica/unitedstates/florida/ormond_beach/tomoka_state_park,0.483,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ormond_Beach,candidate score 0.51 is below the 6.0 POI threshold
europe/hungary/szeged,Szeged,Szeged,7,61,see,Matthias Varga's Exhibition House of Theatre,0.51,candidate,high-value type; strong travel term,,,Móra Ferenc Museum,europe/hungary/szeged/mora_ferenc_museum,0.355,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Szeged,candidate score 0.51 is below the 6.0 POI threshold
