world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
northamerica/unitedstates/massachusetts/provincetown,Provincetown,Provincetown,1,89,do,Dolphin Fleet Whale Watch,0.59,candidate,has description; high-value type; has external URL,,,Lobster Pot,northamerica/unitedstates/massachusetts/provincetown/lobster_pot,0.278,,,missing_coordinates; has_external_url,http://whalewatch.com/index.php,https://en.wikivoyage.org/wiki/Provincetown,candidate score 0.59 is below the 6.0 POI threshold; generic activity or tour listing rather than a durable mapped attraction
europe/norway/oslo,Oslo,Oslo,26,88,do,by:Larm,0.59,candidate,has description; high-value type; has external URL,,,Blå,europe/norway/oslo/blaa,0.444,,,missing_coordinates; has_external_url,https://bylarm.no,https://en.wikivoyage.org/wiki/Oslo,candidate score 0.59 is below the 6.0 POI threshold; event-only listing rather than a durable POI
northamerica/unitedstates/idaho/sunvalley,Sun Valley,Sun Valley (Idaho),13,34,see,Walk and bike,0.59,candidate,has description; high-value type; strong travel term,,,Bald Mountain,northamerica/unitedstates/idaho/sunvalley/bald_mountain,0.385,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Sun_Valley_%28Idaho%29,candidate score 0.59 is below the 6.0 POI threshold; generic activity or tour listing rather than a durable mapped attraction
northamerica/unitedstates/idaho/boise,Boise,Boise,14,73,do,Hull's Gulch Nature Trail,0.59,candidate,has description; high-value type; strong travel term,,,Idaho State Capitol,northamerica/unitedstates/idaho/boise/idaho_state_capitol,0.455,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Boise,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and needs corroborating external source
europe/georgia/kutaisi,Kutaisi,Kutaisi,8,48,see,David Kakabadze Fine Art Gallery,0.59,candidate,has description; high-value type; strong travel term,,,Sataplia Nature Reserve,europe/georgia/kutaisi/sataplia_nature_reserve,0.327,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kutaisi,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and needs corroborating external source
asia/myanmar/ngapali,Ngapali,Ngapali,3,16,do,Massage,0.59,candidate,has description; high-value type; strong travel term,,,Jade Taw Fishing Village,asia/myanmar/ngapali/jade_taw_village,0.323,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ngapali,candidate score 0.59 is below the 6.0 POI threshold; generic activity or tour listing rather than a durable mapped attraction
asia/thailand/kanchanaburi,Kanchanaburi,Kanchanaburi,7,41,do,Thong Pha Phum National Park,0.59,candidate,has description; high-value type; strong travel term,,,Chong Kai War Cemetery,asia/thailand/kanchanaburi/chongkaiwarcemetery,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kanchanaburi,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and needs corroborating external source
europe/romania/sibiu,Sibiu,Sibiu,11,16,see,St Mary's Lutheran Cathedral,0.59,candidate,has description; high-value type; strong travel term,,,Stairs Passage (Pasajul Scarilor),europe/romania/sibiu/stairs_passage,0.429,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Sibiu,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and needs corroborating external source
europe/germany/bavaria/nuremberg,Nuremberg,Nuremberg,26,125,do,Old Town Festival (Altstadtfest),0.59,candidate,has description; high-value type; strong travel term,,,Germanisches Nationalmuseum,europe/germany/bavaria/nuremberg/germanische_nation,0.318,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Nuremberg,candidate score 0.59 is below the 6.0 POI threshold; event-only listing rather than a durable POI
europe/slovenia/ptuj,Ptuj,Ptuj,7,12,see,Mihelic Gallery,0.59,candidate,has description; high-value type; strong travel term,,,Dominican Monastery,europe/slovenia/ptuj/dominican_monastery,0.471,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ptuj,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and needs corroborating external source
southamerica/brazil/guratuba,Guaratuba,Guaratuba,7,14,see,Boguaçu State Park,0.59,candidate,has description; high-value type; strong travel term,,,Cristo Statue and Morro do Cristo,southamerica/brazil/guratuba/cristo_statue,0.392,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Guaratuba,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and needs corroborating external source
northamerica/unitedstates/montana/butte,Butte,Butte,14,42,do,Saint Patrick's Day,0.59,candidate,has description; high-value type; strong travel term,,,Mai Wah Museum,northamerica/unitedstates/montana/butte/mai_wah_museum,0.364,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Butte,candidate score 0.59 is below the 6.0 POI threshold; event-only listing rather than a durable POI
asia/malaysia/sarawak/kuching,Kuching,Kuching,13,75,do,Tringgus Tribal Experience,0.59,candidate,has description; high-value type; strong travel term,,,Kuching Waterfront,asia/malaysia/sarawak/kuching/kuching_waterfront,0.364,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kuching,candidate score 0.59 is below the 6.0 POI threshold; ordinary commercial operator rather than a destination-level attraction POI
