world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
northamerica/unitedstates/michigan/grandrapids,Grand Rapids,Grand Rapids,0,52,do,Grand Rapids Children's Museum,0.55,candidate,high-value type; has external URL; strong travel term,,,,,0.0,,,missing_coordinates; has_external_url,https://www.grcm.org/,https://en.wikivoyage.org/wiki/Grand_Rapids,candidate score 0.55 is below the 6.0 POI threshold
northamerica/unitedstates/missouri/branson,Branson,Branson,10,28,do,Dogwood Canyon Nature Park Horseback Riding,0.55,candidate,high-value type; has external URL; strong travel term,,,Hollywood Wax Museum,northamerica/unitedstates/missouri/branson/hollywood_wax_museum,0.349,,,missing_coordinates; has_external_url,https://dogwoodcanyon.org/horseback-riding/,https://en.wikivoyage.org/wiki/Branson,candidate score 0.55 is below the 6.0 POI threshold
northamerica/unitedstates/colorado/central_city,Central City,Central City (Colorado),5,9,see,Gilpin County Arts Association Gallery,0.55,candidate,high-value type; has external URL; strong travel term,,,Central City Opera House,northamerica/unitedstates/colorado/central_city/opera_house,0.29,,,missing_coordinates; has_external_url,https://www.gilpinarts.org/,https://en.wikivoyage.org/wiki/Central_City_%28Colorado%29,candidate score 0.55 is below the 6.0 POI threshold
europe/russia/irkutsk,Irkutsk,Irkutsk,10,66,see,History Museum of JSC Irkutskenergo,0.55,candidate,high-value type; has external URL; strong travel term,,,Decembrist Museums,europe/russia/irkutsk/decembrist_museum,0.415,,,missing_coordinates; has_external_url,http://en.irkutskenergo.ru/qa/1689.html,https://en.wikivoyage.org/wiki/Irkutsk,candidate score 0.55 is below the 6.0 POI threshold
europe/spain/catalonia/sant_feliu_de_guixols,Sant Feliu de Guíxols,Sant Feliu de Guíxols,10,40,see,The Toy Museum,0.55,candidate,high-value type; has external URL; strong travel term,,,Maritime Rescue Museum,europe/spain/catalonia/sant_feliu_de_guixols/maritime_rescue_museum,0.5,,,missing_coordinates; has_external_url,https://www.museudelajoguina.com/,https://en.wikivoyage.org/wiki/Sant_Feliu_de_Gu%C3%ADxols,candidate score 0.55 is below the 6.0 POI threshold
europe/hungary/gyor,Győr,Győr,13,201,do,Iron Rooster Puppet Theatre,0.55,candidate,high-value type; has external URL; strong travel term,,,ETO Park and River Promenade,europe/hungary/gyor/eto_park,0.364,,,missing_coordinates; has_external_url,http://www.vaskakas.hu,https://en.wikivoyage.org/wiki/Gy%C5%91r,candidate score 0.55 is below the 6.0 POI threshold
northamerica/unitedstates/texas/southpadreisland,South Padre Island,South Padre Island,0,39,do,South Padre Island Sailing Charters,0.55,candidate,high-value type; has external URL; strong travel term,,,,,0.0,,,missing_coordinates; has_external_url,http://www.sailspi.com,https://en.wikivoyage.org/wiki/South_Padre_Island,candidate score 0.55 is below the 6.0 POI threshold
asia/philippines/samarisland/catarman__samar_is,Catarman,Catarman,4,5,see,Catarman Cathedral,0.55,candidate,high-value type; has external URL; strong travel term,,,Our Lady of the Annunciation Cathedral,asia/philippines/samarisland/catarman__samar_is/our_lady_annunciation_cathedral,0.538,,,missing_coordinates; has_external_url,https://m.facebook.com/CatarmanCathedral/?rf=388453311243364,https://en.wikivoyage.org/wiki/Catarman,candidate score 0.55 is below the 6.0 POI threshold
europe/france/alpes/stetienne,Saint-Étienne,Saint-Étienne,9,18,see,Museum Art & Industry,0.55,candidate,high-value type; has external URL; strong travel term,,,Musée d'Art Moderne et Contemporain,europe/france/alpes/stetienne/musee_art_moderne,0.448,,,missing_coordinates; has_external_url,http://www.musee-art-industrie.saint-etienne.fr/,https://en.wikivoyage.org/wiki/Saint-%C3%89tienne,candidate score 0.55 is below the 6.0 POI threshold
northamerica/unitedstates/california/arcadia,Arcadia,Arcadia (California),10,9,do,The Ruth and Charles Gilb Arcadia Historical Museum,0.55,candidate,high-value type; has external URL; strong travel term,,,Los Angeles County Arboretum,northamerica/unitedstates/california/arcadia/la_arboretum,0.394,,,missing_coordinates; has_external_url,https://www.arcadiaca.gov/enrich/arcadia_public_library/gilb_museum_of_arcadia_heritage/index.php,https://en.wikivoyage.org/wiki/Arcadia_%28California%29,candidate score 0.55 is below the 6.0 POI threshold
europe/croatia/kornati_national_park,Kornati National Park,Kornati National Park,0,8,see,Nacionalni park Kornati,0.55,candidate,high-value type; has external URL; strong travel term,,,,,0.0,,,missing_coordinates; has_external_url,http://www.np-kornati.hr/en/,https://en.wikivoyage.org/wiki/Kornati_National_Park,candidate score 0.55 is below the 6.0 POI threshold
europe/germany/saxonyanhalt/quedlinburg,Quedlinburg,Quedlinburg,14,26,see,Mitteldeutsches Eisenbahn-und Spielzeug-Museum,0.55,candidate,high-value type; has external URL; strong travel term,,,Marktcafe Quedlinburg,europe/germany/saxonyanhalt/quedlinburg/marktcafe_quedlinburg,0.328,,,missing_coordinates; has_external_url,http://www.eisenbahn-spielzeug-museum.de/,https://en.wikivoyage.org/wiki/Quedlinburg,candidate score 0.55 is below the 6.0 POI threshold
