world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
asia/malaysia/perhentianislands,Perhentian Islands,Perhentian Islands,9,35,do,Spice Divers,0.51,candidate,high-value type; has external URL,,,Scuba Diving,asia/malaysia/perhentianislands/scuba_diving,0.5,,,missing_coordinates; has_external_url,https://www.spicediversperhentian.com/,https://en.wikivoyage.org/wiki/Perhentian_Islands,candidate score 0.51 is below the 6.0 POI threshold
europe/ukraine/kirovograd,Kropyvnytskyi,Kropyvnytskyi,5,42,see,Bus station №1,0.51,candidate,high-value type; has external URL,,,Zirka Stadium,europe/ukraine/kirovograd/zirka_stadium,0.385,,,missing_coordinates; has_external_url,http://poehali.at.ua/index/raspisanie_avtobusov_kirovograd_avtostancija_1/0-353,https://en.wikivoyage.org/wiki/Kropyvnytskyi,candidate score 0.51 is below the 6.0 POI threshold
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,see,South Africa,0.51,candidate,high-value type; has external URL,,,Château Laurier,northamerica/canada/ontario/ottawa/chateau_laurier,0.37,,,missing_coordinates; has_external_url,http://southafrica-canada.ca,https://en.wikivoyage.org/wiki/Ottawa,candidate score 0.51 is below the 6.0 POI threshold
northamerica/panama/panamacity,Panama City,Panama City,10,65,see,South Korea (Corea de Sur),0.51,candidate,high-value type; has external URL,,,Casco Viejo restaurants,northamerica/panama/panamacity/casco_viejo_restaurants,0.412,,,missing_coordinates; has_external_url,http://overseas.mofa.go.kr/pa-ko/index.do,https://en.wikivoyage.org/wiki/Panama_City,candidate score 0.51 is below the 6.0 POI threshold
europe/ukraine/ivanofrankivsk,Ivano-Frankivsk,Ivano-Frankivsk,9,103,see,Bolt,0.51,candidate,high-value type; has external URL,,,Potocki Palace,europe/ukraine/ivanofrankivsk/potocki_palace,0.222,,,missing_coordinates; has_external_url,https://bolt.eu,https://en.wikivoyage.org/wiki/Ivano-Frankivsk,candidate score 0.51 is below the 6.0 POI threshold
northamerica/unitedstates/northcarolina/asheville,Asheville,Asheville,20,153,do,French Broad Rafting Expeditions,0.51,candidate,high-value type; has external URL,,,The Orange Peel,northamerica/unitedstates/northcarolina/asheville/orange_peel,0.372,,,missing_coordinates; has_external_url,http://www.frenchbroadrafting.com/,https://en.wikivoyage.org/wiki/Asheville,candidate score 0.51 is below the 6.0 POI threshold
northamerica/canada/britishcolumbia/richmond,Richmond,Richmond (British Columbia),5,56,see,Lyft,0.51,candidate,high-value type; has external URL,,,Richmond Olympic Oval,northamerica/canada/britishcolumbia/richmond/richmond_olympic_oval,0.16,,,missing_coordinates; has_external_url,https://www.lyft.com/rider/cities/vancouver-bc,https://en.wikivoyage.org/wiki/Richmond_%28British_Columbia%29,candidate score 0.51 is below the 6.0 POI threshold
europe/unitedkingdom/england/london,London,London,76,205,see,Sierra Leone,0.51,candidate,high-value type; has external URL,,,Liberty London,europe/unitedkingdom/england/london/liberty_london,0.538,,,missing_coordinates; has_external_url,http://www.slhc-uk.org/,https://en.wikivoyage.org/wiki/London,candidate score 0.51 is below the 6.0 POI threshold
northamerica/unitedstates/massachusetts/newbedford,New Bedford,New Bedford,7,23,do,Carabiner's Indoor Climbing,0.51,candidate,high-value type; has external URL,,,New Bedford Whaling Museum,northamerica/unitedstates/massachusetts/newbedford/whaling_museum,0.415,,,missing_coordinates; has_external_url,http://www.carabiners.com/,https://en.wikivoyage.org/wiki/New_Bedford,candidate score 0.51 is below the 6.0 POI threshold
asia/india/maharashtra/mumbai,Mumbai,Mumbai,93,62,see,Vietnam,0.51,candidate,high-value type; has external URL,,,Town Hall,asia/india/maharashtra/mumbai/townhall,0.375,,,missing_coordinates; has_external_url,https://india-consulate.org.vn/,https://en.wikivoyage.org/wiki/Mumbai,candidate score 0.51 is below the 6.0 POI threshold
