world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/unitedkingdom/england/south_east/eastbourne,Eastbourne,Eastbourne,9,40,see,Terminus Road Bus Station,0.77,candidate,has coordinates; high-value type,50.7687,0.2828,Towner Eastbourne,europe/unitedkingdom/england/south_east/eastbourne/towner_gallery,0.429,0.656,0.412,needs_external_source,,https://en.wikivoyage.org/wiki/Eastbourne,transport-only facility
asia/thailand/bangkok,Bangkok,Bangkok,108,116,see,Kuwait,0.77,candidate,has coordinates; high-value type,13.722758,100.530396,Dusit,asia/thailand/bangkok/dusit,0.545,5.789,4.843,needs_external_source,,https://en.wikivoyage.org/wiki/Bangkok,embassy/non-POI row
europe/italy/lombardia/como,Como,Como,10,35,see,Como bus station,0.77,candidate,has coordinates; high-value type,45.815132,9.083956,Como–Brunate Funicular,europe/italy/lombardia/como/brunate_funicular,0.526,12.042,11.835,needs_external_source,,https://en.wikivoyage.org/wiki/Como,transport-only facility
europe/germany/brandenburg/spreewald,Spreewald,Spreewald,7,19,do,Spreewald Therme,0.77,candidate,has coordinates; high-value type,51.837703,14.135867,Kayaking the Spreewald,europe/germany/brandenburg/spreewald/kayaking,0.529,12.971,10.225,needs_external_source,,https://en.wikivoyage.org/wiki/Spreewald,commercial spa operator below POI threshold for regional coverage
europe/russia/ural/ekaterinburg,Ekaterinburg,Yekaterinburg,11,72,see,Prospekt Kosmonavtov,0.77,candidate,has coordinates; high-value type,56.90174,60.61399,Europe-Asia Border Monument,europe/russia/ural/ekaterinburg/europe_asia_border,0.426,28.23,7.11,needs_external_source,,https://en.wikivoyage.org/wiki/Yekaterinburg,metro station/transport-only row
africa/morocco/chaouen,Chefchaouen,Chefchaouen,7,33,do,a pathway leading up into the mountains,0.77,candidate,has coordinates; high-value type,35.17366,-5.25666,Ras el Maa,africa/morocco/chaouen/ras_el_maa,0.427,0.573,0.845,needs_external_source,,https://en.wikivoyage.org/wiki/Chefchaouen,vague route listing and effectively covered by Ras el Maa/mountain walk context
europe/unitedkingdom/scotland/shetland/unst,Unst,Unst,6,20,see,Bordastubble Stone,0.77,candidate,has coordinates; high-value type,60.709,-0.942,Saxa Vord Distillery,europe/unitedkingdom/scotland/shetland/unst/saxa_vord_distillery,0.368,11.773,6.149,needs_external_source,,https://en.wikivoyage.org/wiki/Unst,minor local standing stone below POI threshold for Unst
europe/sweden/uppsala,Uppsala,Uppsala,18,180,do,Sunnerstabadet,0.77,candidate,has coordinates; high-value type,59.786972935084,17.650960015321,University Hall,europe/sweden/uppsala/universitetshuset,0.483,8.014,7.994,needs_external_source,,https://en.wikivoyage.org/wiki/Uppsala,local swimming area below POI threshold for Uppsala
northamerica/unitedstates/northcarolina/wilmington,Wilmington,Wilmington (North Carolina),9,43,see,Shipyard,0.77,candidate,has coordinates; high-value type,34.1988,-77.89,Riverfront Park,northamerica/unitedstates/northcarolina/wilmington/riverfront_park,0.348,6.969,5.854,needs_external_source,,https://en.wikivoyage.org/wiki/Wilmington_%28North_Carolina%29,"vague industrial area, not a visitor POI"
europe/unitedkingdom/scotland/skye/carbost,Carbost,Carbost,3,7,see,Cnoc Glas Heila,0.77,candidate,has coordinates; high-value type,57.3225,-6.4043,The Old Inn,europe/unitedkingdom/scotland/skye/carbost/old_inn_carbost,0.364,3.89,3.852,needs_external_source,,https://en.wikivoyage.org/wiki/Carbost,vague local hill/area below POI threshold for Carbost
