world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
asia/cambodia/battambang,Battambang,Battambang,6,34,see,Statues,0.55,candidate,has description; high-value type,,,Phnom Sampeau,asia/cambodia/battambang/phnom_sampeau,0.3,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Battambang,candidate score 0.55 is below the 6.0 POI threshold
northamerica/unitedstates/california/placerville,Placerville,Placerville,5,14,do,Apple Hill,0.55,candidate,has description; high-value type,,,Hangman's Tree Historic Spot,northamerica/unitedstates/california/placerville/hangtowns_tree,0.263,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Placerville,candidate score 0.55 is below the 6.0 POI threshold
australiaandpacific/australia/northernterritory/alicesprings,Alice Springs,Alice Springs,14,29,see,Stargazing,0.55,candidate,has description; high-value type,,,Stuart Town Gaol,australiaandpacific/australia/northernterritory/alicesprings/stuart_town_gaol,0.462,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Alice_Springs,candidate score 0.55 is below the 6.0 POI threshold
asia/uzbekistan/tashkent,Tashkent,Tashkent,41,109,see,Moyi Mubarek Madrasah,0.55,candidate,has description; high-value type,,,Abulkasim Madrasa,asia/uzbekistan/tashkent/abdulkasim_madrasa,0.526,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Tashkent,candidate score 0.55 is below the 6.0 POI threshold
europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/bristol,Bristol,Bristol,31,168,do,Oppo Comedy,0.55,candidate,has description; high-value type,,,Bristol Cathedral,europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/bristol/bristol_cathedral,0.357,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Bristol,candidate score 0.55 is below the 6.0 POI threshold
northamerica/mexico/campeche,Campeche,Campeche,4,22,see,Puerta del Tierra,0.55,candidate,has description; high-value type,,,Fuerte de San Miguel,northamerica/mexico/campeche/fuerte_de_san_miguel,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Campeche,candidate score 0.55 is below the 6.0 POI threshold
europe/portugal/coimbra,Coimbra,Coimbra,9,40,see,Quinta das Lagrimas,0.55,candidate,has description; high-value type,,,Museu da Ciência da Universidade de Coimbra,europe/portugal/coimbra/science_museum,0.407,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Coimbra,candidate score 0.55 is below the 6.0 POI threshold
asia/india/tamilnadu/madurai,Madurai,Madurai,14,28,see,Melamadai Vandiyur Lake,0.55,candidate,has description; high-value type,,,Thirumalai Nayak Palace,asia/india/tamilnadu/madurai/thirumalai_nayak_palace,0.435,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Madurai,candidate score 0.55 is below the 6.0 POI threshold
africa/egypt/cairo,Cairo,Cairo,88,50,do,Housaper theater,0.55,candidate,has description; high-value type,,,Coptic Quarter,africa/egypt/cairo/coptic_quarter,0.467,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Cairo,candidate score 0.55 is below the 6.0 POI threshold
southamerica/brazil/santos,Santos,Santos,20,28,see,Statue of the dock worker,0.55,candidate,has description; high-value type,,,Port of Santos Boat Tour,southamerica/brazil/santos/port_tour,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Santos,candidate score 0.55 is below the 6.0 POI threshold
