world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/ukraine/lviv,Lviv,Lviv,12,176,see,Bus station No.1,0.89,candidate,has coordinates; has description; high-value type; has external URL,49.78676,24.01631,Lonsky Prison Museum,europe/ukraine/lviv/lonsky_prison_museum,0.333,6.552,6.24,has_external_url,https://e-vokzal.com/,https://en.wikivoyage.org/wiki/Lviv,Transport facility rather than a travel-worthy see/do POI; below the 6.0 threshold for Lviv.
asia/indonesia/sumatra/medan,Medan,Medan,4,86,do,Zengarden,0.89,candidate,has coordinates; has description; high-value type; has external URL,3.58094,98.66719,Tjong A Fie Mansion,asia/indonesia/sumatra/medan/tjong_a_fie_mansion,0.308,1.541,1.221,has_external_url,http://zengarden.co.id/,https://en.wikivoyage.org/wiki/Medan,Commercial spa/wellness venue with limited independent travel draw; below Medan POI threshold.
europe/hungary/gyor,Győr,Győr,13,201,see,Nyúl,0.89,candidate,has coordinates; has description; high-value type; has external URL,47.5901,17.6895,Győr Cathedral,europe/hungary/gyor/gyor_cathedral,0.333,11.756,11.179,has_external_url,http://www.nyul.hu/,https://en.wikivoyage.org/wiki/Gy%C5%91r,Separate village outside Győr rather than a flat POI under the city; not added to avoid hierarchy error.
northamerica/unitedstates/florida/lakeland,Lakeland,Lakeland,7,37,see,RP Funding Center,0.89,candidate,has coordinates; has description; high-value type; has external URL,28.041053,-81.963619,Polk Theatre,northamerica/unitedstates/florida/lakeland/polk_theatre,0.345,0.674,1.367,has_external_url,https://rpfundingcenter.com/,https://en.wikivoyage.org/wiki/Lakeland,Convention and arena complex with limited standalone visitor interest outside ticketed events.
europe/slovenia/ljubljana,Ljubljana,Ljubljana,26,111,do,Cineplexx,0.89,candidate,has coordinates; has description; high-value type; has external URL,46.0213,14.5372,Triple Bridge (Tromostovje),europe/slovenia/ljubljana/triple_bridge,0.364,4.11,3.958,has_external_url,https://www.cineplexx.si/kinematografi/cineplexx-ljubljana-rudnik/,https://en.wikivoyage.org/wiki/Ljubljana,Multiplex cinema in a shopping area; routine entertainment rather than a travel-worthy Ljubljana POI.
europe/switzerland/lucerne,Lucerne,Lucerne,13,66,do,Theaterpavillon,0.89,candidate,has coordinates; has description; high-value type; has external URL,47.04287,8.31965,Glacier Garden,europe/switzerland/lucerne/glacier_garden,0.345,1.938,1.295,has_external_url,http://www.theaterpavillon.ch/,https://en.wikivoyage.org/wiki/Lucerne,Small performance venue below Lucerne threshold compared with existing cultural sights.
europe/netherlands/deventer,Deventer,Deventer,13,32,do,De Scheg,0.89,candidate,has coordinates; has description; high-value type; has external URL,52.2498,6.2129,Bergkerk,europe/netherlands/deventer/bergkerk,0.308,3.398,3.542,has_external_url,https://sportbedrijfdeventer.nl/descheg/,https://en.wikivoyage.org/wiki/Deventer,Local pool and ice/sports complex; primarily resident recreation rather than travel POI.
asia/malaysia/johorbahru,Johor Bahru,Johor Bahru,8,205,do,Aerofly Johor Light Aircraft and RC Plane Runway,0.89,candidate,has coordinates; has description; high-value type; has external URL,1.589972,103.715361,De Bieres Pub and Cafe,asia/malaysia/johorbahru/debirespubc,0.328,13.849,15.653,has_external_url,https://www.facebook.com/Aerofly-Johore-Rc-Club-108140570803591/,https://en.wikivoyage.org/wiki/Johor_Bahru,"Specialist hobby runway/club, not a broadly useful visitor POI."
europe/netherlands/utrecht,Utrecht,Utrecht,14,77,see,Molen Rijn en Zon,0.89,candidate,has coordinates; has description; high-value type; has external URL,52.0993,5.1155,Lapjesmarkt,europe/netherlands/utrecht/lapjesmarkt,0.431,0.569,1.042,has_external_url,http://slagerijdemolen.nl/,https://en.wikivoyage.org/wiki/Utrecht,Minor windmill in a city with stronger existing heritage POIs; below local 6.0 threshold.
europe/finland/turku,Turku,Turku,5,262,do,Sea kayaking,0.89,candidate,has coordinates; has description; high-value type; has external URL,60.421828,22.095435,Forum Marinum,europe/finland/turku/forum_marinum,0.32,7.618,9.977,has_external_url,http://www.aavameri.fi/en,https://en.wikivoyage.org/wiki/Turku,Generic activity/operator lead rather than a stable mappable POI; coordinates point to an outfitter.
europe/hungary/sopron,Sopron,Sopron,9,234,see,Medieval shop window and door on a building,0.89,candidate,has coordinates; has description; high-value type; has external URL,47.68605,16.59137,Domonkos Wine Bar,europe/hungary/sopron/domonkos_wine_bar,0.549,0.451,0.825,has_external_url,http://muemlekem.hu/muemlek?id=4899,https://en.wikivoyage.org/wiki/Sopron,"Tiny architectural detail, too narrow for a standalone Sopron POI."
northamerica/unitedstates/minnesota/moorhead,Moorhead,Moorhead,3,22,see,Concordia College,0.89,candidate,has coordinates; has description; high-value type; has external URL,46.865278,-96.77,Comstock House,northamerica/unitedstates/minnesota/moorhead/comstock_house,0.545,0.455,1.557,has_external_url,http://www.cord.edu,https://en.wikivoyage.org/wiki/Moorhead,College campus is not presented as a visitor attraction and sits below Moorhead POI threshold.
northamerica/unitedstates/michigan/annarbor,Ann Arbor,Ann Arbor,18,178,see,The Ann and Robert H. Lurie Tower,0.89,candidate,has coordinates; has description; high-value type; has external URL,42.292,-83.7161,Sabor Latino,northamerica/unitedstates/michigan/annarbor/sabor_latino,0.35,2.895,2.914,has_external_url,https://smtd.umich.edu/facilities/ann-and-robert-h-lurie-carillon/,https://en.wikivoyage.org/wiki/Ann_Arbor,Campus bell tower with limited standalone visitor value in Ann Arbor.
northamerica/unitedstates/kentucky/louisville,Louisville,Louisville,12,140,do,Forecastle Festival,0.89,candidate,has coordinates; has description; high-value type; has external URL,38.2599,-85.748,Rathskeller at the Seelbach Hotel,northamerica/unitedstates/kentucky/louisville/rathskeller,0.333,1.086,1.18,has_external_url,http://forecastlefest.com/,https://en.wikivoyage.org/wiki/Louisville,Date-specific festival lead with uncertain current continuity; not stable enough as a POI.
europe/belgium/nieuwpoort,Nieuwpoort,Nieuwpoort,6,27,see,De Barkentijn,0.89,candidate,has coordinates; has description; high-value type; has external URL,51.1498,2.7184,Nieuwpoort Marina,europe/belgium/nieuwpoort/nieuwpoort_marina,0.458,0.542,3.243,has_external_url,http://www.debarkentijn.be/content/welkom/welkom.php,https://en.wikivoyage.org/wiki/Nieuwpoort,Unclear/weak visitor attraction and not enough travel signal to clear the Nieuwpoort threshold.
europe/unitedkingdom/scotland/ayr,Ayr,Ayr (Scotland),8,36,do,Ayr RFC,0.89,candidate,has coordinates; has description; high-value type; has external URL,55.4263,-4.6349,Burns National Heritage Park,europe/unitedkingdom/scotland/ayr/burns_heritage_park,0.432,0.568,3.544,has_external_url,https://www.ayrrugbyclub.co.uk/,https://en.wikivoyage.org/wiki/Ayr_%28Scotland%29,Local rugby club rather than a travel-worthy see/do attraction.
africa/benin/cotonou,Cotonou,Cotonou,8,44,do,Institut Français,0.89,candidate,has coordinates; has description; high-value type; has external URL,6.3529,2.4127,Street Grills and Brochettes,africa/benin/cotonou/grilled_fish,0.356,2.156,2.156,has_external_url,http://www.if-benin.com,https://en.wikivoyage.org/wiki/Cotonou,"Cultural institute/event venue, useful for residents but weak as a Cotonou visitor POI."
europe/denmark/aarhus,Aarhus,Aarhus,12,232,do,Gellerupbadet,0.89,candidate,has coordinates; has description; high-value type; has external URL,56.159503,10.135789,Tivoli Friheden,europe/denmark/aarhus/tivoli_friheden,0.286,4.429,4.931,has_external_url,https://vigirbyenpuls.dk/svoemmehaller/gellerupbadet/,https://en.wikivoyage.org/wiki/Aarhus,Local swimming pool; below Aarhus travel threshold.
northamerica/unitedstates/utah/wendover,Wendover,Wendover (Utah/Nevada),5,28,do,Montego Bay,0.89,candidate,has coordinates; has description; high-value type; has external URL,40.73667,-114.04442,Bonneville Salt Flats,northamerica/unitedstates/utah/wendover/bonneville_salt_flats,0.312,12.869,1.102,has_external_url,http://wendoverfun.com/,https://en.wikivoyage.org/wiki/Wendover_%28Utah/Nevada%29,Casino/hotel complex; accommodation/casino lead rather than a World66 things-to-do POI.
