world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/unitedkingdom/scotland/banff,Banff,Banff (Scotland),18,10,see,Whitehills,0.77,candidate,has coordinates; high-value type,57.677,-2.58,Go-Kart Racing,europe/unitedkingdom/scotland/banff/gocart_racing,0.318,0.682,3.73,needs_external_source,,https://en.wikivoyage.org/wiki/Banff_%28Scotland%29,separate village/harbour lead rather than a POI for Banff
europe/ireland/dingle,Dingle,Dingle,15,34,see,Hussy's Folly,0.77,candidate,has coordinates; high-value type,52.125,-10.261,Dunbeg Fort,europe/ireland/dingle/dunbeg_fort,0.333,10.361,1.834,needs_external_source,,https://en.wikivoyage.org/wiki/Dingle,minor local folly; below threshold beside existing Dingle peninsula sights
europe/ireland/dublin,Dublin,Dublin,132,173,see,Strawberry Beds,0.77,candidate,has coordinates; high-value type,53.3618,-6.3887,Abbey Theatre,europe/ireland/dublin/abbey_theatre,0.429,8.924,8.616,needs_external_source,,https://en.wikivoyage.org/wiki/Dublin,scenic suburban road/area rather than a specific POI
europe/russia/ekaterinoburg,Yekaterinburg,Yekaterinburg,26,72,see,Botanicheskaya,0.77,candidate,has coordinates; high-value type,56.7925,60.64028,Ganina Yama,europe/russia/ekaterinoburg/ganina_yama,0.48,17.471,5.692,needs_external_source,,https://en.wikivoyage.org/wiki/Yekaterinburg,metro district/station area; not a travel-worthy POI
asia/turkey/alanya,Alanya,Alanya,6,22,see,Dil Varna Burnu,0.77,candidate,has coordinates; high-value type,36.5278,31.9863,Alanya Museum,asia/turkey/alanya/alanya_museum,0.429,1.959,2.602,needs_external_source,,https://en.wikivoyage.org/wiki/Alanya,minor headland with weak corroborated travel signal
europe/france/normandybrittany/montsaintmichel,Mont-Saint-Michel,Mont Saint-Michel,0,10,see,Grande Rue,0.77,candidate,has coordinates; high-value type,48.63558,-1.50993,,,0.0,,0.12,needs_external_source,,https://en.wikivoyage.org/wiki/Mont_Saint-Michel,parent destination folder is missing in this worktree; not creating new hierarchy
europe/spain/andalucia/jerezdelafrontera,Jerez de la Frontera,Jerez de la Frontera,6,74,see,Garvey,0.77,candidate,has coordinates; high-value type,36.70154,-6.14337,González Byass (Tío Pepe),europe/spain/andalucia/jerezdelafrontera/gonzalez_byass,0.3,1.828,2.261,needs_external_source,,https://en.wikivoyage.org/wiki/Jerez_de_la_Frontera,ordinary sherry/commercial brand lead; existing bodega POIs are stronger
europe/france/normandybrittany/montsaintmichel,Mont-Saint-Michel,Mont Saint-Michel,0,10,see,Porte Échauguette,0.77,candidate,has coordinates; high-value type,48.635372,-1.512278,,,0.0,,0.088,needs_external_source,,https://en.wikivoyage.org/wiki/Mont_Saint-Michel,parent destination folder is missing in this worktree; not creating new hierarchy
asia/turkey/olympos,Olympos,Olympos (Turkey),7,5,see,Flames of Mount Chimaera,0.77,candidate,has coordinates; high-value type,36.4284,30.4656,Chimaera (Yanartaş),asia/turkey/olympos/chimera,0.5,0.858,3.78,needs_external_source,,https://en.wikivoyage.org/wiki/Olympos_%28Turkey%29,duplicate/alias of existing Chimera POI
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/whitby,Whitby,Whitby,14,15,see,Ravenscar,0.77,candidate,has coordinates; high-value type,54.4,-0.492,The Magpie Cafe,europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/whitby/magpie_cafe,0.4,12.709,12.58,needs_external_source,,https://en.wikivoyage.org/wiki/Whitby,"separate village/coastal destination, not a Whitby POI"
europe/finland/turku,Turku,Turku,5,262,see,Satava,0.77,candidate,has coordinates; high-value type,60.372,22.169,Aura River,europe/finland/turku/aura_river,0.375,10.073,10.358,needs_external_source,,https://en.wikivoyage.org/wiki/Turku,island/district lead with weak specific POI identity
northamerica/trinidadandtobago/port_of_spain,Port of Spain,Port of Spain,9,42,see,Roomor,0.77,candidate,has coordinates; high-value type,10.6707634,-61.5216808,Woodbrook,northamerica/trinidadandtobago/port_of_spain/woodbrook,0.4,2.145,2.79,needs_external_source,,https://en.wikivoyage.org/wiki/Port_of_Spain,ordinary commercial shop/operator; not a durable travel POI
europe/ireland/rosslare,Rosslare,Rosslare,2,16,see,The Marina,0.77,candidate,has coordinates; high-value type,52.2524,-6.3493,Rosslare Strand,europe/ireland/rosslare/rosslare_strand,0.286,3.432,3.479,needs_external_source,,https://en.wikivoyage.org/wiki/Rosslare,generic marina/local harbour facility with weak standalone travel value
europe/poland/sosnowiec,Sosnowiec,Sosnowiec,5,51,see,Zakopane-style community hall (Dom Ludowy),0.77,candidate,has coordinates; high-value type,50.2907647,19.2661459,Zagłębie Sports Park,europe/poland/sosnowiec/zaglebie_sports_park,0.375,6.786,4.199,needs_external_source,,https://en.wikivoyage.org/wiki/Sosnowiec,local community building; limited travel value and weak corroboration
europe/spain/catalonia/sant_feliu_de_guixols,Sant Feliu de Guíxols,Sant Feliu de Guíxols,10,40,see,Mirador de les Pageses,0.77,candidate,has coordinates; high-value type,41.7719318,3.0315601,Maritime Rescue Museum,europe/spain/catalonia/sant_feliu_de_guixols/maritime_rescue_museum,0.432,0.952,1.356,needs_external_source,,https://en.wikivoyage.org/wiki/Sant_Feliu_de_Gu%C3%ADxols,minor viewpoint; existing coastal walk/viewpoint POIs are stronger
europe/unitedkingdom/scotland/skye/elgol,Elgol,Elgol,2,10,see,Rùm,0.77,candidate,has coordinates; high-value type,57.007,-6.33,Camasunary Bay,europe/unitedkingdom/scotland/skye/elgol/camasunary_bay,0.118,21.856,20.999,needs_external_source,,https://en.wikivoyage.org/wiki/Elgol,"separate island destination, too far from parent for flat Elgol POI"
