world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
africa/sierraleone/freetown,Freetown,Freetown,35,49,see,Sussex Beach,0.74,candidate,has coordinates; has description; high-value type; strong travel term,8.3498,-13.2348,Lumley Beach,africa/sierraleone/freetown/lumley_beach,0.667,13.73,14.823,needs_external_source,,https://en.wikivoyage.org/wiki/Freetown,Below threshold for this destination: minor or redundant local sight compared with existing stronger POIs
africa/botswana/gaborone,Gaborone,Gaborone,6,46,see,National Botanical Garden,0.74,candidate,has coordinates; has description; high-value type; strong travel term,-24.66679,25.94488,National Museum and Art Gallery,africa/botswana/gaborone/national_museum_and_art_gallery,0.571,3.387,3.762,needs_external_source,,https://en.wikivoyage.org/wiki/Gaborone,Below threshold for this destination: minor or redundant local sight compared with existing stronger POIs
northamerica/unitedstates/california/oakland,Oakland,Oakland,16,181,see,Peralta Museum of History and Culture,0.74,candidate,has coordinates; has description; high-value type; strong travel term,37.786997,-122.217276,Oakland Museum of California,northamerica/unitedstates/california/oakland/oaklandmuseumofcalifornia,0.554,4.337,5.133,needs_external_source,,https://en.wikivoyage.org/wiki/Oakland,Below threshold for this destination: minor or redundant local sight compared with existing stronger POIs
europe/armenia/tavush_marz/dilijan,Dilijan,Dilijan,8,42,see,Rundown theme park,0.74,candidate,has coordinates; has description; high-value type; strong travel term,40.738,44.8577,Sharambeyan Street (Old Quarter),europe/armenia/tavush_marz/dilijan/old_quarter,0.624,0.376,1.289,needs_external_source,,https://en.wikivoyage.org/wiki/Dilijan,Reject: vague abandoned/rundown attraction with weak travel value
southamerica/venezuela/puertolacruz,Puerto la Cruz,Puerto La Cruz,7,5,do,Playa Muerta,0.74,candidate,has coordinates; has description; high-value type; strong travel term,10.19221,-64.69665,Playa Arapito,southamerica/venezuela/puertolacruz/playa_arapito,0.56,24.09,7.307,needs_external_source,,https://en.wikivoyage.org/wiki/Puerto_La_Cruz,Below threshold for this destination: minor or redundant local sight compared with existing stronger POIs
asia/china/anhui/huaibei,Huaibei,Huaibei,5,33,see,Xiangshan Park,0.74,candidate,has coordinates; has description; high-value type; strong travel term,33.99,116.79,Xiangshan Park and Temple,asia/china/anhui/huaibei/xiangshan_park,0.718,2.598,2.407,needs_external_source,,https://en.wikivoyage.org/wiki/Huaibei,Reject: duplicate or near-duplicate of an existing World66 POI
asia/china/liaoning/jinzhou,Jinzhou,Jinzhou,5,8,see,Guta Park,0.74,candidate,has coordinates; has description; high-value type; strong travel term,41.1172,121.1282,Guta Pagoda,asia/china/liaoning/jinzhou/guta_pagoda,0.7,1.467,0.431,needs_external_source,,https://en.wikivoyage.org/wiki/Jinzhou,Reject: duplicate or near-duplicate of an existing World66 POI
asia/china/shandong_province/jinan,Jinan,Jinan,65,109,see,Minghu Art Gallery,0.74,candidate,has coordinates; has description; high-value type; strong travel term,36.6753,117.0262,Spring Water Alley (Quanshui Hutong),asia/china/shandong_province/jinan/spring_water_alley,0.667,3.855,3.481,needs_external_source,,https://en.wikivoyage.org/wiki/Jinan,Below threshold: local-only sight or ordinary facility with weak travel signal
asia/indonesia/bali/denpasar,Denpasar,Denpasar,7,32,see,Sidik Jari Museum,0.74,candidate,has coordinates; has description; high-value type; strong travel term,-8.6633,115.2404,Bali Museum,asia/indonesia/bali/denpasar/bali_museum,0.643,2.489,2.63,needs_external_source,,https://en.wikivoyage.org/wiki/Denpasar,Below threshold for this destination: minor or redundant local sight compared with existing stronger POIs
northamerica/unitedstates/southcarolina/greenville,Greenville,Greenville (South Carolina),10,71,see,Cleveland Park,0.74,candidate,has coordinates; has description; high-value type; strong travel term,34.844444,-82.387778,Greenville Zoo,northamerica/unitedstates/southcarolina/greenville/greenville_zoo,0.666,0.334,1.247,needs_external_source,,https://en.wikivoyage.org/wiki/Greenville_%28South_Carolina%29,Below threshold for this destination: minor or redundant local sight compared with existing stronger POIs
asia/philippines/baguio,Baguio,Baguio,14,55,see,Panagbenga Park,0.74,candidate,has coordinates; has description; high-value type; strong travel term,16.40367,120.60566,Burnham Park,asia/philippines/baguio/burnham_park,0.593,1.4,1.042,needs_external_source,,https://en.wikivoyage.org/wiki/Baguio,Below threshold: local-only sight or ordinary facility with weak travel signal
asia/vietnam/hochiminhcity,Ho Chi Minh City,Ho Chi Minh City,56,178,see,Thien Hau Pagoda,0.74,candidate,has coordinates; has description; high-value type; strong travel term,10.75418,106.66468,Thien Hau Temple,asia/vietnam/hochiminhcity/thien_hau_temple,0.688,0.406,4.727,needs_external_source,,https://en.wikivoyage.org/wiki/Ho_Chi_Minh_City,Reject: duplicate or near-duplicate of an existing World66 POI
asia/malaysia/langkawi,Langkawi,Langkawi,4,57,do,Pantai Kok,0.74,candidate,has coordinates; has description; high-value type; strong travel term,6.3665,99.6796,Pantai Cenang,asia/malaysia/langkawi/pantai_cenang,0.609,8.872,12.523,needs_external_source,,https://en.wikivoyage.org/wiki/Langkawi,Below threshold for this destination: minor or redundant local sight compared with existing stronger POIs
asia/india/westbengal/digha,Digha,Digha,4,20,see,Mohana Beach,0.74,candidate,has coordinates; has description; high-value type; strong travel term,21.62931,87.54472,Shankarpur Beach,asia/india/westbengal/digha/shankarpur_beach,0.714,2.435,3.833,needs_external_source,,https://en.wikivoyage.org/wiki/Digha,Below threshold: local-only sight or ordinary facility with weak travel signal
europe/spain/andalucia/torredelmar,Torre del Mar,Torre del Mar,13,20,do,Playa de Torre del Mar,0.74,candidate,has coordinates; has description; high-value type; strong travel term,36.7393,-4.0909,Torre del Mar Beach,europe/spain/andalucia/torredelmar/torre_beach,0.6,0.731,0.404,needs_external_source,,https://en.wikivoyage.org/wiki/Torre_del_Mar,Reject: duplicate or near-duplicate of an existing World66 POI
asia/china/liaoning/liaoyang,Liaoyang,Liaoyang,4,20,see,Wang Erlie Memorial Hall,0.74,candidate,has coordinates; has description; high-value type; strong travel term,41.26561109481274,123.1789992133986,Dongjing City Site,asia/china/liaoning/liaoyang/dongjing_city_site,0.621,0.379,0.379,needs_external_source,,https://en.wikivoyage.org/wiki/Liaoyang,Below threshold: local-only sight or ordinary facility with weak travel signal
australiaandpacific/australia/victoria/warrnambool,Warrnambool,Warrnambool,9,15,see,Logans Beach Whale Watching Platform,0.74,candidate,has coordinates; has description; high-value type; strong travel term,-38.40392,142.52111,Logan's Beach Whale Nursery,australiaandpacific/australia/victoria/warrnambool/logans_beach,0.667,0.888,4.195,needs_external_source,,https://en.wikivoyage.org/wiki/Warrnambool,Reject: duplicate or near-duplicate of an existing World66 POI
europe/germany/northrhinewestphalia/dortmund,Dortmund,Dortmund,16,98,see,Adlerturm,0.74,candidate,has coordinates; has description; high-value type; strong travel term,51.5103,7.4693,Adler Apotheke,europe/germany/northrhinewestphalia/dortmund/adler_apotheke,0.561,0.439,0.518,needs_external_source,,https://en.wikivoyage.org/wiki/Dortmund,Rejected after review: does not clear POI acceptance rubric
asia/china/jiangsu_province/suzhou,Suzhou,Suzhou,17,93,see,The Surging Wave Pavilion,0.74,candidate,has coordinates; has description; high-value type; strong travel term,31.296547,120.621517,Canglang Pavilion,asia/china/jiangsu_province/suzhou/canglang_pavilion,0.681,0.319,1.609,needs_external_source,,https://en.wikivoyage.org/wiki/Suzhou,Reject: duplicate or near-duplicate of an existing World66 POI
asia/indonesia/java/surabaya,Surabaya,Surabaya,12,138,see,Surabaya Cathedral (Katedral Hati Kudus Yesus),0.74,candidate,has coordinates; has description; high-value type; strong travel term,-7.281263,112.742294,Surabaya Zoo (Kebun Binatang Surabaya),asia/indonesia/java/surabaya/surabaya_zoo,0.6,1.507,3.919,needs_external_source,,https://en.wikivoyage.org/wiki/Surabaya,Below threshold for this destination: minor or redundant local sight compared with existing stronger POIs
asia/thailand/pai,Pai,Pai,11,33,see,Mo Paeng,0.74,candidate,has coordinates; has description; high-value type; strong travel term,19.37899,98.37557,Mo Paeng Waterfall,asia/thailand/pai/mo_paeng_waterfall,0.615,2.622,7.08,needs_external_source,,https://en.wikivoyage.org/wiki/Pai,Reject: duplicate or near-duplicate of an existing World66 POI
