world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/italy/veneto/cortina_dampezzo,Cortina d'Ampezzo,Cortina d'Ampezzo,10,66,do,Ski Area Faloria Cristallo Mietres,0.89,candidate,has coordinates; has description; high-value type; has external URL,46.53859,12.13055,Basilica dei Santi Filippo e Giacomo,europe/italy/veneto/cortina_dampezzo/basilica_santi_filippo_giacomo,0.533,0.467,0.521,has_external_url,http://www.cortinacube.it,https://en.wikivoyage.org/wiki/Cortina_d%27Ampezzo,Duplicate/alias of existing Mount Faloria POI and ski-area coverage in Cortina.
northamerica/canada/manitoba/winnipeg,Winnipeg,Winnipeg,22,164,do,Winnipeg Blue Bombers,0.89,candidate,has coordinates; has description; high-value type; has external URL,49.80789,-97.14287,Assiniboine Park,northamerica/canada/manitoba/winnipeg/assiniboine_park,0.378,10.681,9.751,has_external_url,https://www.bluebombers.com,https://en.wikivoyage.org/wiki/Winnipeg,Sports team listing rather than a stable visitor POI; stadium/team experience does not clear 6.0 for Winnipeg.
northamerica/unitedstates/newyorkstate/lakegeorge,Lake George,Lake George,0,22,do,Gooney Golf,0.89,candidate,has coordinates; has description; high-value type; has external URL,43.404407,-73.708567,,,0.0,,2.421,has_external_url,http://www.goonygolf.com/,https://en.wikivoyage.org/wiki/Lake_George,Mini-golf course with local/family value but too minor as a standalone Lake George travel POI.
northamerica/unitedstates/ohio/akron,Akron,Akron,16,72,do,PorchRokr,0.89,candidate,has coordinates; has description; high-value type; has external URL,41.0974,-81.5454,Lock 3 Park,northamerica/unitedstates/ohio/akron/lock_3_park,0.4,2.844,2.762,has_external_url,https://highlandsquareakron.org/porchrokr/,https://en.wikivoyage.org/wiki/Akron,Annual neighbourhood music event; better handled under Highland Square context than as a durable POI file.
northamerica/unitedstates/indiana/indianapolis,Indianapolis,Indianapolis,42,225,do,Emerson Theater,0.89,candidate,has coordinates; has description; high-value type; has external URL,39.78159,-86.09087,White River State Park,northamerica/unitedstates/indiana/indianapolis/white_river_state_park,0.486,7.302,5.957,has_external_url,http://www.emersontheater.com/,https://en.wikivoyage.org/wiki/Indianapolis,Local music venue with limited independent travel draw compared with Indianapolis attractions.
australiaandpacific/australia/tasmania/hobart,Hobart,Hobart,57,83,see,Moonah Arts Centre,0.89,candidate,has coordinates; has description; high-value type; has external URL,-42.84824,147.295274,Hobart Rivulet,australiaandpacific/australia/tasmania/hobart/hobart_rivulet,0.438,4.597,4.577,has_external_url,https://www.moonahartscentre.org.au/,https://en.wikivoyage.org/wiki/Hobart,Suburban community arts centre; worthwhile locally but below Hobart 6.0 threshold.
northamerica/unitedstates/newmexico/santafe,Santa Fe,Santa Fe (New Mexico),34,136,do,Genoveva Chavez Community Center,0.89,candidate,has coordinates; has description; high-value type; has external URL,35.6413,-105.993,Randall Davey Audubon Center,northamerica/unitedstates/newmexico/santafe/randall_davey_audubon,0.433,10.485,7.124,has_external_url,https://santafenm.gov/community-services/recreation/genoveva-chavez-community-center-gccc,https://en.wikivoyage.org/wiki/Santa_Fe_%28New_Mexico%29,"Municipal recreation centre primarily serving residents, not a travel POI."
northamerica/unitedstates/connecticut/hartford,Hartford,Hartford,11,75,do,Ski Sundown,0.89,candidate,has coordinates; has description; high-value type; has external URL,41.8841,-72.9452,Ancient Burying Ground,northamerica/unitedstates/connecticut/hartford/ancient_burying_ground,0.303,26.077,24.919,has_external_url,https://skisundown.com/,https://en.wikivoyage.org/wiki/Hartford,"Ski area far from Hartford and better treated as a separate regional outing, not a Hartford POI."
northamerica/canada/quebec/longueuil,Longueuil,Longueuil,3,38,see,Exhibitions at the Marcel-Robidas Building (Cultural Centre),0.89,candidate,has coordinates; has description; high-value type; has external URL,45.53724,-73.51111,Parc Marie-Victorin,northamerica/canada/quebec/longueuil/parc_marie_victorin,0.351,3.255,4.014,has_external_url,https://longueuil.quebec/fr/edifice-marcel-robidas-0,https://en.wikivoyage.org/wiki/Longueuil,Municipal cultural centre/exhibition space with limited visitor draw below 6.0 for Longueuil.
northamerica/unitedstates/indiana/indianapolis,Indianapolis,Indianapolis,42,225,do,Sahm,0.89,candidate,has coordinates; has description; high-value type; has external URL,39.91621,-86.05326,Café Patachou,northamerica/unitedstates/indiana/indianapolis/cafe_patachou,0.25,18.597,18.737,has_external_url,http://www.sahmgolf.com,https://en.wikivoyage.org/wiki/Indianapolis,Golf course far out in suburban Indianapolis; weak travel signal and parent fit.
europe/austria/linz,Linz,Linz,11,63,see,Biology Center Dornach,0.89,candidate,has coordinates; has description; high-value type; has external URL,48.33728,14.31242,Ars Electronica Center,europe/austria/linz/ars_electronica_center,0.409,3.776,3.91,has_external_url,http://www.landesmuseum.at/en/location/biologiezentrum-linz.html,https://en.wikivoyage.org/wiki/Linz,Specialist collection with limited public travel draw below Linz 6.0 threshold.
europe/germany/saxony/leipzig,Leipzig,Leipzig,16,133,see,Leipziger Baumwollspinnerei,0.89,candidate,has coordinates; has description; high-value type; has external URL,51.327861,12.31975,Spinnerei,europe/germany/saxony/leipzig/spinnerei,0.5,1.344,4.075,has_external_url,http://www.spinnerei.de/from-cotton-to-culture.html?lang=1,https://en.wikivoyage.org/wiki/Leipzig,Duplicate/alias of existing Spinnerei POI in Leipzig.
northamerica/unitedstates/wisconsin/eau_claire,Eau Claire,Eau Claire (Wisconsin),5,87,see,Schlegelmilch-McDaniel House,0.89,candidate,has coordinates; has description; high-value type; has external URL,44.809373,-91.496128,State Theatre,northamerica/unitedstates/wisconsin/eau_claire/state_theatre,0.527,0.473,0.288,has_external_url,https://www.cvmuseum.com/explore/historic-buildings/21/schlegelmilch-house/,https://en.wikivoyage.org/wiki/Eau_Claire_%28Wisconsin%29,Historic house is already covered through local museum context and does not clearly exceed Eau Claire 6.0 on its own.
northamerica/unitedstates/idaho/rexburg,Rexburg,Rexburg,5,8,do,Yellowstone Bear World,0.89,candidate,has coordinates; has description; high-value type; has external URL,43.738797,-111.865872,Teton Flood Museum,northamerica/unitedstates/idaho/rexburg/teton_flood_museum,0.35,11.87,11.734,has_external_url,https://yellowstonebearworld.com/,https://en.wikivoyage.org/wiki/Rexburg,Commercial drive-through wildlife park outside Rexburg; borderline but weaker than existing regional nature draws.
