world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
northamerica/unitedstates/oklahoma/norman,Norman,Norman (Oklahoma),11,47,do,The Crucible,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Campus Corner,northamerica/unitedstates/oklahoma/norman/campus_corner,0.381,,,missing_coordinates; has_external_url,http://www.thecruciblellc.com/index.htm,https://en.wikivoyage.org/wiki/Norman_%28Oklahoma%29,ordinary commercial entertainment venue below threshold
northamerica/unitedstates/california/orangecounty/san_juan_capistrano,San Juan Capistrano,San Juan Capistrano,3,18,do,Swallows Parade,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Mission San Juan Capistrano,northamerica/unitedstates/california/orangecounty/san_juan_capistrano/mission_san_juan_capistrano,0.286,,,missing_coordinates; has_external_url,http://swallowsparade.com,https://en.wikivoyage.org/wiki/San_Juan_Capistrano,event-only parade
europe/spain/catalonia/lleida,Lleida,Lleida,9,7,see,Cathedral of St. Mary of La Seu Vella,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Church of Sant Llorenç,europe/spain/catalonia/lleida/church_of_sant_llorenc,0.444,,,missing_coordinates; has_external_url,http://www.turoseuvella.cat/en?set_language=en,https://en.wikivoyage.org/wiki/Lleida,duplicate of existing La Seu Vella coverage
northamerica/canada/britishcolumbia/parksville,Parksville,Parksville,4,16,see,BC Transit (Regional District of Nanaimo Transit System),0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Cathedral Grove (MacMillan Provincial Park),northamerica/canada/britishcolumbia/parksville/cathedral_grove,0.32,,,missing_coordinates; has_external_url,https://bctransit.com/nanaimo/home,https://en.wikivoyage.org/wiki/Parksville,transport-only listing
europe/denmark/aarhus,Aarhus,Aarhus,12,232,do,AarhusGuides,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Aarhus Theatre,europe/denmark/aarhus/aarhus_theatre,0.538,,,missing_coordinates; has_external_url,https://aarhusguiderne.dk/forside-en/,https://en.wikivoyage.org/wiki/Aarhus,ordinary tour guide operator
europe/bosniaandherzegovina/sarajevo,Sarajevo,Sarajevo,42,173,see,BH Telecom,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Ćevabdžinica Žjelo,europe/bosniaandherzegovina/sarajevo/zeljo,0.385,,,missing_coordinates; has_external_url,https://www.bhtelecom.ba,https://en.wikivoyage.org/wiki/Sarajevo,"utility/company listing, not a POI"
europe/germany/bavaria/dachau,Dachau,Dachau,10,13,see,Paintings Gallery,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Town Hall,europe/germany/bavaria/dachau/town_hall,0.462,,,missing_coordinates; has_external_url,http://www.dachauer-galerien-museen.de/index.php/aktuelle-ausstellung-gemaeldegalerie,https://en.wikivoyage.org/wiki/Dachau,duplicate/alias of existing Dachau artists colony and Gemäldegalerie coverage
australiaandpacific/australia/victoria/melbourne,Melbourne,Melbourne,60,30,see,Capital City Trail,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Centro Citta,australiaandpacific/australia/victoria/melbourne/centro_citta,0.533,,,missing_coordinates; has_external_url,http://www.bv.com.au/bikes-&-riding/43791/,https://en.wikivoyage.org/wiki/Melbourne,broad urban route rather than a discrete Melbourne POI
europe/italy/abruzzo/chieti,Chieti,Chieti,7,22,see,"National Archaeological Museum of the Abruzzi, ""Villa Frigerj""",0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Museo Archeologico Nazionale d'Abruzzo,europe/italy/abruzzo/chieti/museo_archeologico,0.516,,,missing_coordinates; has_external_url,http://archeoabruzzo.beniculturali.it/manda1eng.html,https://en.wikivoyage.org/wiki/Chieti,duplicate/alias of existing Museo Archeologico Nazionale d'Abruzzo coverage
northamerica/unitedstates/alabama/montgomery,Montgomery,Montgomery,24,41,see,The Legacy Museum: From Enslavement to Mass Incarceration,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Montgomery Museum of Fine Arts,northamerica/unitedstates/alabama/montgomery/montgomery_museum_of_fine_arts,0.415,,,missing_coordinates; has_external_url,https://museumandmemorial.eji.org/museum,https://en.wikivoyage.org/wiki/Montgomery,duplicate of existing Legacy Museum coverage
northamerica/unitedstates/massachusetts/newburyport,Newburyport,Newburyport,12,33,do,Newburyport Riverfront Music Festival,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Newburyport Harbor Range Lights,northamerica/unitedstates/massachusetts/newburyport/harbor_range_lights,0.412,,,missing_coordinates; has_external_url,http://business.newburyportchamber.org/events/details/newburyport-s-riverfront-music-festival-38158,https://en.wikivoyage.org/wiki/Newburyport,event-only festival
northamerica/canada/britishcolumbia/vancouver,Vancouver,Vancouver,21,83,see,Mountain Man Mike's Bus Service,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Capilano Suspension Bridge,northamerica/canada/britishcolumbia/vancouver/capilano_suspension_bridge,0.386,,,missing_coordinates; has_external_url,https://mountainmanmikes.ca/,https://en.wikivoyage.org/wiki/Vancouver,transport-only listing
europe/italy/puglia/gravina_in_puglia,Gravina in Puglia,Gravina di Puglia,7,71,do,Saint Michael's Festival,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,San Michele delle Grotte,europe/italy/puglia/gravina_in_puglia/san_michele_delle_grotte,0.5,,,missing_coordinates; has_external_url,https://www.turismo.it/cultura/articolo/art/gravina-il-miracolo-di-san-michele-arcangelo-id-6965/,https://en.wikivoyage.org/wiki/Gravina_di_Puglia,event-only religious festival
northamerica/unitedstates/louisiana/shreveport,Shreveport,Shreveport,21,43,do,Duck Pond,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Superior Bar & Grill,northamerica/unitedstates/louisiana/shreveport/superior_bar_grill,0.323,,,missing_coordinates; has_external_url,https://myspar.org/333/East-Kings-Highway-Duck-Pond-Park,https://en.wikivoyage.org/wiki/Shreveport,local park below travel-worthy POI threshold
australiaandpacific/australia/queensland/brisbane,Brisbane,Brisbane,21,164,do,The Scenic Rim,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,New Farm,australiaandpacific/australia/queensland/brisbane/new_farm,0.444,,,missing_coordinates; has_external_url,http://www.visitbrisbane.com.au/Travel/Destination-Maps/Scenic-Rim-Ipswich.aspx,https://en.wikivoyage.org/wiki/Brisbane,"separate broad region/day-trip area, not a Brisbane POI"
europe/finland/helsinki,Helsinki,Helsinki,56,99,see,United Community Church,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Temppeliaukio Church,europe/finland/helsinki/temppeliaukio_chur,0.512,,,missing_coordinates; has_external_url,http://www.ucclife.fi,https://en.wikivoyage.org/wiki/Helsinki,ordinary church below Helsinki POI threshold
northamerica/britishvirginislands/tortola,Tortola,Tortola,11,16,do,BVI Scuba Co,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Brewer's Bay,northamerica/britishvirginislands/tortola/brewers_bay,0.417,,,missing_coordinates; has_external_url,http://bviscubaco.com/,https://en.wikivoyage.org/wiki/Tortola,ordinary commercial operator
europe/netherlands/gouda,Gouda,Gouda,6,83,do,Galerie Montulet,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Goudse Stroopwafels,europe/netherlands/gouda/goudse_stroopwafels,0.286,,,missing_coordinates; has_external_url,http://www.galeriemontulet.nl,https://en.wikivoyage.org/wiki/Gouda,ordinary commercial gallery below threshold
northamerica/unitedstates/california/centralvalley/visalia,Visalia,Visalia,5,16,do,Rawhide Baseball,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Fox Theatre Visalia,northamerica/unitedstates/california/centralvalley/visalia/fox_theatre,0.343,,,missing_coordinates; has_external_url,http://rawhidebaseball.com,https://en.wikivoyage.org/wiki/Visalia,minor-league sports team/event listing below threshold
northamerica/unitedstates/florida/delray_beach,Delray Beach,Delray Beach,17,40,see,Anchor Park,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,The Blue Anchor,northamerica/unitedstates/florida/delray_beach/blue_anchor,0.545,,,missing_coordinates; has_external_url,http://www.mydelraybeach.com/Delray/Departments/Parks+and+Recreation/Facilities/Beach+and+Oceanfront+Parks/Anchor+Park.htm,https://en.wikivoyage.org/wiki/Delray_Beach,local beachfront park below Delray Beach POI threshold
asia/turkey/gaziantep,Gaziantep,Gaziantep,4,15,see,15th July Democracy Museum,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Zeugma Mosaic Museum,asia/turkey/gaziantep/zeugma_mosaic_museum,0.522,,,missing_coordinates; has_external_url,https://www.kulturportali.gov.tr/turkiye/gaziantep/gezilecekyer/15-temmuz-demokrasi-muzesi,https://en.wikivoyage.org/wiki/Gaziantep,below threshold and coordinates/current visitor details could not be verified confidently
asia/china/hebei/tangshan,Tangshan,Tangshan,3,37,do,Nanhu Lantern Festival,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Nanhu Ecological Park,asia/china/hebei/tangshan/nanhu_park,0.465,,,missing_coordinates; has_external_url,https://www.tangshan.gov.cn/zhuzhan/bsxw/20240204/1589657.html,https://en.wikivoyage.org/wiki/Tangshan,event-only festival
asia/cambodia/sihanoukville,Sihanoukville,Sihanoukville,15,27,do,Travel to the islands of Koh Rong or Koh Rong Sanloem,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Koh Rong Sanloem,asia/cambodia/sihanoukville/koh_rong_sanloem,0.492,,,missing_coordinates; has_external_url,https://www.gtvcspeedboatcambodia.com/,https://en.wikivoyage.org/wiki/Sihanoukville,"transport/day-trip instruction, not a POI"
europe/germany/saxony/leipzig,Leipzig,Leipzig,16,133,do,Motets in St. Thomas Church,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Thomaskirche,europe/germany/saxony/leipzig/thomaskirche,0.474,,,missing_coordinates; has_external_url,http://www.thomaskirche.org/,https://en.wikivoyage.org/wiki/Leipzig,event listing overlapping existing Thomaskirche coverage
europe/sweden/uppsala,Uppsala,Uppsala,18,180,see,Skattkammaren,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Katalin,europe/sweden/uppsala/katalin,0.5,,,missing_coordinates; has_external_url,https://www.svenskakyrkan.se/uppsala/skattkammaren,https://en.wikivoyage.org/wiki/Uppsala,sub-attraction inside existing Uppsala Cathedral coverage
europe/germany/lowersaxony/hannover,Hannover,Hanover,50,74,do,Spring Festival,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Sprengel Museum,europe/germany/lowersaxony/hannover/sprengel_museum,0.467,,,missing_coordinates; has_external_url,http://www.oktoberfest-hannover.de/,https://en.wikivoyage.org/wiki/Hanover,event-only festival
northamerica/unitedstates/vermont/brattleboro,Brattleboro,Brattleboro,7,18,see,Gallery Walk,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Harris Hill Ski Jump,northamerica/unitedstates/vermont/brattleboro/harris_hill_ski_jump,0.312,,,missing_coordinates; has_external_url,https://www.brattleboro.com/downtown/gallery-walk/,https://en.wikivoyage.org/wiki/Brattleboro,event-only recurring walk
northamerica/unitedstates/california/orangecounty/newportbeach,Newport Beach,Newport Beach,14,40,do,Newport Beach Summer Jazz Series,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Upper Newport Bay Ecological Reserve,northamerica/unitedstates/california/orangecounty/newportbeach/upper_newport_bay,0.529,,,missing_coordinates; has_external_url,http://www.festivals.hyattconcerts.com/,https://en.wikivoyage.org/wiki/Newport_Beach,event-only concert series
northamerica/thecaribbean/puertorico/vieques,Vieques,Vieques,14,19,see,Vieques Conservation and Historical Trust,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Vieques National Wildlife Refuge,northamerica/thecaribbean/puertorico/vieques/vieques_wildlife_refuge,0.521,,,missing_coordinates; has_external_url,http://www.vcht.org,https://en.wikivoyage.org/wiki/Vieques,coordinates could not be verified confidently
northamerica/unitedstates/california/northcoast/petaluma,Petaluma,Petaluma,8,38,do,David Yearsley River Heritage Center,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Petaluma Riverfront,northamerica/unitedstates/california/northcoast/petaluma/petaluma_riverfront,0.436,,,missing_coordinates; has_external_url,https://cityofpetaluma.org/steamer-landing-park/,https://en.wikivoyage.org/wiki/Petaluma,local park/center below Petaluma POI threshold
northamerica/unitedstates/colorado/coloradosprings,Colorado Springs,Colorado Springs,4,54,do,Academy Riding Stables,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,US Air Force Academy,northamerica/unitedstates/colorado/coloradosprings/air_force_academy,0.333,,,missing_coordinates; has_external_url,https://www.academyridingstables.com/,https://en.wikivoyage.org/wiki/Colorado_Springs,ordinary commercial operator
europe/germany/hessen/darmstadt,Darmstadt,Darmstadt,10,54,do,Just for Fun,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Darmstadt Railway Museum,europe/germany/hessen/darmstadt/darmstadt_railway_museum,0.333,,,missing_coordinates; has_external_url,http://justforfun.rainerbauer.info/,https://en.wikivoyage.org/wiki/Darmstadt,"event/festival listing, not a durable POI"
