world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
asia/philippines/negrosisland/bacolod,Bacolod,Bacolod,27,97,see,Locomotive (Bacolod Murcia Milling Co.),0.77,candidate,has coordinates; high-value type,10.6626,122.9661,Carmelite Monastery,asia/philippines/negrosisland/bacolod/carmelite_monaster,0.345,1.889,2.214,needs_external_source,,https://en.wikivoyage.org/wiki/Bacolod,weak/local-only static display; not enough travel significance for Bacolod
africa/tunisia/hammamet,Hammamet,Hammamet,5,8,see,Centre culturel international,0.77,candidate,has coordinates; high-value type,36.405171,10.588744,Hammamet Medina,africa/tunisia/hammamet/hammamet_medina,0.318,2.585,2.849,needs_external_source,,https://en.wikivoyage.org/wiki/Hammamet,duplicate/alias of existing Dar Sebastian POI
asia/china/shanxiprovince/linfen,Linfen,Linfen,6,36,see,Xiandonggou Scenic Area,0.77,candidate,has coordinates; high-value type,36.146788,111.354235,Feihong Pagoda,asia/china/shanxiprovince/linfen/feihong_pagoda,0.378,37.596,16.179,needs_external_source,,https://en.wikivoyage.org/wiki/Linfen,"far from parent and better treated as separate scenic area, not Linfen city POI without stronger sourcing"
northamerica/unitedstates/california/centralcoast/monterey,Monterey,Monterey (California),13,57,do,Laguna Seca Golf Ranch,0.77,candidate,has coordinates; high-value type,36.57457,-121.78854,The Sea-Wolf,northamerica/unitedstates/california/centralcoast/monterey/bigsur/the_sea_wolf,0.467,,9.898,needs_external_source,,https://en.wikivoyage.org/wiki/Monterey_%28California%29,ordinary commercial golf operator
europe/italy/lombardia/mantua,Mantua,Mantua,10,44,see,Pradella Parking,0.77,candidate,has coordinates; high-value type,45.156274,10.78142,Torre della Gabbia,europe/italy/lombardia/mantua/torre_della_gabbia,0.471,1.307,8.79,needs_external_source,,https://en.wikivoyage.org/wiki/Mantua,"transport/parking facility, not a travel POI"
europe/spain/spanishcostas/denia,Dénia,Dénia,3,33,do,Platja de la Escollera Norte,0.77,candidate,has coordinates; high-value type,38.8479,0.1116,Dénia Castle,europe/spain/spanishcostas/denia/denia_castle,0.372,0.628,0.918,needs_external_source,,https://en.wikivoyage.org/wiki/D%C3%A9nia,minor local beach beside harbour; below POI threshold for Denia
northamerica/thecaribbean/grenada/carriacou,Carriacou,Carriacou,3,12,see,Dumfries,0.77,candidate,has coordinates; high-value type,12.4636,-61.4578,Carriacou Regatta,northamerica/thecaribbean/grenada/carriacou/windward/regatta,0.24,3.209,1.524,needs_external_source,,https://en.wikivoyage.org/wiki/Carriacou,"ordinary village/local area, not a specific travel-worthy POI"
asia/vietnam/vinh,Vinh,Vinh,4,9,see,the front gate,0.77,candidate,has coordinates; high-value type,18.6675569,105.669287,Soviet Nghe Tinh Museum,asia/vietnam/vinh/nghe_tinh_soviet_museum,0.303,1.773,7.918,needs_external_source,,https://en.wikivoyage.org/wiki/Vinh,vague/unlocatable listing name
europe/germany/northrhinewestphalia/cologne,Cologne,Cologne,17,152,see,maxCologne,0.77,candidate,has coordinates; high-value type,50.93747,6.9705,Cologne Cathedral (Kölner Dom),europe/germany/northrhinewestphalia/cologne/cologne_cathedral,0.519,0.955,0.744,needs_external_source,,https://en.wikivoyage.org/wiki/Cologne,ordinary office/venue building; weak travel signal
australiaandpacific/australia/queensland/brisbane,Brisbane,Brisbane,21,164,do,St Lucia Links,0.77,candidate,has coordinates; high-value type,-27.50298,152.99239,West End Markets,australiaandpacific/australia/queensland/brisbane/west_end_markets,0.4,2.274,4.964,needs_external_source,,https://en.wikivoyage.org/wiki/Brisbane,ordinary commercial golf course
