world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
northamerica/canada/ontario/mississauga,Mississauga,Mississauga,19,58,do,Paramount Fine Foods Centre,0.89,candidate,has coordinates; has description; high-value type; has external URL,43.632228,-79.653465,Square One Shopping Centre,northamerica/canada/ontario/mississauga/square_one_shopping_centre,0.528,4.435,4.942,has_external_url,http://www.paramountfinefoodscentre.com/,https://en.wikivoyage.org/wiki/Mississauga,Arena/event venue of limited travel interest for Mississauga visitors; does not clear score 6.0 as a standalone things-to-do POI.
africa/southafrica/pretoria,Pretoria,Pretoria,12,120,do,Africa Aerospace and Defence Expo,0.89,candidate,has coordinates; has description; high-value type; has external URL,-25.8214,28.2213,National Zoological Gardens,africa/southafrica/pretoria/national_zoological_gardens,0.333,9.439,9.034,has_external_url,http://www.aadexpo.co.za/,https://en.wikivoyage.org/wiki/Pretoria,Periodic trade and defence expo rather than a durable public POI; access and travel value are too event-specific.
asia/thailand/hatyai,Hat Yai,Hat Yai,9,109,see,Hat Yai Lantern Festival,0.89,candidate,has coordinates; has description; high-value type; has external URL,7.042969,100.504045,Hat Yai Municipal Park,asia/thailand/hatyai/hat_yai_municipal_park,0.522,8.641,5.528,has_external_url,http://www.hatyaipark.com/hatyailantern/,https://en.wikivoyage.org/wiki/Hat_Yai,Seasonal festival already tied to Hat Yai Municipal Park; too duplicative and date-dependent for a separate POI.
northamerica/unitedstates/northcarolina/raleigh,Raleigh,Raleigh,14,77,see,Panera Bread,0.89,candidate,has coordinates; has description; high-value type; has external URL,35.84002,-78.64329,Neuse River Greenway,northamerica/unitedstates/northcarolina/raleigh/neuse_river_greenway,0.375,7.656,6.64,has_external_url,https://www.panerabread.com/en-us/cafe/locations/nc/raleigh/4421-six-forks-rd,https://en.wikivoyage.org/wiki/Raleigh,Ordinary chain restaurant misclassified as a sight; not a travel-worthy POI.
northamerica/unitedstates/louisiana/newiberia,New Iberia,New Iberia,6,7,see,Alice Plantation,0.89,candidate,has coordinates; has description; high-value type; has external URL,29.9371,-91.6877,Conrad Rice Mill,northamerica/unitedstates/louisiana/newiberia/conrad_rice_mill,0.375,13.676,14.625,has_external_url,https://www.facebook.com/pg/Antebellum.Mansions/photos/,https://en.wikivoyage.org/wiki/New_Iberia,Weak/unverified visitor access and far from the parent destination; below score threshold for New Iberia.
europe/netherlands/utrecht,Utrecht,Utrecht,14,77,do,Kinepolis Jaarbeurs Utrecht,0.89,candidate,has coordinates; has description; high-value type; has external URL,52.08647,5.10487,Letters of Utrecht,europe/netherlands/utrecht/letters_of_utrecht,0.533,0.817,1.234,has_external_url,https://kinepolis.nl/bioscopen/kinepolis-jaarbeurs-utrecht/info,https://en.wikivoyage.org/wiki/Utrecht,Generic multiplex cinema; useful locally but not a distinctive traveller POI.
northamerica/unitedstates/ohio/sandusky,Sandusky,Sandusky,15,38,see,Plum Brook Station,0.89,candidate,has coordinates; has description; high-value type; has external URL,41.373,-82.677,Maritime Museum of Sandusky,northamerica/unitedstates/ohio/sandusky/maritime_museum_of_sandusky,0.356,9.832,8.824,has_external_url,https://www.nasa.gov/centers/glenn/about/testfacilities/index.html,https://en.wikivoyage.org/wiki/Sandusky,Specialized NASA test facility with limited general visitor access; not suitable as a regular POI.
asia/jordan/deadsea,Dead Sea,Dead Sea (Israel and the West Bank),6,15,see,Einot Tzukim,0.89,candidate,has coordinates; has description; high-value type; has external URL,31.714444,35.453333,Ma'in Hot Springs,asia/jordan/deadsea/main_hot_springs,0.414,18.898,14.115,has_external_url,https://en.wikipedia.org/wiki/Ein_Feshkha,https://en.wikivoyage.org/wiki/Dead_Sea_%28Israel_and_the_West_Bank%29,"Wrong parent geography for the Jordan Dead Sea page and already better treated as a separate reserve/area, not a Jordan POI."
northamerica/unitedstates/arizona/kingman,Kingman,Kingman,13,39,do,Andy Devine Days Rodeo,0.89,candidate,has coordinates; has description; high-value type; has external URL,35.212895,-114.027404,Hackberry General Store,northamerica/unitedstates/arizona/kingman/hackberry_general_store,0.4,33.052,3.498,has_external_url,https://kingsmenrodeo.org/,https://en.wikivoyage.org/wiki/Kingman,Local annual rodeo/event; not strong enough as a standalone traveller POI for Kingman.
europe/sweden/gvle,Gävle,Gävle,5,44,do,Bomhusbacken,0.89,candidate,has coordinates; has description; high-value type; has external URL,60.662,17.2,Prison Museum of Sweden,europe/sweden/gvle/prison_museum,0.343,3.287,3.244,has_external_url,https://www.facebook.com/bomhusbacken/,https://en.wikivoyage.org/wiki/G%C3%A4vle,Small local ski hill with limited destination draw; below score threshold.
