world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/georgia/gori,Gori,Gori,3,26,do,The Great Patriotic War Museum,0.59,candidate,has description; high-value type; strong travel term,,,Stalin Museum,europe/georgia/gori/stalinmuseum,0.513,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Gori,candidate score 0.59 is below the 6.0 POI threshold
africa/southafrica/durban,Durban,Durban,55,54,do,Glenholme trail for disabled & blind persons,0.59,candidate,has description; high-value type; strong travel term,,,Valley of a Thousand Hills,africa/southafrica/durban/valley_of_a_thousand_hills,0.371,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Durban,candidate score 0.59 is below the 6.0 POI threshold
northamerica/unitedstates/georgia/augusta,Augusta,Augusta (Georgia),9,53,see,Historic Downtown,0.59,candidate,has description; high-value type; strong travel term,,,Frog Hollow Tavern,northamerica/unitedstates/georgia/augusta/frog_hollow_tavern,0.343,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Augusta_%28Georgia%29,candidate score 0.59 is below the 6.0 POI threshold
europe/lithuania/siauliai,Siauliai,Šiauliai,10,25,see,Franciscan Hermitage,0.59,candidate,has description; high-value type; strong travel term,,,Jurgis ir Drakonas,europe/lithuania/siauliai/jurgis_jurginis,0.316,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/%C5%A0iauliai,candidate score 0.59 is below the 6.0 POI threshold
northamerica/unitedstates/tennessee/clarksville,Clarksville,Clarksville (Tennessee),8,24,do,Cole Park,0.59,candidate,has description; high-value type; strong travel term,,,Fort Defiance Civil War Park,northamerica/unitedstates/tennessee/clarksville/fort_defiance,0.378,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Clarksville_%28Tennessee%29,candidate score 0.59 is below the 6.0 POI threshold
northamerica/mexico/mexicocity,Mexico City,Mexico City,52,141,see,National Palace (Zocalo),0.59,candidate,has description; high-value type; strong travel term,,,UNAM Botanical Garden,northamerica/mexico/mexicocity/unam_botanical_garden,0.5,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Mexico_City,candidate score 0.59 is below the 6.0 POI threshold
europe/portugal/coimbra,Coimbra,Coimbra,9,40,see,Old Cathedral of Coimbra,0.59,candidate,has description; high-value type; strong travel term,,,Coimbra Fado,europe/portugal/coimbra/coimbra_fado,0.389,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Coimbra,candidate score 0.59 is below the 6.0 POI threshold
asia/china/guizhou/anshun,Anshun,Anshun,4,23,see,Confucian Temple,0.59,candidate,has description; high-value type; strong travel term,,,Longgong Dragon Palace Caves,asia/china/guizhou/anshun/longgong_caves,0.364,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Anshun,candidate score 0.59 is below the 6.0 POI threshold
europe/spain/catalonia/cadaqus,Cadaqués,Cadaqués,5,36,do,Platja de l'Illa,0.59,candidate,has description; high-value type; strong travel term,,,"Casa Museu Dalí, Portlligat",europe/spain/catalonia/cadaqus/casa_museu_dali_portlligat,0.421,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Cadaqu%C3%A9s,candidate score 0.59 is below the 6.0 POI threshold
asia/india/bihar/patna,Patna,Patna,15,25,see,Deep Narayan Singh Museum,0.59,candidate,has description; high-value type; strong travel term,,,Patna Museum,asia/india/bihar/patna/patna_museum,0.541,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Patna,candidate score 0.59 is below the 6.0 POI threshold
