world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
northamerica/unitedstates/georgia/valdosta,Valdosta,Valdosta,8,27,see,'Dosta Playhouse,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Campus Bar near Valdosta State,northamerica/unitedstates/georgia/valdosta/campus_bar,0.356,,,missing_coordinates; has_external_url,http://www.theatreguildvaldosta.com/,https://en.wikivoyage.org/wiki/Valdosta,below threshold: local theatre with weak travel draw
asia/china/shaanxi/baoji,Baoji,Baoji,7,8,do,Mount Taibai National Forest Park,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Mount Taibai,asia/china/shaanxi/baoji/mount_taibai,0.533,,,missing_coordinates; has_external_url,http://www.tbpark.com/html/e/,https://en.wikivoyage.org/wiki/Baoji,duplicate of existing Mount Taibai POI
europe/poland/poznan,Poznan,Poznań,12,96,do,Namesday of St. Martin street,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,National Museum,europe/poland/poznan/national_museum,0.372,,,missing_coordinates; has_external_url,https://www.poznan.pl/swmarcin/,https://en.wikivoyage.org/wiki/Pozna%C5%84,event-only listing
northamerica/unitedstates/florida/northeastflorida/staugustine,St. Augustine,St. Augustine,11,75,do,Celtic Music & Heritage Festival,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Columbia Restaurant,northamerica/unitedstates/florida/northeastflorida/staugustine/columbia_restaurant,0.415,,,missing_coordinates; has_external_url,http://www.celticstaugustine.com/,https://en.wikivoyage.org/wiki/St._Augustine,event-only listing
northamerica/canada/britishcolumbia/vancouver/coquitlam,Coquitlam,Coquitlam,9,30,see,TransLink,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Burke Mountain,northamerica/canada/britishcolumbia/vancouver/coquitlam/burke_mountain,0.348,,,missing_coordinates; has_external_url,https://www.translink.ca/,https://en.wikivoyage.org/wiki/Coquitlam,"transport-only listing, not a POI"
northamerica/canada/britishcolumbia/nelson,Nelson,Nelson (British Columbia),13,43,see,BC Transit (West Kootenay Transit System),0.63,candidate,has description; high-value type; has external URL; strong travel term,,,The Library,northamerica/canada/britishcolumbia/nelson/the_library,0.353,,,missing_coordinates; has_external_url,https://bctransit.com/west-kootenay/home,https://en.wikivoyage.org/wiki/Nelson_%28British_Columbia%29,"transport-only listing, not a POI"
northamerica/unitedstates/arkansas/fortsmith,Fort Smith,Fort Smith,6,28,do,Spring Levitt Amp Music Series,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,United States Marshals Museum,northamerica/unitedstates/arkansas/fortsmith/us_marshals_museum,0.373,,,missing_coordinates; has_external_url,https://www.646downtown.com/levitt-amp-music-series,https://en.wikivoyage.org/wiki/Fort_Smith,event-only listing
australiaandpacific/australia/queensland/sunshinecoast,Sunshine Coast,Sunshine Coast,7,112,see,Kenilworth Visitor Information Centre,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Noosa National Park,australiaandpacific/australia/queensland/sunshinecoast/noosa_national_park,0.429,,,missing_coordinates; has_external_url,http://www.kenilworthinfocentre.org.au/,https://en.wikivoyage.org/wiki/Sunshine_Coast,visitor information centre/non-POI
northamerica/unitedstates/utah/moab,Moab,Moab,9,17,do,Skydive Moab,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Delicate Arch,northamerica/unitedstates/utah/moab/delicate_arch,0.4,,,missing_coordinates; has_external_url,https://www.skydivemoab.com/,https://en.wikivoyage.org/wiki/Moab,ordinary commercial operator; Moab adventure activities already covered at stronger level
europe/finland/tampere,Tampere,Tampere,61,207,do,Circus Ruska Festival,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Tampere Film Festival,europe/finland/tampere/tampere_film_festiv,0.476,,,missing_coordinates; has_external_url,http://circusruska.com/festival/en/,https://en.wikivoyage.org/wiki/Tampere,event-only listing
