world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
northamerica/unitedstates/texas/arlington,Arlington,Arlington (Texas),7,29,do,Texas Live!,0.59,candidate,has description; high-value type; has external URL,,,Globe Life Field,northamerica/unitedstates/texas/arlington/globe_life_field,0.385,,,missing_coordinates; has_external_url,https://texas-live.com/,https://en.wikivoyage.org/wiki/Arlington_%28Texas%29,candidate score 0.59 is below the 6.0 POI threshold; weak/local-only candidate for this destination
europe/austria/vienna,Vienna,Vienna,67,134,see,"eurobus, a. s.",0.59,candidate,has description; high-value type; has external URL,,,Innere Stadt,europe/austria/vienna/innere_stadt,0.381,,,missing_coordinates; has_external_url,https://online.eurobus.sk/,https://en.wikivoyage.org/wiki/Vienna,candidate score 0.59 is below the 6.0 POI threshold; transport operator rather than an attraction POI
northamerica/unitedstates/oregon/eugene,Eugene,Eugene,20,105,do,Sasquatch Brewfest,0.59,candidate,has description; high-value type; has external URL,,,Kesey Square (The Storyteller),northamerica/unitedstates/oregon/eugene/kesey_square,0.467,,,missing_coordinates; has_external_url,https://www.facebook.com/SasquatchBrewfest/,https://en.wikivoyage.org/wiki/Eugene,candidate score 0.59 is below the 6.0 POI threshold; event-only listing rather than a durable POI
asia/thailand/chiangmai,Chiang mai,Chiang Mai,37,236,see,Thai Lion Air,0.59,candidate,has description; high-value type; has external URL,,,Wat Phan Tao,asia/thailand/chiangmai/wat_phan_tao,0.48,,,missing_coordinates; has_external_url,http://www.lionairthai.com,https://en.wikivoyage.org/wiki/Chiang_Mai,candidate score 0.59 is below the 6.0 POI threshold; transport operator rather than an attraction POI
northamerica/unitedstates/iowa/desmoines,Des Moines,Des Moines,20,131,see,Amtrak,0.59,candidate,has description; high-value type; has external URL,,,Eatery A,northamerica/unitedstates/iowa/desmoines/eatery_a,0.5,,,missing_coordinates; has_external_url,http://www.amtrak.com/,https://en.wikivoyage.org/wiki/Des_Moines,candidate score 0.59 is below the 6.0 POI threshold; transport operator rather than an attraction POI
europe/poland/katowice,Katowice,Katowice,12,77,do,Rawa Blues Festival,0.59,candidate,has description; high-value type; has external URL,,,Silesian Park,europe/poland/katowice/silesian_park,0.312,,,missing_coordinates; has_external_url,https://www.rawablues.com,https://en.wikivoyage.org/wiki/Katowice,candidate score 0.59 is below the 6.0 POI threshold; event-only listing rather than a durable POI
europe/italy/emiliaromagna/modena,Modena,Modena,12,47,do,International Festival of Military Bands,0.59,candidate,has description; high-value type; has external URL,,,Teatro Comunale Pavarotti-Freni,europe/italy/emiliaromagna/modena/teatro_pavarotti,0.394,,,missing_coordinates; has_external_url,http://www.modenafestivalbande.it,https://en.wikivoyage.org/wiki/Modena,candidate score 0.59 is below the 6.0 POI threshold; event-only listing rather than a durable POI
africa/kenya/theriftvalley/kericho,Kericho,Kericho,5,18,see,Guru Nanak Nishkam Sewak Jatha,0.59,candidate,has description; high-value type; has external URL,,,Kericho Green Stadium,africa/kenya/theriftvalley/kericho/kericho_green_stadium,0.275,,,missing_coordinates; has_external_url,http://www.gnnsjkenya.org/,https://en.wikivoyage.org/wiki/Kericho,candidate score 0.59 is below the 6.0 POI threshold; ordinary commercial or service listing
northamerica/unitedstates/vermont/manchester,Manchester,Manchester (Vermont),14,61,see,Dorset Playhouse,0.59,candidate,has description; high-value type; has external URL,,,Orvis Fly Fishing School,northamerica/unitedstates/vermont/manchester/orvis_fly_fishing,0.4,,,missing_coordinates; has_external_url,http://www.dorsettheatrefestival.org/,https://en.wikivoyage.org/wiki/Manchester_%28Vermont%29,candidate score 0.59 is below the 6.0 POI threshold; weak/local-only candidate for this destination
northamerica/unitedstates/nebraska/omaha,Omaha,Omaha,10,120,see,Metropolitan Community College,0.59,candidate,has description; high-value type; has external URL,,,Upstream Brewing Company,northamerica/unitedstates/nebraska/omaha/upstream_brewing,0.37,,,missing_coordinates; has_external_url,https://www.mccneb.edu/,https://en.wikivoyage.org/wiki/Omaha,candidate score 0.59 is below the 6.0 POI threshold; ordinary commercial or service listing
