world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
asia/pakistan/azad_kashmir/muzaffar_abad,Muzaffarabad,Muzaffarabad,4,11,see,"AJK Assembly, AJK Supreme Court, Mosque Assembly Secretariat, Kh. Khurshid Tomb",0.74,candidate,has coordinates; has description; high-value type; strong travel term,34.34457,73.46461,Earthquake Memorial Bridge,asia/pakistan/azad_kashmir/muzaffar_abad/earthquake_memorial_bridge,0.622,0.378,2.969,needs_external_source,,https://en.wikivoyage.org/wiki/Muzaffarabad,"Grouped civic/government listing, not a single visitor-focused POI and too vague to locate as one attraction."
asia/china/jilin/changchun,Changchun,Changchun,50,41,do,Shengli Park,0.74,candidate,has coordinates; has description; high-value type; strong travel term,43.89709,125.31427,Former Kwantung Army Headquarters,asia/china/jilin/changchun/former_kwantung_army_hq,0.63,0.37,9.161,needs_external_source,,https://en.wikivoyage.org/wiki/Changchun,Ordinary city park in a destination that already has stronger Changchun sights above the threshold.
europe/hungary/godollo,Gödöllő,Gödöllő,3,60,see,Reformed Church,0.74,candidate,has coordinates; has description; high-value type; strong travel term,47.59945,19.3481,Royal Palace of Gödöllő,europe/hungary/godollo/royal_palace,0.568,0.432,0.117,needs_external_source,,https://en.wikivoyage.org/wiki/G%C3%B6d%C3%B6ll%C5%91,Local church with weak independent travel signal compared with existing Godollo POIs.
europe/albania/gjirokaster,Gjirokaster,Gjirokastër,9,28,see,Saint Sotira Church,0.74,candidate,has coordinates; has description; high-value type; strong travel term,40.075808,20.143296,Gjirokastër Castle,europe/albania/gjirokaster/gjirokaster_castle,0.668,0.332,0.366,needs_external_source,,https://en.wikivoyage.org/wiki/Gjirokast%C3%ABr,Small local church below the travel-worthiness threshold for Gjirokaster.
asia/india/maharashtra/konkan/dapoli,Dapoli,Dapoli,4,22,see,Murud,0.74,candidate,has coordinates; has description; high-value type; strong travel term,17.77,73.12,Murud Beach,asia/india/maharashtra/konkan/dapoli/murud_beach,0.625,8.948,7.396,needs_external_source,,https://en.wikivoyage.org/wiki/Dapoli,Duplicate or near-duplicate of existing World66 POI Murud Beach.
europe/macedonia/strumica,Strumica,Strumica,6,34,see,Church of Saints Cyril and Methodius,0.74,candidate,has coordinates; has description; high-value type; strong travel term,41.434356,22.635801,Monastery of the Holy Fifteen Martyrs of Tiberiopolis,europe/macedonia/strumica/holy_fifteen_martyrs_monastery,0.667,0.333,0.533,needs_external_source,,https://en.wikivoyage.org/wiki/Strumica,Local church below the travel-worthiness threshold for Strumica.
europe/hungary/debrecen,Debrecen,Debrecen,17,130,see,Greek Catholic Church,0.74,candidate,has coordinates; has description; high-value type; strong travel term,47.52735,21.63687,Roncsbár,europe/hungary/debrecen/roncsbar,0.594,0.406,0.932,needs_external_source,,https://en.wikivoyage.org/wiki/Debrecen,Local church below the travel-worthiness threshold for Debrecen.
europe/lithuania/vilnius,Vilnius,Vilnius,53,134,see,Three Crosses Hill,0.74,candidate,has coordinates; has description; high-value type; strong travel term,54.6867,25.2975,Cathedral of the Theotokos,europe/lithuania/vilnius/orthodox_cathedral,0.693,0.307,1.145,needs_external_source,,https://en.wikivoyage.org/wiki/Vilnius,Duplicate of existing World66 POI Hill of Three Crosses.
asia/india/madhyapradesh/indore,Indore,Indore,7,60,see,Venkatesh Temple,0.74,candidate,has coordinates; has description; high-value type; strong travel term,22.71147,75.85094,Khajrana Ganesh Temple,asia/india/madhyapradesh/indore/khajrana_ganesh_te,0.632,5.673,2.028,needs_external_source,,https://en.wikivoyage.org/wiki/Indore,"Local temple below threshold in Indore, which already has stronger temple POIs."
europe/albania/saranda,Saranda,Sarandë,11,25,see,Ksamil beach,0.74,candidate,has coordinates; has description; high-value type; strong travel term,39.76667,20.0,Ksamil,europe/albania/saranda/ksamil,0.667,0.77,12.083,needs_external_source,,https://en.wikivoyage.org/wiki/Sarand%C3%AB,Duplicate or near-duplicate of existing World66 POI Ksamil.
asia/china/guangdong/shantou,Shantou,Shantou,15,23,see,Shantou xidi park,0.74,candidate,has coordinates; has description; high-value type; strong travel term,23.366,116.697,Zhongshan Park,asia/china/guangdong/shantou/zhongshan_park,0.581,1.432,2.008,needs_external_source,,https://en.wikivoyage.org/wiki/Shantou,Local waterfront park below threshold for Shantou.
europe/spain/andalucia/jerezdelafrontera,Jerez de la Frontera,Jerez de la Frontera,6,74,see,Perez-Luna Palace,0.74,candidate,has coordinates; has description; high-value type; strong travel term,36.68591,-6.13799,Centro Andaluz del Flamenco,europe/spain/andalucia/jerezdelafrontera/centro_andaluz_flamenco,0.628,0.372,0.468,needs_external_source,,https://en.wikivoyage.org/wiki/Jerez_de_la_Frontera,Private palace facade with weak travel signal compared with existing Jerez architecture POIs.
europe/ukraine/lviv,Lviv,Lviv,12,176,see,Church of the Holy Spirit,0.74,candidate,has coordinates; has description; high-value type; strong travel term,49.836,24.0221,Lvivska Brewery,europe/ukraine/lviv/lvivska_brewery,0.555,0.445,0.954,needs_external_source,,https://en.wikivoyage.org/wiki/Lviv,"Local church below threshold in Lviv, which already has stronger church and architecture POIs."
europe/portugal/chaves,Chaves,Chaves,5,5,see,Castle of Monforte,0.74,candidate,has coordinates; has description; high-value type; strong travel term,41.762258,-7.356106,Castle of Chaves,europe/portugal/chaves/castle_of_chaves,0.647,9.923,9.892,needs_external_source,,https://en.wikivoyage.org/wiki/Chaves,Far from Chaves and better treated as a separate Monforte-area sight than a city POI.
asia/china/guangxi/guilin,Guilin,Guilin,9,57,see,Central Square,0.74,candidate,has coordinates; has description; high-value type; strong travel term,25.2778,110.2916,Sun and Moon Pagodas,asia/china/guangxi/guilin/sun_moon_pagodas,0.565,0.435,0.058,needs_external_source,,https://en.wikivoyage.org/wiki/Guilin,Generic central square below threshold for Guilin.
asia/nepal/patan,Patan,Patan,9,48,see,Minanath Temple,0.74,candidate,has coordinates; has description; high-value type; strong travel term,27.66989,85.32448,Patan Museum,asia/nepal/patan/patan_museum,0.626,0.374,1.076,needs_external_source,,https://en.wikivoyage.org/wiki/Patan,"Local temple below threshold in Patan, which already has stronger heritage POIs."
asia/philippines/siquijor,Siquijor,Siquijor,10,24,see,San Juan Beach,0.74,candidate,has coordinates; has description; high-value type; strong travel term,9.147425,123.504069,Salagdoong Beach,asia/philippines/siquijor/salagdoong_beach,0.667,15.525,9.088,needs_external_source,,https://en.wikivoyage.org/wiki/Siquijor,Beach lead is too generic and weaker than existing Siquijor beach POIs.
asia/china/guangdong/shantou,Shantou,Shantou,15,23,see,Shantou small park,0.74,candidate,has coordinates; has description; high-value type; strong travel term,23.353,116.68,Small Park,asia/china/guangdong/shantou/small_park,0.714,1.429,0.256,needs_external_source,,https://en.wikivoyage.org/wiki/Shantou,Duplicate of existing World66 POI Small Park.
asia/china/hainanisland/haikou,Haikou,Haikou,11,64,see,Haikou City Museum,0.74,candidate,has coordinates; has description; high-value type; strong travel term,20.0091649649,110.3565093808,Haikou Clock Tower,asia/china/hainanisland/haikou/haikou_clock_tower,0.556,4.227,17.303,needs_external_source,,https://en.wikivoyage.org/wiki/Haikou,Museum lead has weak travel signal and is below existing Haikou museum POIs.
europe/russia/irkutsk,Irkutsk,Irkutsk,10,66,see,Irkutsk mosque,0.74,candidate,has coordinates; has description; high-value type; strong travel term,52.281389,104.305833,The Irkutsk Babr,europe/russia/irkutsk/irkutsk_babr,0.615,1.623,1.967,needs_external_source,,https://en.wikivoyage.org/wiki/Irkutsk,Local mosque below threshold for Irkutsk.
asia/oman/salalah,Salalah,Salalah,9,48,see,Gun Souq,0.74,candidate,has coordinates; has description; high-value type; strong travel term,17.003,54.101833,Haffa Souq,asia/oman/salalah/haffa_souq,0.556,1.89,1.614,needs_external_source,,https://en.wikivoyage.org/wiki/Salalah,Ordinary souq listing below threshold and weaker than existing Haffa Souq.
asia/philippines/siquijor,Siquijor,Siquijor,10,24,see,Kagusuan Beach,0.74,candidate,has coordinates; has description; high-value type; strong travel term,9.126361,123.68612,Salagdoong Beach,asia/philippines/siquijor/salagdoong_beach,0.6,5.792,13.088,needs_external_source,,https://en.wikivoyage.org/wiki/Siquijor,Beach lead is weaker than existing Siquijor beach coverage and below threshold.
northamerica/mexico/len,León,León (Mexico),5,35,see,San Juan de Dios Church and Garden,0.74,candidate,has coordinates; has description; high-value type; strong travel term,21.11706,-101.67949,Leather Market and Shoe Shopping,northamerica/mexico/len/leather_market,0.577,0.423,0.654,needs_external_source,,https://en.wikivoyage.org/wiki/Le%C3%B3n_%28Mexico%29,Local church and garden below threshold for Leon.
asia/myanmar/bagan,Bagan,Bagan,15,57,see,Somingyi Kyaung,0.74,candidate,has coordinates; has description; high-value type; strong travel term,21.146282,94.85743,Mingalazedi Pagoda,asia/myanmar/bagan/mingalazedi_pagoda,0.652,0.348,2.829,needs_external_source,,https://en.wikivoyage.org/wiki/Bagan,Minor Bagan monastery below threshold compared with existing temple and pagoda POIs.
asia/china/heilongjiang/yichun,Yichun,Yichun (Heilongjiang),4,5,see,Water Park,0.74,candidate,has coordinates; has description; high-value type; strong travel term,47.728345,128.892925,Wood Carving Park,asia/china/heilongjiang/yichun/wood_carving_park,0.593,0.603,0.603,needs_external_source,,https://en.wikivoyage.org/wiki/Yichun_%28Heilongjiang%29,Generic water park below threshold and not a distinctive travel POI.
africa/capeverde/saotiago/praia,Praia,Praia,9,65,see,Praia de Gamboa,0.74,candidate,has coordinates; has description; high-value type; strong travel term,14.9117,-23.5114,Prainha Beach,africa/capeverde/saotiago/praia/prainha_beach,0.64,1.169,0.548,needs_external_source,,https://en.wikivoyage.org/wiki/Praia,"Urban beach with weak swimming/sightseeing value, below threshold for Praia."
northamerica/unitedstates/wisconsin/lacrosse,La Crosse,La Crosse,9,16,see,Myrick Park,0.74,candidate,has coordinates; has description; high-value type; strong travel term,43.82104,-91.22546,Riverside Park,northamerica/unitedstates/wisconsin/lacrosse/riverside_park,0.56,2.507,2.3,needs_external_source,,https://en.wikivoyage.org/wiki/La_Crosse,Local park below threshold for La Crosse.
asia/oman/sohar,Sohar,Sohar,3,14,see,Sohar Fort and Museum,0.74,candidate,has coordinates; has description; high-value type; strong travel term,24.362278,56.749269,Sohar Fort,asia/oman/sohar/sohar_fort,0.645,1.71,2.994,needs_external_source,,https://en.wikivoyage.org/wiki/Sohar,Duplicate or near-duplicate of existing World66 POI Sohar Fort.
southamerica/venezuela/puertolacruz,Puerto la Cruz,Puerto La Cruz,7,5,do,Playa Puinare,0.74,candidate,has coordinates; has description; high-value type; strong travel term,10.28754,-64.66804,Playa Arapito,southamerica/venezuela/puertolacruz/playa_arapito,0.615,20.529,10.261,needs_external_source,,https://en.wikivoyage.org/wiki/Puerto_La_Cruz,Far island beach lead with weak sourcing and below threshold for Puerto La Cruz.
