world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
asia/kuwait/kuwaitcity,Kuwait City,Kuwait City,11,21,see,Green Island,0.89,candidate,has coordinates; has description; high-value type; strong travel term,29.3646,48.0302,Grand Mosque,asia/kuwait/kuwaitcity/grand_mosque,0.417,5.608,5.751,needs_external_source,,https://en.wikivoyage.org/wiki/Kuwait_City,Rejected as leisure-park/island lead with weaker travel value than existing Kuwait City waterfront landmarks.
europe/germany/northrhinewestphalia/dortmund,Dortmund,Dortmund,16,98,see,Fredenbaumpark,0.89,candidate,has coordinates; has description; high-value type; strong travel term,51.5375,7.4521,Westfalenpark,europe/germany/northrhinewestphalia/dortmund/westfalenpark,0.519,4.577,2.744,needs_external_source,,https://en.wikivoyage.org/wiki/Dortmund,Rejected as local park; Dortmund already has stronger park coverage including Westfalenpark and Rombergpark.
asia/china/henan_province/yuzhou,Yuzhou,Yuzhou,4,48,see,China Jun Porcelain Cultural Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,34.098,113.4627,Henan Dahongzhai National Forest Park,asia/china/henan_province/yuzhou/dahongzhai_forest_park,0.486,15.095,5.985,needs_external_source,,https://en.wikivoyage.org/wiki/Yuzhou,Rejected as duplicate/overlap with existing Jun Royal Kiln Site Museum and Shenhou Ancient Town coverage.
europe/spain/andalucia/torredelmar,Torre del Mar,Torre del Mar,13,20,do,Playa del Mortero o Playa Canina,0.89,candidate,has coordinates; has description; high-value type; strong travel term,36.72735,-4.10481,Paseo Marítimo,europe/spain/andalucia/torredelmar/paseo_maritimo,0.381,1.707,1.808,needs_external_source,,https://en.wikivoyage.org/wiki/Torre_del_Mar,Rejected as dog beach/local beach segment; below threshold for Torre del Mar.
europe/ukraine/ivanofrankivsk,Ivano-Frankivsk,Ivano-Frankivsk,9,103,see,St. Demetrius church,0.89,candidate,has coordinates; has description; high-value type; strong travel term,48.9432,24.6948,Market Square (Ploshcha Rynok),europe/ukraine/ivanofrankivsk/market_square,0.375,2.559,2.545,needs_external_source,,https://en.wikivoyage.org/wiki/Ivano-Frankivsk,Rejected as local church lead; Ivano-Frankivsk already has stronger central church and square coverage.
asia/india/westbengal/durgapur,Durgapur,Durgapur,5,13,see,Rarheswar Shiva Temple,0.89,candidate,has coordinates; has description; high-value type; strong travel term,23.5032,87.3561,Durgapur Barrage,asia/india/westbengal/durgapur/durgapur_barrage,0.316,5.48,6.432,needs_external_source,,https://en.wikivoyage.org/wiki/Durgapur,Rejected as local temple; below threshold for Durgapur.
asia/india/uttarpradesh/varanasi,Varanasi,Varanasi,13,65,see,Rani Laxmibai Janmasthali,0.89,candidate,has coordinates; has description; high-value type; strong travel term,25.289875,83.005649,Varanasi Junction Railway Station,asia/india/uttarpradesh/varanasi/varanasi_junction_railway,0.448,4.554,5.094,needs_external_source,,https://en.wikivoyage.org/wiki/Varanasi,Rejected as small memorial/birthplace lead; below threshold for Varanasi against major ghats and temples.
asia/iran/tehran,Tehran,Tehran,44,119,see,Former Qasr Prison,0.89,candidate,has coordinates; has description; high-value type; strong travel term,35.723611,51.448333,Dar al-Fonun,asia/iran/tehran/dar_al_fonun,0.4,5.029,6.536,needs_external_source,,https://en.wikivoyage.org/wiki/Tehran,Rejected as duplicate of existing Ebrat Museum (Former Qasr Prison) in Tehran.
northamerica/unitedstates/missouri/jeffersoncity,Jefferson City,Jefferson City,13,62,do,Ellis Porter/Riverside Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,38.56709,-92.14389,Missouri River Waterfront,northamerica/unitedstates/missouri/jeffersoncity/missouri_river_waterfront,0.5,2.593,2.731,needs_external_source,,https://en.wikivoyage.org/wiki/Jefferson_City,Rejected as local riverside park; below threshold for Jefferson City.
asia/myanmar/ngapali,Ngapali,Ngapali,3,16,see,Pearl Island,0.89,candidate,has coordinates; has description; high-value type; strong travel term,18.375722,94.322287,Boat Trips and Island Hopping,asia/myanmar/ngapali/boat_trips,0.439,5.456,6.429,needs_external_source,,https://en.wikivoyage.org/wiki/Ngapali,Rejected as small island lead already covered by Ngapali boat trips/island hopping.
europe/italy/sardinia/olbia,Olbia,Olbia,18,31,do,"Parco ""Fausto Noce""",0.89,candidate,has coordinates; has description; high-value type; strong travel term,40.928762,9.499451,Olbia Railway Station,europe/italy/sardinia/olbia/olbia_railway_station,0.543,0.457,0.666,needs_external_source,,https://en.wikivoyage.org/wiki/Olbia,Rejected as local urban park; below threshold for Olbia.
europe/italy/sicily/messina,Messina,Messina,6,32,see,Chiesa di Montevergine,0.89,candidate,has coordinates; has description; high-value type; strong travel term,38.195941,15.55321,Messina Cathedral and Astronomical Clock,europe/italy/sicily/messina/messina_cathedral,0.542,0.458,0.253,needs_external_source,,https://en.wikivoyage.org/wiki/Messina,Rejected as local church; Messina already has stronger church and waterfront architecture coverage.
southamerica/argentina/bahiablanca,Bahía Blanca,Bahía Blanca,9,8,see,History Museum,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-38.7288001,-62.2590155,Museo del Puerto,southamerica/argentina/bahiablanca/museo_del_puerto,0.385,6.039,1.361,needs_external_source,,https://en.wikivoyage.org/wiki/Bah%C3%ADa_Blanca,Rejected as generic local museum lead; Bahia Blanca already has stronger Museo del Puerto and civic coverage.
northamerica/unitedstates/washington/spokane,Spokane,Spokane,11,51,see,Spokane Plains Battlefield Monument,0.89,candidate,has coordinates; has description; high-value type; strong travel term,47.56173,-117.59638,Spokane Falls,northamerica/unitedstates/washington/spokane/spokane_falls,0.417,16.861,16.752,needs_external_source,,https://en.wikivoyage.org/wiki/Spokane,Rejected as distant roadside monument; weak fit under Spokane city.
northamerica/nicaragua/len,León,León (Nicaragua),12,79,see,Rubén Darío Centenial Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,12.41776,-86.86961,Casa Museo Rubén Darío,northamerica/nicaragua/len/museo_rubendario,0.458,2.31,2.082,needs_external_source,,https://en.wikivoyage.org/wiki/Le%C3%B3n_%28Nicaragua%29,Rejected as small park/monument lead; Leon already has stronger Ruben Dario house museum coverage.
asia/pakistan/hyderabad,Hyderabad,Hyderabad (Pakistan),10,13,see,Rani Bagh,0.89,candidate,has coordinates; has description; high-value type; strong travel term,25.38223,68.34305,Shahi Bazaar,asia/pakistan/hyderabad/shahi_bazaar,0.476,3.03,2.905,needs_external_source,,https://en.wikivoyage.org/wiki/Hyderabad_%28Pakistan%29,Rejected as local zoo/garden lead; below threshold for Hyderabad.
europe/ukraine/donetsk,Donetsk,Donetsk,12,124,see,Mother Monument,0.89,candidate,has coordinates; has description; high-value type; strong travel term,48.02221,37.78303,To Donbas Liberators Monument,europe/ukraine/donetsk/to_donbas_liberators_monument,0.545,2.461,1.636,needs_external_source,,https://en.wikivoyage.org/wiki/Donetsk,Rejected as duplicate/weak overlap with existing To Donbas Liberators Monument coverage.
asia/kazakhstan/sharyn_canyon,Sharyn Canyon,Charyn Canyon,0,5,see,Yellow canyon lookout,0.89,candidate,has coordinates; has description; high-value type; strong travel term,43.3540567,79.0712203,,,0.0,,0.369,needs_external_source,,https://en.wikivoyage.org/wiki/Charyn_Canyon,Rejected as vague viewpoint lead; not enough standalone information for Sharyn Canyon POI.
europe/spain/catalonia/salou,Salou,Salou,5,16,see,Santa Maria Del Mar Church,0.89,candidate,has coordinates; has description; high-value type; strong travel term,41.07616,1.12988,Llevant Beach and Promenade,europe/spain/catalonia/salou/llevant_beach,0.327,1.187,1.189,needs_external_source,,https://en.wikivoyage.org/wiki/Salou,Rejected as local church; below threshold for Salou.
