world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/spain/andalucia/almeria,Almería,Almería,13,19,do,La Almadrava de Monteleva,0.77,candidate,has coordinates; high-value type,36.74547,-2.21444,Almería Cathedral,europe/spain/andalucia/almeria/almeria_cathedral,0.471,24.78,24.915,needs_external_source,,https://en.wikivoyage.org/wiki/Almer%C3%ADa,"separate coastal village far from Almeria, not a city POI"
europe/serbia/kosovoprovince/gjilan,Gjilan,Gjilani,7,30,see,Dardania I and II,0.77,candidate,has coordinates; high-value type,42.4683,21.4556,Gjilan City Park,europe/serbia/kosovoprovince/gjilan/gjilan_city_park,0.364,0.816,1.261,needs_external_source,,https://en.wikivoyage.org/wiki/Gjilani,"residential district label, not a discrete visitor POI"
europe/denmark/aarhus,Aarhus,Aarhus,12,232,see,Burkina Faso,0.77,candidate,has coordinates; high-value type,56.112902,10.2229645,Bispetorvet Dinosaur Footprint,europe/denmark/aarhus/bispetorv_dinosaur,0.381,4.959,4.123,needs_external_source,,https://en.wikivoyage.org/wiki/Aarhus,non-POI/misparsed listing name
europe/unitedkingdom/scotland/barra,Barra,Barra,7,15,see,Biruaslum,0.77,candidate,has coordinates; high-value type,56.9339,-7.5762,Kisimul Castle,europe/unitedkingdom/scotland/barra/kisimul_castle,0.435,5.748,9.932,needs_external_source,,https://en.wikivoyage.org/wiki/Barra,remote/local place-name lead; not enough verified travel signal for Barra
europe/spain/catalonia/sant_feliu_de_guixols,Sant Feliu de Guíxols,Sant Feliu de Guíxols,10,40,see,Mirador de les Mestres,0.77,candidate,has coordinates; high-value type,41.7745875,3.0301708,Camí de Ronda to Tossa de Mar,europe/spain/catalonia/sant_feliu_de_guixols/cami_de_ronda,0.521,0.479,1.045,needs_external_source,,https://en.wikivoyage.org/wiki/Sant_Feliu_de_Gu%C3%ADxols,minor viewpoint; weaker than existing Sant Feliu coastal POIs
europe/unitedkingdom/northernireland/belfast,Belfast,Belfast,25,97,see,Short Strand,0.77,candidate,has coordinates; high-value type,54.598,-5.907,Mourne Seafood Bar,europe/unitedkingdom/northernireland/belfast/mourne_seafood,0.4,1.575,1.334,needs_external_source,,https://en.wikivoyage.org/wiki/Belfast,neighbourhood/history area already better covered by Belfast murals and peace walls POI
africa/cameroon/yaound,Yaoundé,Yaoundé,13,116,see,Nigeria,0.77,candidate,has coordinates; high-value type,3.88993,11.5144,Chutes de Nachtigal,africa/cameroon/yaound/chutes_de_nachtigal,0.348,53.01,2.453,needs_external_source,,https://en.wikivoyage.org/wiki/Yaound%C3%A9,non-POI/misparsed listing name
southamerica/colombia/barranquilla,Barranquilla,Barranquilla,9,8,do,Mini Golf,0.77,candidate,has coordinates; high-value type,11.01456,-74.82869,El Patio,southamerica/colombia/barranquilla/el_patio,0.286,2.243,0.773,needs_external_source,,https://en.wikivoyage.org/wiki/Barranquilla,ordinary commercial recreation listing
northamerica/mexico/puebla,Puebla,Puebla,14,54,do,Cholula,0.77,candidate,has coordinates; high-value type,19.0622957,-98.3065351,Zócalo of Puebla,northamerica/mexico/puebla/zocalo,0.435,11.585,10.788,needs_external_source,,https://en.wikivoyage.org/wiki/Puebla,"separate city/day-trip destination, not a Puebla POI"
asia/philippines/mangatarem,Mangatarem,Mangatarem,2,12,see,Pacalat River,0.77,candidate,has coordinates; high-value type,15.73906,120.272566,Manleluag Hot Spring National Park,asia/philippines/mangatarem/manleluag_hot_spring,0.34,4.138,5.955,needs_external_source,,https://en.wikivoyage.org/wiki/Mangatarem,local river/nature lead with weak travel signal
