world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
northamerica/canada/ontario/sarnia,Sarnia,Sarnia,7,24,see,FlixBus,0.59,candidate,has description; high-value type; has external URL,,,Blue Water Bridge,northamerica/canada/ontario/sarnia/blue_water_bridge,0.167,,,missing_coordinates; has_external_url,https://www.flixbus.ca/,https://en.wikivoyage.org/wiki/Sarnia,candidate score below 6.0 and missing coordinates; transport-only listing rather than a durable visitor POI
europe/estonia/tartu,Tartu,Tartu,16,89,do,Lodi River Cruises,0.59,candidate,has description; high-value type; has external URL,,,Emajõgi River and Riverside Walk,europe/estonia/tartu/emajogi_river,0.48,,,missing_coordinates; has_external_url,http://www.visittartu.com/14256,https://en.wikivoyage.org/wiki/Tartu,candidate score below 6.0 and missing coordinates; ordinary commercial operator rather than a distinct POI
africa/southafrica/krugernationalpark,Kruger National Park,Kruger National Park,7,74,see,Mala Mala,0.59,candidate,has description; high-value type; has external URL,,,Satara Rest Camp,africa/southafrica/krugernationalpark/satara_camp,0.32,,,missing_coordinates; has_external_url,http://www.malamala.com,https://en.wikivoyage.org/wiki/Kruger_National_Park,candidate score below 6.0 and missing coordinates; private safari lodge/reserve lead with accommodation emphasis rather than a flat Kruger POI
northamerica/unitedstates/wisconsin/milwaukee,Milwaukee,Milwaukee,10,127,see,Amtrak,0.59,candidate,has description; high-value type; has external URL,,,Pabst Mansion,northamerica/unitedstates/wisconsin/milwaukee/pabst_mansion,0.316,,,missing_coordinates; has_external_url,https://www.amtrak.com/,https://en.wikivoyage.org/wiki/Milwaukee,candidate score below 6.0 and missing coordinates; transport-only listing rather than a durable visitor POI
europe/netherlands/friesland/hindeloopen,Hindeloopen,Hindeloopen,3,13,do,Walking,0.59,candidate,has description; high-value type; has external URL,,,IJsselmeer Waterfront,europe/netherlands/friesland/hindeloopen/ijsselmeer_waterfront,0.214,,,missing_coordinates; has_external_url,http://www.touristinfohindeloopen.nl/zien-doen-beleven/sport/wandelen/?lang=en,https://en.wikivoyage.org/wiki/Hindeloopen,candidate score below 6.0 and missing coordinates; vague activity listing rather than a distinct Hindeloopen POI
northamerica/mexico/guanajuato,Guanajuato,Guanajuato,50,102,do,World Rally Championship,0.59,candidate,has description; high-value type; has external URL,,,Mineral de Pozos (Day Trip),northamerica/mexico/guanajuato/mineral_de_pozos,0.378,,,missing_coordinates; has_external_url,https://www.rallymexico.com/en/,https://en.wikivoyage.org/wiki/Guanajuato,candidate score below 6.0 and missing coordinates; event-only listing rather than a durable visitor POI
northamerica/canada/newfoundland/stjohns,St. John's,St. John's,9,76,do,The Grand Concourse,0.59,candidate,has description; high-value type; has external URL,,,The Rooms,northamerica/canada/newfoundland/stjohns/the_rooms,0.4,,,missing_coordinates; has_external_url,http://www.grandconcourse.ca/,https://en.wikivoyage.org/wiki/St._John%27s,candidate score below 6.0 and missing coordinates; broad trail-network lead overlaps stronger existing St. John's sights rather than a single new POI
northamerica/unitedstates/westvirginia/wheeling,Wheeling,Wheeling,6,34,see,Wheeling-Ohio Valley Regional Transportation Authority,0.59,candidate,has description; high-value type; has external URL,,,Wheeling Heritage Port,northamerica/unitedstates/westvirginia/wheeling/wheeling_heritage_port,0.5,,,missing_coordinates; has_external_url,http://ovrta.org/,https://en.wikivoyage.org/wiki/Wheeling,candidate score below 6.0 and missing coordinates; transport-only listing rather than a durable visitor POI
europe/hungary/debrecen,Debrecen,Debrecen,17,130,see,Lake Tisza,0.59,candidate,has description; high-value type; has external URL,,,Halászcsárda,europe/hungary/debrecen/halaszcsarda,0.455,,,missing_coordinates; has_external_url,http://www.tiszato.hu/,https://en.wikivoyage.org/wiki/Debrecen,"candidate score below 6.0 and missing coordinates; far regional lake lead, not a Debrecen POI"
northamerica/unitedstates/california/sandiego,San Diego,San Diego,58,25,see,Coaster,0.59,candidate,has description; high-value type; has external URL,,,Gaslamp Quarter,northamerica/unitedstates/california/sandiego/gaslamp_quarter,0.455,,,missing_coordinates; has_external_url,http://www.gonctd.com/coaster,https://en.wikivoyage.org/wiki/San_Diego,candidate score below 6.0 and missing coordinates; transport-only listing rather than a durable visitor POI
