world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/italy/veneto/cortina_dampezzo,Cortina d'Ampezzo,Cortina d'Ampezzo,10,66,do,Cortina Snowpark,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Cinque Torri,europe/italy/veneto/cortina_dampezzo/cinque_torri,0.429,,,missing_coordinates; has_external_url,https://www.dolomitisuperski.com/it/Scopri/Zone-sciistiche/Cortina-d-Ampezzo/Snowpark,https://en.wikivoyage.org/wiki/Cortina_d%27Ampezzo,seasonal ski facility with uncertain current standalone status
northamerica/unitedstates/maine/bar_harbor,Bar Harbor,Bar Harbor,17,78,do,Sea Princess Scenic Nature Cruises,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Dorr Museum of Natural History,northamerica/unitedstates/maine/bar_harbor/dorr_museum,0.375,,,missing_coordinates; has_external_url,http://www.barharborcruises.com/,https://en.wikivoyage.org/wiki/Bar_Harbor,ordinary commercial cruise operator
northamerica/canada/britishcolumbia/victoria,Victoria,Victoria (British Columbia),12,87,see,West Coast Trail Express,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Fan Tan Alley,northamerica/canada/britishcolumbia/victoria/fan_tan_alley,0.324,,,missing_coordinates; has_external_url,https://trailbus.com/,https://en.wikivoyage.org/wiki/Victoria_%28British_Columbia%29,"transport service, not a POI"
europe/serbia/kosovoprovince/ferizaj,Ferizaj,Ferizaj,2,8,do,Hiking,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Madhe Mosque (Xhamia e Madhe),europe/serbia/kosovoprovince/ferizaj/madhe_mosque,0.111,,,missing_coordinates; has_external_url,https://guideks.org,https://en.wikivoyage.org/wiki/Ferizaj,"vague activity listing, not a locatable POI"
northamerica/canada/alberta/calgary,Calgary,Calgary,38,59,see,Mountain Man Mike's Bus Service,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Martin's on Eighth,northamerica/canada/alberta/calgary/martinsoneighth,0.408,,,missing_coordinates; has_external_url,https://mountainmanmikes.ca/,https://en.wikivoyage.org/wiki/Calgary,"transport service, not a POI"
europe/hungary/budapest,Budapest,Budapest,57,94,see,30px H5 (Batthyány tér–Szentendre),0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Szputnyik Shop,europe/hungary/budapest/szputnyik_shop,0.286,,,missing_coordinates; has_external_url,http://www.bkk.hu/en/timetables/#H5,https://en.wikivoyage.org/wiki/Budapest,"transit line, not a POI"
africa/mozambique/vilanculos,Vilanculos,Vilanculos,5,11,do,Odyssea Dive,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Red Dunes,africa/mozambique/vilanculos/red_dunes,0.381,,,missing_coordinates; has_external_url,http://www.odysseadive.com,https://en.wikivoyage.org/wiki/Vilanculos,ordinary commercial dive operator
africa/southafrica/capetown,Cape Town,Cape Town,95,187,do,Gravity Adventure Group,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Rust en Vreugd,africa/southafrica/capetown/rust_en_vreugd,0.432,,,missing_coordinates; has_external_url,http://www.gravity.co.za,https://en.wikivoyage.org/wiki/Cape_Town,ordinary commercial adventure operator
northamerica/canada/britishcolumbia/vancouver,Vancouver,Vancouver,21,83,see,TransLink,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Granville Island,northamerica/canada/britishcolumbia/vancouver/granville_island,0.48,,,missing_coordinates; has_external_url,https://www.translink.ca/,https://en.wikivoyage.org/wiki/Vancouver,"transport agency, not a POI"
northamerica/unitedstates/newyorkstate/rochester,Rochester,Rochester (New York),13,238,do,Erie Canalway Trail,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Memorial Art Gallery,northamerica/unitedstates/newyorkstate/rochester/memorial_art_gallery,0.41,,,missing_coordinates; has_external_url,http://www.ptny.org/canalway,https://en.wikivoyage.org/wiki/Rochester_%28New_York%29,long-distance route too diffuse for a single Rochester POI in this batch
southamerica/brazil/pirenopolis,Pirenópolis,Pirenópolis,5,13,do,Cerrado Aventuras,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Cachoeira do Abade,southamerica/brazil/pirenopolis/cachoeira_do_abade,0.514,,,missing_coordinates; has_external_url,http://cerradoaventuras.com.br/,https://en.wikivoyage.org/wiki/Piren%C3%B3polis,ordinary commercial adventure operator
northamerica/canada/alberta/grande_prairie,Grande Prairie,Grande Prairie,6,21,do,Reel Shorts Film Festival,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Centre for Creative Arts,northamerica/canada/alberta/grande_prairie/centre_for_creative_arts,0.408,,,missing_coordinates; has_external_url,https://reelshorts.ca/,https://en.wikivoyage.org/wiki/Grande_Prairie,event-only listing
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/york,York,York,51,165,do,York Chocolate Festival,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,York Art Gallery,europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/york/york_art_gallery,0.513,,,missing_coordinates; has_external_url,https://www.yorkfoodfestival.com/,https://en.wikivoyage.org/wiki/York,event-only listing
europe/germany/badenwrttemberg/konstanz,Konstanz,Konstanz,9,55,do,Seenachtfest,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Imperia Statue,europe/germany/badenwrttemberg/konstanz/imperia_statue,0.308,,,missing_coordinates; has_external_url,http://www.seenachtfest.de,https://en.wikivoyage.org/wiki/Konstanz,event-only listing
asia/china/yunnanprovince/lijiang,Lijiang,Lijiang,8,36,do,Go hiking to local Naxi villages,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Old Town of Lijiang (Dayan),asia/china/yunnanprovince/lijiang/old_town_dayan,0.392,,,missing_coordinates; has_external_url,http://www.lijiangtravel.info,https://en.wikivoyage.org/wiki/Lijiang,"vague route/activity listing, not a specific POI"
northamerica/canada/ontario/sarnia,Sarnia,Sarnia,7,24,do,Great Lakes Waterfront Trail,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Blue Water Bridge,northamerica/canada/ontario/sarnia/blue_water_bridge,0.489,,,missing_coordinates; has_external_url,https://waterfronttrail.org/,https://en.wikivoyage.org/wiki/Sarnia,long-distance route too diffuse for a single Sarnia POI
