world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
asia/thailand/surin_province/surin,Surin,Surin,6,21,see,Lower Isaan Art and Crafts Centre,0.55,candidate,has description; high-value type,,,Ban Ta Klang — Elephant Village,asia/thailand/surin_province/surin/ban_ta_klang,0.387,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Surin,candidate score 0.55 is below the 6.0 POI threshold
europe/greece/skyros,Skyros,Skyros,8,39,do,Carnival,0.55,candidate,has description; high-value type,,,Skyrian Carnival and Goat Dance,europe/greece/skyros/goat_dance,0.41,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Skyros,candidate score 0.55 is below the 6.0 POI threshold
asia/india/karnataka/shimoga,Shimoga,Shimoga,9,19,see,Elephant Training Camp-Sakrebylu,0.55,candidate,has description; high-value type,,,Sakrebyle Elephant Camp,asia/india/karnataka/shimoga/sakrebyle_elephant_camp,0.473,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Shimoga,candidate score 0.55 is below the 6.0 POI threshold
asia/india/tamilnadu/salem,Salem,Salem (India),8,40,see,Mettur Dam,0.55,candidate,has description; high-value type,,,Government Museum,asia/india/tamilnadu/salem/government_museum,0.37,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Salem_%28India%29,candidate score 0.55 is below the 6.0 POI threshold
asia/india/maharashtra/nashik,Nashik,Nashik,5,73,see,Goda Ghat,0.55,candidate,has description; high-value type,,,Pandavleni Caves,asia/india/maharashtra/nashik/pandavleni_caves,0.32,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Nashik,candidate score 0.55 is below the 6.0 POI threshold
southamerica/brazil/campinas,Campinas,Campinas,8,95,see,Lagoa do Taquaral,0.55,candidate,has description; high-value type,,,Basílica Nossa Senhora do Carmo,southamerica/brazil/campinas/basilica_nossa_senhora_do_carmo,0.375,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Campinas,candidate score 0.55 is below the 6.0 POI threshold
europe/belgium/bruges,Bruges,Bruges,16,55,do,Running,0.55,candidate,has description; high-value type,,,Groeningemuseum,europe/belgium/bruges/museums_groeninge,0.455,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Bruges,candidate score 0.55 is below the 6.0 POI threshold
northamerica/unitedstates/colorado/manitousprings,Manitou Springs,Manitou Springs,6,30,do,Mardis Gras Parade,0.55,candidate,has description; high-value type,,,Manitou Penny Arcade,northamerica/unitedstates/colorado/manitousprings/penny_arcade,0.526,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Manitou_Springs,candidate score 0.55 is below the 6.0 POI threshold
europe/finland/turku,Turku,Turku,5,262,do,Turku International Book Fair,0.55,candidate,has description; high-value type,,,Turku Cathedral,europe/finland/turku/turku_cathedral,0.455,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Turku,candidate score 0.55 is below the 6.0 POI threshold
europe/portugal/odemira,Odemira,Odemira,8,12,do,Religious festivals,0.55,candidate,has description; high-value type,,,Rota Vicentina,europe/portugal/odemira/rota_vicentina,0.424,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Odemira,candidate score 0.55 is below the 6.0 POI threshold
