world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/italy/sicily/erice,Erice,Erice,6,102,do,CAI 602 – Three Churches Trail,0.74,candidate,has coordinates; has description; high-value type; strong travel term,38.04154,12.58886,Chiesa Madre,europe/italy/sicily/erice/chiesa_madre,0.594,0.406,0.399,needs_external_source,,https://en.wikivoyage.org/wiki/Erice,weakly sourceable trail lead; not enough corroboration for a separate POI
asia/china/shandong_province/jinan,Jinan,Jinan,65,109,see,Red History Museum,0.74,candidate,has coordinates; has description; high-value type; strong travel term,36.625035,116.953659,Jinan Natural History Museum,asia/china/shandong_province/jinan/jinan_natural_history_museum,0.696,7.09,5.765,needs_external_source,,https://en.wikivoyage.org/wiki/Jinan,weakly sourceable/local-only lead for Jinan; not enough corroboration
asia/china/zhejiang/jiaxing,Jiaxing,Jiaxing,5,29,see,Xiaoyingzhou Island,0.74,candidate,has coordinates; has description; high-value type; strong travel term,30.7606,120.7563,South Lake (Nanhu),asia/china/zhejiang/jiaxing/south_lake,0.599,0.401,0.907,needs_external_source,,https://en.wikivoyage.org/wiki/Jiaxing,small part of South Lake scenery; better covered by existing South Lake POI
northamerica/thecaribbean/cuba/baracoa,Baracoa,Baracoa,15,29,do,Playa de Miel,0.74,candidate,has coordinates; has description; high-value type; strong travel term,20.340592,-74.48956,Playa Blanca,northamerica/thecaribbean/cuba/baracoa/playa_blanca,0.636,23.219,1.0,needs_external_source,,https://en.wikivoyage.org/wiki/Baracoa,local beach with weak external sourcing compared with existing Baracoa beaches
asia/turkey/trabzon,Trabzon,Trabzon,5,75,see,Hızırbey Mosque,0.74,candidate,has coordinates; has description; high-value type; strong travel term,41.0067,39.7136,Fatih Mosque (Chrysokephalos),asia/turkey/trabzon/fatih_mosque,0.593,0.552,1.224,needs_external_source,,https://en.wikivoyage.org/wiki/Trabzon,minor mosque with weak travel signal and sourcing
europe/finland/kemijarvi,Kemijärvi,Kemijärvi,5,8,see,Kemijärvi church,0.74,candidate,has coordinates; has description; high-value type; strong travel term,66.7154,27.4385,Lake Kemijärvi,europe/finland/kemijarvi/lake_kemijarvi,0.6,2.373,0.24,needs_external_source,,https://en.wikivoyage.org/wiki/Kemij%C3%A4rvi,local church with weak standalone travel signal
africa/tanzania/daressalaam,Dar es Salaam,Dar es Salaam,38,48,see,National Museum,0.74,candidate,has coordinates; has description; high-value type; strong travel term,-6.81367,39.294,National Museum of Tanzania,africa/tanzania/daressalaam/national_museum,0.714,0.749,9.753,needs_external_source,,https://en.wikivoyage.org/wiki/Dar_es_Salaam,duplicate/alias of existing National Museum of Tanzania POI
southamerica/colombia/barranquilla,Barranquilla,Barranquilla,9,8,do,Xtreme Park Barranquilla,0.74,candidate,has coordinates; has description; high-value type; strong travel term,11.01808,-74.9738,Carnaval de Barranquilla,southamerica/colombia/barranquilla/carnaval_de_barranquilla,0.667,20.28,16.463,needs_external_source,,https://en.wikivoyage.org/wiki/Barranquilla,ordinary commercial amusement operator and far from parent centre
australiaandpacific/australia/newsouthwales/byronbay,Byron Bay,Byron Bay,7,35,see,Cape Byron State Conservation Area,0.74,candidate,has coordinates; has description; high-value type; strong travel term,-28.639674,153.6331,Cape Byron Lighthouse,australiaandpacific/australia/newsouthwales/byronbay/cape_byron_lighthouse,0.657,0.343,2.081,needs_external_source,,https://en.wikivoyage.org/wiki/Byron_Bay,overlaps existing Cape Byron Lighthouse/headland coverage
asia/oman/muscat,Muscat,Muscat,24,152,see,Al Jalali Fort,0.74,candidate,has coordinates; has description; high-value type; strong travel term,23.616531,58.597961,Al Mirani Fort,asia/oman/muscat/al_mirani_fort,0.714,0.501,0.627,needs_external_source,,https://en.wikivoyage.org/wiki/Muscat,duplicate/alias of existing Al Jalali fort coverage in Muscat
