world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
northamerica/canada/alberta/lake_louise,Lake Louise,Lake Louise,11,22,do,Brewster Adventures,0.59,candidate,has description; high-value type; has external URL,,,Prairie Birds,northamerica/canada/alberta/prairiebirds,0.312,,,missing_coordinates; has_external_url,https://www.brewsteradventures.com/,https://en.wikivoyage.org/wiki/Lake_Louise,candidate score 0.59 is below the 6.0 POI threshold; ordinary commercial operator rather than a durable attraction POI
europe/germany/northrhinewestphalia/bochum,Bochum,Bochum,12,93,do,Bochum Maiabend,0.59,candidate,has description; high-value type; has external URL,,,VfL Bochum Ruhrstadion,europe/germany/northrhinewestphalia/bochum/vfl_bochum_ruhrstadion,0.486,,,missing_coordinates; has_external_url,http://www.bochumer-maiabendgesellschaft.de,https://en.wikivoyage.org/wiki/Bochum,candidate score 0.59 is below the 6.0 POI threshold; weak/local-only candidate for this destination
europe/france/normandybrittany/rennes,Rennes,Rennes,8,50,do,Yaouank,0.59,candidate,has description; high-value type; has external URL,,,Musée de Bretagne,europe/france/normandybrittany/rennes/musee_de_bretagne,0.286,,,missing_coordinates; has_external_url,https://yaouank.bzh,https://en.wikivoyage.org/wiki/Rennes,candidate score 0.59 is below the 6.0 POI threshold; weak/local-only candidate for this destination
northamerica/unitedstates/washington/bellingham,Bellingham,Bellingham (Washington),17,65,do,Deming Speedway,0.59,candidate,has description; high-value type; has external URL,,,Bellingham Waterfront,northamerica/unitedstates/washington/bellingham/bellingham_waterfront,0.389,,,missing_coordinates; has_external_url,http://www.demingspeedway.com/,https://en.wikivoyage.org/wiki/Bellingham_%28Washington%29,candidate score 0.59 is below the 6.0 POI threshold; weak/local-only candidate for this destination
northamerica/canada/britishcolumbia/princegeorge,Prince George,Prince George,5,41,see,Pacific Coastal Airlines,0.59,candidate,has description; high-value type; has external URL,,,Central BC Railway and Forestry Museum,northamerica/canada/britishcolumbia/princegeorge/railway_forestry_museum,0.355,,,missing_coordinates; has_external_url,https://www.pacificcoastal.com/,https://en.wikivoyage.org/wiki/Prince_George,candidate score 0.59 is below the 6.0 POI threshold; transport operator rather than an attraction POI
northamerica/unitedstates/utah/provo,Provo,Provo,9,60,do,BYU Arts Performances,0.59,candidate,has description; high-value type; has external URL,,,BYU Museum of Art,northamerica/unitedstates/utah/provo/byu_museum_of_art,0.368,,,missing_coordinates; has_external_url,http://arts.byu.edu/,https://en.wikivoyage.org/wiki/Provo,candidate score 0.59 is below the 6.0 POI threshold; weak/local-only candidate for this destination
northamerica/unitedstates/newjersey/lambertville,Lambertville,Lambertville,4,9,do,Magic Glass Studio,0.59,candidate,has description; high-value type; has external URL,,,People's Store Antiques Center,northamerica/unitedstates/newjersey/lambertville/peoples_store,0.25,,,missing_coordinates; has_external_url,http://www.magicglassstudio.com,https://en.wikivoyage.org/wiki/Lambertville,candidate score 0.59 is below the 6.0 POI threshold; ordinary commercial operator rather than a durable attraction POI
europe/latvia/riga,Riga,Riga,15,33,do,Count of May,0.59,candidate,has description; high-value type; has external URL,,,Museum of War,europe/latvia/riga/museumofwar,0.48,,,missing_coordinates; has_external_url,http://www.maijagrafs.lv/,https://en.wikivoyage.org/wiki/Riga,candidate score 0.59 is below the 6.0 POI threshold; weak/local-only candidate for this destination
northamerica/canada/britishcolumbia/revelstoke,Revelstoke,Revelstoke,6,18,see,The Last Spike,0.59,candidate,has description; high-value type; has external URL,,,Revelstoke Dam,northamerica/canada/britishcolumbia/revelstoke/revelstoke_dam,0.417,,,missing_coordinates; has_external_url,https://www.railwaymuseum.com/the-last-spike,https://en.wikivoyage.org/wiki/Revelstoke,candidate score 0.59 is below the 6.0 POI threshold; weak/local-only candidate for this destination
asia/japan/honshu/nagoya,Nagoya,Nagoya,50,66,do,World Cosplay Summit,0.59,candidate,has description; high-value type; has external URL,,,Nagoya Castle,asia/japan/honshu/nagoya/nagoya_castle,0.364,,,missing_coordinates; has_external_url,http://www.worldcosplaysummit.jp/en/,https://en.wikivoyage.org/wiki/Nagoya,candidate score 0.59 is below the 6.0 POI threshold; event-only listing rather than a durable POI
