world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/spain/canaryislands/lagomera/vallegranrey,Valle Gran Rey,Valle Gran Rey,4,13,see,Los Santos Reyes church,0.81,candidate,has coordinates; high-value type; strong travel term,28.10625,-17.32364,Puerto de Vueltas,europe/spain/canaryislands/lagomera/vallegranrey/vueltas_harbour,0.242,2.844,1.841,needs_external_source,,https://en.wikivoyage.org/wiki/Valle_Gran_Rey,ordinary local church; weak visitor value
europe/finland/turku,Turku,Turku,5,262,do,Maaria beach,0.81,candidate,has coordinates; high-value type; strong travel term,60.5307,22.354,Aura River,europe/finland/turku/aura_river,0.455,10.298,10.004,needs_external_source,,https://en.wikivoyage.org/wiki/Turku,local beach; below Turku travel POI threshold
asia/india/uttaranchal/dehradun,Dehradun,Dehradun,13,50,see,The Gurkha Fort,0.81,candidate,has coordinates; high-value type; strong travel term,30.322,78.0771,Kumar Sweet Shop,asia/india/uttaranchal/dehradun/kumar_sweet_shop,0.296,3.315,4.353,needs_external_source,,https://en.wikivoyage.org/wiki/Dehradun,interesting historic lead but weak visitor access/corroboration for Dehradun POI
europe/hungary/satoraljaujhely,Sátoraljaújhely,Sátoraljaújhely,4,94,see,Castle of János Observation Tower,0.81,candidate,has coordinates; high-value type; strong travel term,48.45076,21.52257,Széphalom — Kazinczy Memorial House,europe/hungary/satoraljaujhely/szephalom,0.273,12.281,11.58,needs_external_source,,https://en.wikivoyage.org/wiki/S%C3%A1toralja%C3%BAjhely,outlying viewpoint; below threshold and weak parent fit
northamerica/unitedstates/westvirginia/charleston,Charleston,Charleston (West Virginia),22,67,do,Magic Island,0.81,candidate,has coordinates; high-value type; strong travel term,38.3573626,-81.7228346,East End,northamerica/unitedstates/westvirginia/charleston/east_end,0.4,10.309,7.913,needs_external_source,,https://en.wikivoyage.org/wiki/Charleston_%28West_Virginia%29,local urban park; below Charleston travel POI threshold
europe/russia/novgorod,Novgorod,Novgorod,11,58,see,The Roman Catholic Church of the Holy Apostles Peter and Paul,0.81,candidate,has coordinates; high-value type; strong travel term,58.528333,31.2725,"Museum of History, Architecture and Art",europe/russia/novgorod/museum_of_history,0.44,0.712,0.835,needs_external_source,,https://en.wikivoyage.org/wiki/Novgorod,local church; weaker than Novgorod core historic sights
europe/finland/turku,Turku,Turku,5,262,do,Moikoinen beach,0.81,candidate,has coordinates; high-value type; strong travel term,60.4167,22.2506,Turku Cathedral,europe/finland/turku/turku_cathedral,0.267,4.11,3.983,needs_external_source,,https://en.wikivoyage.org/wiki/Turku,local beach; below Turku travel POI threshold
asia/indonesia/java/karimunjawa,Karimunjawa,Karimunjawa,12,26,see,Seruni Island,0.81,candidate,has coordinates; high-value type; strong travel term,-5.862563,110.583062,Karimunjawa Village,asia/indonesia/java/karimunjawa/karimunjawa_village,0.438,15.996,16.717,needs_external_source,,https://en.wikivoyage.org/wiki/Karimunjawa,remote small island; weaker than existing Karimunjawa island/snorkelling coverage
europe/unitedkingdom/scotland/fraserburgh,Fraserburgh,Fraserburgh,4,14,see,Cairnbulg Castle,0.81,candidate,has coordinates; high-value type; strong travel term,57.665,-1.975,Eating Out in Fraserburgh,europe/unitedkingdom/scotland/fraserburgh/eating_out,0.39,,3.702,needs_external_source,,https://en.wikivoyage.org/wiki/Fraserburgh,limited-access/private castle; weak visitor POI
europe/armenia/ani,Ani,Ani,8,14,see,Church of Saint Gregory of Tigran Honents,0.81,candidate,has coordinates; high-value type; strong travel term,40.5059,43.5787,Central Bank of Armenia,europe/armenia/central_bank_of_ar,0.312,87.07,0.53,needs_external_source,,https://en.wikivoyage.org/wiki/Ani,strong site but target Ani has no child directory in this content tree; avoid structural change in batch
