world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/france/aquitaine/saintes,Saintes,Saintes,6,93,see,Parc des Arènes,0.85,candidate,has coordinates; has description; high-value type,45.74671,-0.64789,Arch of Germanicus,europe/france/aquitaine/saintes/arch_of_germanicus,0.483,1.469,1.208,needs_external_source,,https://en.wikivoyage.org/wiki/Saintes,duplicate_or_alias_of_existing_saintes_amphitheatre
europe/poland/szczecin,Szczecin,Szczecin,9,62,see,Railway suspension bridge on Regalica,0.85,candidate,has coordinates; has description; high-value type,53.3681,14.5887,Wały Chrobrego,europe/poland/szczecin/waly_chrobrego,0.353,7.341,7.343,needs_external_source,,https://en.wikivoyage.org/wiki/Szczecin,transport_infrastructure_with_weak_travel_value
europe/russia/ural/ekaterinburg,Ekaterinburg,Yekaterinburg,11,72,do,Shirokorechenskoye Kladbishche Cemetery,0.85,candidate,has coordinates; has description; high-value type,56.813889,60.527778,Yeltsin Center,europe/russia/ural/ekaterinburg/yeltsin_center,0.377,5.164,5.201,needs_external_source,,https://en.wikivoyage.org/wiki/Yekaterinburg,duplicate_of_existing_shirokorechenskoye_cemetery_in_alternate_ekaterinburg_path
asia/china/hunan/changde,Changde,Changde,4,17,do,柳叶湖渔夫文化体验,0.85,candidate,has coordinates; has description; high-value type,29.0305,111.7032,,,0.0,,2.137,needs_external_source,,https://en.wikivoyage.org/wiki/Changde,vague_commercial_experience_not_a_stable_poi
asia/pakistan/azad_kashmir/muzaffar_abad,Muzaffarabad,Muzaffarabad,4,11,see,Shaheed Gali Tourist Rest House,0.85,candidate,has coordinates; has description; high-value type,34.4072,73.4197,Earthquake Memorial Bridge,asia/pakistan/azad_kashmir/muzaffar_abad/earthquake_memorial_bridge,0.316,7.737,6.278,needs_external_source,,https://en.wikivoyage.org/wiki/Muzaffarabad,accommodation_tourist_rest_house
europe/germany/bavaria/erlangen,Erlangen,Erlangen,6,167,see,Wiesengrund,0.85,candidate,has coordinates; has description; high-value type,49.596269,10.9911005,Schloss Erlangen,europe/germany/bavaria/erlangen/schloss_erlangen,0.37,0.983,1.065,needs_external_source,,https://en.wikivoyage.org/wiki/Erlangen,local_green_space_below_poi_threshold
asia/china/shandong_province/jinan,Jinan,Jinan,65,109,see,Tourism Bus Station,0.85,candidate,has coordinates; has description; high-value type,36.63032,116.99228,Jinan Old Railway Station (Rebuilt),asia/china/shandong_province/jinan/jinan_old_railway_station,0.455,4.126,2.521,needs_external_source,,https://en.wikivoyage.org/wiki/Jinan,transport_service_bus_station
europe/greece/thassos_island,Thassos,Thasos,14,112,see,Scala Kalirachi,0.85,candidate,has coordinates; has description; high-value type,40.7067,24.5342,Marble Beach (Saliara),europe/greece/thassos_island/marble_beach,0.37,21.25,10.17,needs_external_source,,https://en.wikivoyage.org/wiki/Thasos,settlement_or_resort_area_not_a_specific_poi
asia/japan/honshu/nagoya,Nagoya,Nagoya,50,66,see,Mitsubishi Tokyo UFJ Bank Foreign Exchange Shop,0.85,candidate,has coordinates; has description; high-value type,35.16866,136.84441,Higashiyama Zoo and Botanical Gardens,asia/japan/honshu/nagoya/higashiyama_zoo,0.357,11.888,5.36,needs_external_source,,https://en.wikivoyage.org/wiki/Nagoya,bank_service_not_a_travel_poi
asia/china/sichuanprovince/dujiangyan,Dujiangyan,Dujiangyan,4,36,do,Taoist ritual experience (Qingcheng Mountain),0.85,candidate,has coordinates; has description; high-value type,30.8992,103.5533,Dujiangyan Irrigation System,asia/china/sichuanprovince/dujiangyan/dujiangyan_irrigation_system,0.308,12.49,12.285,needs_external_source,,https://en.wikivoyage.org/wiki/Dujiangyan,activity_duplicate_of_qingcheng_mountain_not_a_specific_poi
europe/armenia/tavush_marz/dilijan,Dilijan,Dilijan,8,42,see,Lake Tzrka,0.85,candidate,has coordinates; has description; high-value type,40.7201,45.016,Parz Lake,europe/armenia/tavush_marz/dilijan/parz_lake,0.421,5.87,12.353,needs_external_source,,https://en.wikivoyage.org/wiki/Dilijan,weak_or_unverified_minor_lake_below_threshold
europe/montenegro/podgorica,Podgorica,Podgorica,12,39,see,Morača river canyon,0.85,candidate,has coordinates; has description; high-value type,42.4888,19.3086,Stara Varoš,europe/montenegro/podgorica/stara_varos,0.444,7.129,6.494,needs_external_source,,https://en.wikivoyage.org/wiki/Podgorica,broad_landscape_corridor_not_a_specific_poi_for_parent
northamerica/canada/quebec/longueuil,Longueuil,Longueuil,3,38,do,Rosanne-Laflamme Sport Center,0.85,candidate,has coordinates; has description; high-value type,45.4884,-73.39418,Vieux-Longueuil,northamerica/canada/quebec/longueuil/vieux_longueuil,0.273,8.129,6.624,needs_external_source,,https://en.wikivoyage.org/wiki/Longueuil,local_sports_facility_below_travel_threshold
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/sheffield,Sheffield,Sheffield,2,253,see,Within These Walls,0.85,candidate,has coordinates; has description; high-value type,53.3718,-1.475953,Bishop's House,europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/sheffield/bishopshouse,0.375,2.014,1.061,needs_external_source,,https://en.wikivoyage.org/wiki/Sheffield,minor_public_art_below_poi_threshold
europe/russia/ekaterinoburg,Yekaterinburg,Yekaterinburg,26,72,see,Uktus,0.85,candidate,has coordinates; has description; high-value type,56.7772,60.6238,Uralmash,europe/russia/ekaterinoburg/uralmash,0.308,11.433,6.949,needs_external_source,,https://en.wikivoyage.org/wiki/Yekaterinburg,city_district_not_a_specific_poi_and_duplicate_context_elsewhere
asia/southkorea/suwon,Suwon,Suwon,6,131,do,Fishing Café in the Royal Pirate,0.85,candidate,has coordinates; has description; high-value type,37.263003,127.035918,Pilgrimage of the Walls of Filial Piety,asia/southkorea/suwon/pilgrimage_of_the,0.419,0.636,2.045,needs_external_source,,https://en.wikivoyage.org/wiki/Suwon,commercial_theme_cafe_below_travel_threshold
asia/myanmar/yangon,Yangon,Yangon,21,140,see,Pun Hlaing River Bridge,0.85,candidate,has coordinates; has description; high-value type,16.85994,96.03577,Mohinga Breakfast,asia/myanmar/yangon/mohinga,0.4,15.816,15.068,needs_external_source,,https://en.wikivoyage.org/wiki/Yangon,transport_bridge_without_clear_visitor_stop
northamerica/canada/manitoba/thompson,Thompson,Thompson,5,12,do,Tribute to Northern Firefighters,0.85,candidate,has coordinates; has description; high-value type,55.745445,-97.846034,Heritage North Museum,northamerica/canada/manitoba/thompson/heritage_north_museum,0.453,0.769,1.116,needs_external_source,,https://en.wikivoyage.org/wiki/Thompson,minor_local_memorial_below_travel_threshold
asia/jordan/petra,Petra,Petra,21,23,do,Tomb Staircases,0.85,candidate,has coordinates; has description; high-value type,30.3294,35.4503,The Royal Tombs,asia/jordan/petra/royal_tombs,0.548,0.452,2.363,needs_external_source,,https://en.wikivoyage.org/wiki/Petra,vague_subfeature_inside_existing_petra_coverage
europe/romania/pitesti,Pitești,Pitești,8,36,see,Southern station,0.85,candidate,has coordinates; has description; high-value type,44.847593,24.887736,Pitești Prison (Historic Site),europe/romania/pitesti/pitesti_prison,0.467,2.69,1.637,needs_external_source,,https://en.wikivoyage.org/wiki/Pite%C8%99ti,transport_station_not_a_travel_poi
europe/greece/thassos_island,Thassos,Thasos,14,112,see,Kalirachi,0.85,candidate,has coordinates; has description; high-value type,40.6931,24.5545,Marble Beach (Saliara),europe/greece/thassos_island/marble_beach,0.476,18.968,8.21,needs_external_source,,https://en.wikivoyage.org/wiki/Thasos,settlement_duplicate_of_scala_kalirachi_lead_and_not_specific_poi
asia/thailand/huahin,Hua Hin,Hua Hin,41,98,see,"EV charging station, Hua Hin Provincial Electricity Authority",0.85,candidate,has coordinates; has description; high-value type,12.551904,99.961895,Ketsarin Restaurant Hua Hin,asia/thailand/huahin/ketsarin_restauran,0.414,2.0,2.065,needs_external_source,,https://en.wikivoyage.org/wiki/Hua_Hin,ev_charging_station_service_not_a_poi
asia/india/rajasthan/alwar,Alwar,Alwar,4,11,do,Jaisamand Lake,0.85,candidate,has coordinates; has description; high-value type,27.49252,76.58567,City Palace and Museum,asia/india/rajasthan/alwar/city_palace_museum,0.389,8.876,8.277,needs_external_source,,https://en.wikivoyage.org/wiki/Alwar,Duplicate of existing Rajasthan/Udaipur POI at asia/india/rajasthan/udaipur/jaisamand_lake.
