world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/italy/trentinoaltoadige/bolzano,Bolzano,Bolzano,10,55,do,Konzerthaus Bozen,0.59,candidate,has description; high-value type; has external URL,,,Kohlerer Bahn (Funivia del Colle),europe/italy/trentinoaltoadige/bolzano/kohlerer_cable_car,0.467,,,missing_coordinates; has_external_url,http://www.fondazioneteatro.bolzano.it,https://en.wikivoyage.org/wiki/Bolzano,candidate score below 6.0 and missing coordinates; performance venue below Bolzano's production bar
northamerica/unitedstates/california/centralvalley/modesto,Modesto,Modesto,10,20,see,Community Business College,0.59,candidate,has description; high-value type; has external URL,,,McHenry Museum,northamerica/unitedstates/california/centralvalley/modesto/mchenry_museum,0.35,,,missing_coordinates; has_external_url,http://www.communitybusinesscollege.edu,https://en.wikivoyage.org/wiki/Modesto,candidate score below 6.0 and missing coordinates; transport-only listing rather than a durable visitor POI
northamerica/unitedstates/california/shastacascade/redbluff,Red Bluff,Red Bluff,5,14,see,Susanville Indian Rancheria Public Transportation Program (SIR),0.59,candidate,has description; high-value type; has external URL,,,William B. Ide Adobe State Historic Park,northamerica/unitedstates/california/shastacascade/redbluff/william_b_ide_adobe,0.375,,,missing_coordinates; has_external_url,http://www.lassentransportation.com/resources/bus-routes/susanville-indian-rancheria-sir-public-transportation-program-schedule,https://en.wikivoyage.org/wiki/Red_Bluff,candidate score below 6.0 and missing coordinates; transport-only listing rather than a durable visitor POI
northamerica/unitedstates/georgia/augusta,Augusta,Augusta (Georgia),9,53,do,ESI Ironman 70.3 Augusta,0.59,candidate,has description; high-value type; has external URL,,,Augusta Canal,northamerica/unitedstates/georgia/augusta/augusta_canal,0.378,,,missing_coordinates; has_external_url,http://ironman.com/events/ironman70.3/augusta70.3#axzz24PPqnz9R,https://en.wikivoyage.org/wiki/Augusta_%28Georgia%29,candidate score below 6.0 and missing coordinates; event-only listing rather than a durable visitor POI
europe/italy/molise/termoli,Termoli,Termoli,7,23,see,Autolinee S.A.T.I. S.p.A.,0.59,candidate,has description; high-value type; has external URL,,,Termoli Cathedral,europe/italy/molise/termoli/termoli_cathedral,0.333,,,missing_coordinates; has_external_url,https://www.satiautobus.com/,https://en.wikivoyage.org/wiki/Termoli,candidate score below 6.0 and missing coordinates; transport-only listing rather than a durable visitor POI
asia/oman/muscat,Muscat,Muscat,24,152,see,Oman Air,0.59,candidate,has description; high-value type; has external URL,,,Bait Al Zubair,asia/oman/muscat/bait_al_zubair,0.455,,,missing_coordinates; has_external_url,http://www.omanair.com/,https://en.wikivoyage.org/wiki/Muscat,candidate score below 6.0 and missing coordinates; transport-only listing rather than a durable visitor POI
northamerica/unitedstates/florida/miami,Miami,Miami,57,70,do,Ultra Music Festival,0.59,candidate,has description; high-value type; has external URL,,,Pérez Art Museum Miami,northamerica/unitedstates/florida/miami/perez_art_museum,0.429,,,missing_coordinates; has_external_url,http://www.ultramusicfestival.com/,https://en.wikivoyage.org/wiki/Miami,candidate score below 6.0 and missing coordinates; event-only listing rather than a durable visitor POI
northamerica/canada/the_yukon_territory/whitehorse,Whitehorse,Whitehorse,5,34,do,Yukon African Music Festival,0.59,candidate,has description; high-value type; has external URL,,,Yukon Beringia Interpretive Centre,northamerica/canada/the_yukon_territory/whitehorse/yukon_beringia_interpretive_centre,0.484,,,missing_coordinates; has_external_url,https://www.teliya.org/,https://en.wikivoyage.org/wiki/Whitehorse,candidate score below 6.0 and missing coordinates; event-only listing rather than a durable visitor POI
asia/thailand/bangkok,Bangkok,Bangkok,108,116,do,SpiceRoads,0.59,candidate,has description; high-value type; has external URL,,,Phra Athit Road,asia/thailand/bangkok/phra_athit_road,0.48,,,missing_coordinates; has_external_url,http://spiceroads.com,https://en.wikivoyage.org/wiki/Bangkok,candidate score below 6.0 and missing coordinates; ordinary commercial operator rather than a distinct POI
europe/norway/bodo,Bodø,Bodø,17,26,do,Parkenfestivalen,0.59,candidate,has description; high-value type; has external URL,,,Keiservarden,europe/norway/bodo/keiservarden,0.5,,,missing_coordinates; has_external_url,http://www.parkenfestivalen.no,https://en.wikivoyage.org/wiki/Bod%C3%B8,candidate score below 6.0 and missing coordinates; event-only listing rather than a durable visitor POI
