world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
northamerica/mexico/puertoescondido,Puerto Escondido,Puerto Escondido,11,40,do,Temazcal,0.55,candidate,has description; high-value type,,,Playa Zicatela,northamerica/mexico/puertoescondido/playa_zicatela,0.455,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Puerto_Escondido,candidate score 0.55 is below the 6.0 POI threshold
europe/ukraine/kyiv,Kyiv,Kyiv,52,205,see,Pivnichnyi Bridge,0.55,candidate,has description; high-value type,,,PinchukArtCentre,europe/ukraine/kyiv/pinchuk_art_centre,0.424,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kyiv,candidate score 0.55 is below the 6.0 POI threshold
southamerica/paraguay/ciudaddeleste,Ciudad del Este,Ciudad del Este,4,23,see,Technical visit to the dam,0.55,candidate,has description; high-value type,,,Cathedral of Saint Blaise,southamerica/paraguay/ciudaddeleste/cathedral_of_saint_blaise,0.426,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ciudad_del_Este,candidate score 0.55 is below the 6.0 POI threshold
europe/poland/zakopane,Zakopane,Zakopane,4,23,see,Cemetery of the Distinguished at Pęksowy Brzyzek,0.55,candidate,has description; high-value type,,,Kasprowy Wierch,europe/poland/zakopane/kasprowy_wierch,0.237,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Zakopane,candidate score 0.55 is below the 6.0 POI threshold
northamerica/unitedstates/nebraska/northplatte,North Platte,North Platte,5,42,do,Miss Nebraska Scholarship Pageant,0.55,candidate,has description; high-value type,,,North Platte Canteen Memorial,northamerica/unitedstates/nebraska/northplatte/north_platte_canteen,0.355,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/North_Platte,candidate score 0.55 is below the 6.0 POI threshold
europe/france/midi/cotedazur/marseille,Marseille,Marseille,51,104,see,Institut de Mathématiques de Luminy,0.55,candidate,has description; high-value type,,,Statue du David,europe/france/midi/cotedazur/marseille/statuedudavid,0.39,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Marseille,candidate score 0.55 is below the 6.0 POI threshold
australiaandpacific/australia/queensland/townsville,Townsville,Townsville,7,65,see,Riverway Arts Centre,0.55,candidate,has description; high-value type,,,Museum of Underwater Art,australiaandpacific/australia/queensland/townsville/museum_of_underwater_art,0.364,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Townsville,candidate score 0.55 is below the 6.0 POI threshold
northamerica/unitedstates/texas/houston,Houston,Houston,7,75,do,Houston CaribFest,0.55,candidate,has description; high-value type,,,Space Center Houston,northamerica/unitedstates/texas/houston/space_center_houston,0.378,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Houston,candidate score 0.55 is below the 6.0 POI threshold
asia/china/zhejiang/hangzhou,Hangzhou,Hangzhou,21,79,see,Liyuan,0.55,candidate,has description; high-value type,,,Zhiweiguan,asia/china/zhejiang/hangzhou/zhiweiguan_restaurant,0.5,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Hangzhou,candidate score 0.55 is below the 6.0 POI threshold
europe/romania/hunedoara,Hunedoara,Hunedoara (city),6,20,do,Swim,0.55,candidate,has description; high-value type,,,Taverna Castelului,europe/romania/hunedoara/taverna_castelului,0.182,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Hunedoara_%28city%29,candidate score 0.55 is below the 6.0 POI threshold
asia/china/shandong_province/qingdao,Qingdao,Qingdao,12,108,do,Qingdao International Sea Cucumber Festival,0.55,candidate,has description; high-value type,,,Qingdao Museum,asia/china/shandong_province/qingdao/qingdao_museum,0.421,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Qingdao,candidate score 0.55 is below the 6.0 POI threshold
asia/thailand/surin_province/surin,Surin,Surin,6,21,see,Elephant Study Centre,0.55,candidate,has description; high-value type,,,Prasat Ta Muen Thom,asia/thailand/surin_province/surin/prasat_ta_muen,0.45,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Surin,candidate score 0.55 is below the 6.0 POI threshold
northamerica/unitedstates/maine/bar_harbor,Bar Harbor,Bar Harbor,17,78,do,Gorham Mtn.,0.55,candidate,has description; high-value type,,,Whale Watching,northamerica/unitedstates/maine/bar_harbor/whale_watching,0.417,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Bar_Harbor,candidate score 0.55 is below the 6.0 POI threshold
asia/vietnam/dalat,Dalat,Da Lat,13,41,see,Lake of Sorrow,0.55,candidate,has description; high-value type,,,Datanla Falls,asia/vietnam/dalat/datanla_falls,0.37,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Da_Lat,candidate score 0.55 is below the 6.0 POI threshold
southamerica/brazil/londrina,Londrina,Londrina,5,21,do,Calçadão,0.55,candidate,has description; high-value type,,,Lago Igapó Parks,southamerica/brazil/londrina/lago_igapo,0.261,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Londrina,candidate score 0.55 is below the 6.0 POI threshold
asia/india/tamilnadu/ooty,Ooty,Ooty,7,28,see,Shooting Point,0.55,candidate,has description; high-value type,,,Coonoor,asia/india/tamilnadu/ooty/coonoor,0.381,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ooty,candidate score 0.55 is below the 6.0 POI threshold
northamerica/canada/ontario/toronto,Toronto,Toronto,48,131,see,Saint Vincent and the Grenadines,0.55,candidate,has description; high-value type,,,Scotiabank Arena,northamerica/canada/ontario/toronto/scotiabank_arena,0.455,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Toronto,candidate score 0.55 is below the 6.0 POI threshold
asia/thailand/chiangmai,Chiang mai,Chiang Mai,37,236,see,"Chiang Khong - Huay Xai, Laos",0.55,candidate,has description; high-value type,,,Wat Chiang Man,asia/thailand/chiangmai/wat_chiang_man,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Chiang_Mai,candidate score 0.55 is below the 6.0 POI threshold
europe/unitedkingdom/england/south_east/ramsgate,Ramsgate,Ramsgate,6,29,see,"Empire Steam Tug ""Cervia""",0.55,candidate,has description; high-value type,,,The Grange and St Augustine's Church,europe/unitedkingdom/england/south_east/ramsgate/the_grange_pugin,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ramsgate,candidate score 0.55 is below the 6.0 POI threshold
