world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
asia/philippines/butuan,Butuan,Butuan,5,16,see,Butuan Regional Museum,0.89,candidate,has coordinates; has description; high-value type; strong travel term,8.95256,125.52698,Balangay Shrine Museum,asia/philippines/butuan/balangay_shrine_museum,0.455,3.947,1.868,needs_external_source,,https://en.wikivoyage.org/wiki/Butuan,Rejected as likely duplicate/alias of the existing National Museum of the Philippines - Butuan Branch POI.
southamerica/chile/calama,Calama,Calama,6,5,see,Memorial for '73 Disappeared,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-22.5336716,-68.7956924,Monumento Batalla de Topáter,southamerica/chile/calama/monumento_topater,0.308,13.594,15.665,needs_external_source,,https://en.wikivoyage.org/wiki/Calama,Rejected because the memorial is far from Calama and the provided placement is not high-confidence for the city page.
northamerica/unitedstates/california/shastacascade/redding,Redding,Redding,6,32,see,Pilgrim Congregational Church,0.89,candidate,has coordinates; has description; high-value type; strong travel term,40.583418,-122.412835,Turtle Bay Exploration Park,northamerica/unitedstates/california/shastacascade/redding/turtle_bay_exploration_park,0.321,3.24,1.817,needs_external_source,,https://en.wikivoyage.org/wiki/Redding,Rejected as a local congregation building with limited travel value for Redding.
asia/india/gujarat/morbi,Morbi,Morbi,4,15,see,Rafaleshwar Mahadev Temple,0.89,candidate,has coordinates; has description; high-value type; strong travel term,22.770197,70.901455,Mani Mandir,asia/india/gujarat/morbi/mani_mandir,0.27,8.222,3.703,needs_external_source,,https://en.wikivoyage.org/wiki/Morbi,Rejected as a local temple outside Morbi without enough broad travel value for a production POI.
northamerica/unitedstates/massachusetts/salem,Salem,Salem (Massachusetts),11,81,do,Fort Lee,0.89,candidate,has coordinates; has description; high-value type; strong travel term,42.5319,-70.8744,Proctor's Ledge Memorial,northamerica/unitedstates/massachusetts/salem/gallows_hill,0.375,2.101,1.841,needs_external_source,,https://en.wikivoyage.org/wiki/Salem_%28Massachusetts%29,Rejected as a minor/local fort site with limited independent travel value beside stronger Salem POIs.
asia/china/shandong_province/qingdao,Qingdao,Qingdao,12,108,do,Seafront walk,0.89,candidate,has coordinates; has description; high-value type; strong travel term,36.05199,120.38942,Protestant Church (Evangelical Church),asia/china/shandong_province/qingdao/protestant_church,0.333,1.342,1.907,needs_external_source,,https://en.wikivoyage.org/wiki/Qingdao,"Rejected because this is a vague activity/route, not a discrete POI suitable for a flat markdown page."
asia/china/guangdong/zhanjiang,Zhanjiang,Zhanjiang,4,34,see,Cunjin Bridge Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,21.272771,110.34818,Zhanjiang Mangrove National Nature Reserve,asia/china/guangdong/zhanjiang/zhanjiang_mangroves,0.3,41.442,9.712,needs_external_source,,https://en.wikivoyage.org/wiki/Zhanjiang,Rejected as a local city park below production threshold for Zhanjiang.
asia/bangladesh/chittagong,Chittagong,Chittagong,15,149,see,Shadhinata Complex,0.89,candidate,has coordinates; has description; high-value type; strong travel term,22.3758039,91.8485989,Sadarghat,asia/bangladesh/chittagong/sadarghat,0.444,5.414,4.895,needs_external_source,,https://en.wikivoyage.org/wiki/Chittagong,Rejected as a modern/local complex with weak travel signal for Chittagong.
northamerica/unitedstates/california/coronado,Coronado,Coronado (California),7,23,do,Sunset Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,32.6881,-117.1918,Silver Strand,northamerica/unitedstates/california/coronado/silver_strand,0.25,6.179,1.464,needs_external_source,,https://en.wikivoyage.org/wiki/Coronado_%28California%29,Rejected as a small local park below production threshold for Coronado.
europe/greece/kavala,Kavala,Kavala,14,95,see,Agios Silas Monastery,0.89,candidate,has coordinates; has description; high-value type; strong travel term,40.941,24.3769,Kavala Castle,europe/greece/kavala/kavala_castle,0.471,3.56,3.008,needs_external_source,,https://en.wikivoyage.org/wiki/Kavala,Rejected as a local monastery with weak travel value compared with existing Kavala sights.
northamerica/canada/ontario/stcatharines,St. Catharines,St. Catharines,12,62,do,Hike the Bruce Trail,0.89,candidate,has coordinates; has description; high-value type; strong travel term,43.124212,-79.243103,Meridian Centre,northamerica/canada/ontario/stcatharines/meridian_centre,0.387,3.516,3.756,needs_external_source,,https://en.wikivoyage.org/wiki/St._Catharines,"Rejected because the Bruce Trail is a broad route/activity, not a discrete St. Catharines POI."
asia/malaysia/johorbahru,Johor Bahru,Johor Bahru,8,205,see,Stulang Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,1.467698,103.779789,Sultan Abu Bakar State Mosque,asia/malaysia/johorbahru/sultan_abu_bakar_state_mosque,0.381,3.404,1.963,needs_external_source,,https://en.wikivoyage.org/wiki/Johor_Bahru,Rejected as a local beach/shore area with weak distinct travel value for Johor Bahru.
europe/azerbaijan/naxcivan/shusha,Shusha,Shusha,10,17,see,Zontik Waterfall,0.89,candidate,has coordinates; has description; high-value type; strong travel term,39.75689,46.76453,Ghazanchetsots Cathedral,europe/azerbaijan/naxcivan/shusha/ghazanchetsots_cathedral,0.5,1.437,1.345,needs_external_source,,https://en.wikivoyage.org/wiki/Shusha,Rejected because the waterfall could not be confidently corroborated as a stable visitor POI under Shusha.
europe/greece/kavala,Kavala,Kavala,14,95,do,Keramoti,0.89,candidate,has coordinates; has description; high-value type; strong travel term,40.855,24.686,Ammolofoi Beach,europe/greece/kavala/ammolofoi_beach,0.348,30.757,24.742,needs_external_source,,https://en.wikivoyage.org/wiki/Kavala,"Rejected because Keramoti is a separate settlement/day-trip area, not a Kavala POI."
africa/senegal/saintlouis,Saint-Louis,Saint-Louis,12,27,do,Plage de Sal Sal,0.89,candidate,has coordinates; has description; high-value type; strong travel term,16.0533,-16.5081,Guet N'Dar,africa/senegal/saintlouis/guet_ndar,0.435,2.959,3.92,needs_external_source,,https://en.wikivoyage.org/wiki/Saint-Louis,Rejected as a local beach lead with weak corroboration and limited distinct travel value.
northamerica/nicaragua/len,León,León (Nicaragua),12,79,see,Iglesia San Filipe,0.89,candidate,has coordinates; has description; high-value type; strong travel term,12.44212,-86.88066,Iglesia La Recolección,northamerica/nicaragua/len/iglesia_la_recoleccion,0.486,1.007,0.885,needs_external_source,,https://en.wikivoyage.org/wiki/Le%C3%B3n_%28Nicaragua%29,Rejected as a local church below production threshold for Leon.
