world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
asia/china/shandong_province/jinan,Jinan,Jinan,65,109,do,Shandong Acrobatics Troupe Theatre,0.74,candidate,has coordinates; has description; high-value type; strong travel term,36.6548,117.0444,Shandong Grand Theatre,asia/china/shandong_province/jinan/shandong_grand_theater,0.679,7.302,2.988,needs_external_source,,https://en.wikivoyage.org/wiki/Jinan,Reject: ordinary commercial entertainment/operator rather than a durable travel-worthy POI
europe/greece/meteora,Meteora,Meteora,8,10,see,St. Barbara of Roussanou,0.74,candidate,has coordinates; has description; high-value type; strong travel term,39.721431,21.631926,Monastery of Rousanou,europe/greece/meteora/monastery_of_rousanou,0.682,0.912,0.059,needs_external_source,,https://en.wikivoyage.org/wiki/Meteora,Reject: duplicate or near-duplicate of an existing World66 POI
asia/india/uttarpradesh/gorakhpur,Gorakhpur,Gorakhpur,15,29,do,Neer Nikunj Water Park,0.74,candidate,has coordinates; has description; high-value type; strong travel term,26.737,83.389,Nehru Park,asia/india/uttarpradesh/gorakhpur/nehru_park,0.562,3.035,8.079,needs_external_source,,https://en.wikivoyage.org/wiki/Gorakhpur,Reject: ordinary commercial entertainment/operator rather than a durable travel-worthy POI
asia/myanmar/ngapali,Ngapali,Ngapali,3,16,see,Black Sand Island,0.74,candidate,has coordinates; has description; high-value type; strong travel term,18.521387,94.250858,Boat Trips and Island Hopping,asia/myanmar/ngapali/boat_trips,0.609,12.408,12.007,needs_external_source,,https://en.wikivoyage.org/wiki/Ngapali,"Below threshold for this destination: minor, local-only, vague, or poorly differentiated from stronger existing POIs"
europe/denmark/aarhus,Aarhus,Aarhus,12,232,do,Moesgaard Beach,0.74,candidate,has coordinates; has description; high-value type; strong travel term,56.088612,10.248923,Moesgaard Museum,europe/denmark/aarhus/moesgaard_museum,0.71,1.445,7.13,needs_external_source,,https://en.wikivoyage.org/wiki/Aarhus,Rejected after review: does not clear POI acceptance rubric
asia/turkey/trabzon,Trabzon,Trabzon,5,75,see,İçkale Mosque,0.74,candidate,has coordinates; has description; high-value type; strong travel term,41.0008,39.7192,Fatih Mosque (Chrysokephalos),asia/turkey/trabzon/fatih_mosque,0.64,0.412,0.815,needs_external_source,,https://en.wikivoyage.org/wiki/Trabzon,Rejected after review: does not clear POI acceptance rubric
asia/china/gansu/dunhuang,Dunhuang,Dunhuang,14,18,see,Playing Pipa Statue,0.74,candidate,has coordinates; has description; high-value type; strong travel term,40.141315028698244,94.66369365274643,Reservation Square and the Pipa Statue,asia/china/gansu/dunhuang/reservation_square,0.615,0.385,0.251,needs_external_source,,https://en.wikivoyage.org/wiki/Dunhuang,"Reject: duplicate, alias, or unclear listing already covered by nearby existing POI"
europe/serbia/novisad,Novi Sad,Novi Sad,18,42,see,Kamenički park,0.74,candidate,has coordinates; has description; high-value type; strong travel term,45.228422,19.8485385,Danube Park,europe/serbia/novisad/danube_park,0.56,2.995,4.459,needs_external_source,,https://en.wikivoyage.org/wiki/Novi_Sad,"Below threshold for this destination: minor, local-only, vague, or poorly differentiated from stronger existing POIs"
asia/indonesia/irianjaya/sorong,Sorong,Sorong,6,13,see,Matan Island,0.74,candidate,has coordinates; has description; high-value type; strong travel term,-0.956187,131.148062,Doom Island,asia/indonesia/irianjaya/sorong/doom_island,0.696,12.457,15.7,needs_external_source,,https://en.wikivoyage.org/wiki/Sorong,"Below threshold for this destination: minor, local-only, vague, or poorly differentiated from stronger existing POIs"
asia/india/tamilnadu/kanya_kumari,Kanyakumari,Kanyakumari,4,14,see,Kamarajar Mani Mantapa Monument,0.74,candidate,has coordinates; has description; high-value type; strong travel term,8.078951,77.549086,Sunrise and Sunset Beaches,asia/india/tamilnadu/kanya_kumari/sunrise_sunset_beach,0.611,0.389,0.393,needs_external_source,,https://en.wikivoyage.org/wiki/Kanyakumari,"Below threshold for this destination: minor, local-only, vague, or poorly differentiated from stronger existing POIs"
