world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/unitedkingdom/england/south_east/brighton,Brighton,Brighton,15,141,see,Jewel Cars,0.51,candidate,high-value type; has external URL,,,The Lanes,europe/unitedkingdom/england/south_east/brighton/the_lanes,0.4,,,missing_coordinates; has_external_url,https://jewelcars.co.uk,https://en.wikivoyage.org/wiki/Brighton,candidate score 0.51 is below the 6.0 POI threshold
asia/taiwan/taipei,Taipei,Taipei,105,91,see,France: Bureau Français de Taipei,0.51,candidate,high-value type; has external URL,,,Red House Bar District,asia/taiwan/taipei/red_house_gay_district,0.431,,,missing_coordinates; has_external_url,http://www.france-taipei.org,https://en.wikivoyage.org/wiki/Taipei,candidate score 0.51 is below the 6.0 POI threshold
asia/china/beijing,Beijing,Beijing,50,94,see,Qatar,0.51,candidate,high-value type; has external URL,,,Yuyuantan Park,asia/china/beijing/yuyuantan_park,0.421,,,missing_coordinates; has_external_url,https://beijing.embassy.qa/en,https://en.wikivoyage.org/wiki/Beijing,candidate score 0.51 is below the 6.0 POI threshold
australiaandpacific/newzealand/south_island/marlborough/picton,Picton,Picton (New Zealand),10,27,do,Overture Luxury Charters,0.51,candidate,high-value type; has external URL,,,Queen Charlotte Track,australiaandpacific/newzealand/south_island/marlborough/picton/queen_charlotte_track,0.444,,,missing_coordinates; has_external_url,http://www.overture-charters.co.nz/,https://en.wikivoyage.org/wiki/Picton_%28New_Zealand%29,candidate score 0.51 is below the 6.0 POI threshold
europe/italy/molise/termoli,Termoli,Termoli,7,23,see,Autolinee Lariviera,0.51,candidate,high-value type; has external URL,,,Termoli Cathedral,europe/italy/molise/termoli/termoli_cathedral,0.5,,,missing_coordinates; has_external_url,http://www.lariverabus.it/,https://en.wikivoyage.org/wiki/Termoli,candidate score 0.51 is below the 6.0 POI threshold
southamerica/colombia/bogota,Bogota,Bogotá,58,52,see,🇷🇺 Russia,0.51,candidate,high-value type; has external URL,,,Usaquén,southamerica/colombia/bogota/usaquen,0.462,,,missing_coordinates; has_external_url,http://russianembassies.com,https://en.wikivoyage.org/wiki/Bogot%C3%A1,candidate score 0.51 is below the 6.0 POI threshold
europe/unitedkingdom/england/london,London,London,76,205,see,Chile,0.51,candidate,high-value type; has external URL,,,Brick Lane,europe/unitedkingdom/england/london/brick_lane,0.4,,,missing_coordinates; has_external_url,http://chileabroad.gov.cl/reino-unido/,https://en.wikivoyage.org/wiki/London,candidate score 0.51 is below the 6.0 POI threshold
asia/turkey/ankara,Ankara,Ankara,13,116,see,Ireland,0.51,candidate,high-value type; has external URL,,,Trilye Restaurant,asia/turkey/ankara/trilye_restaurant,0.417,,,missing_coordinates; has_external_url,https://www.dfa.ie/irish-embassy/turkey/,https://en.wikivoyage.org/wiki/Ankara,candidate score 0.51 is below the 6.0 POI threshold
northamerica/unitedstates/florida/miami,Miami,Miami,57,70,see,Bolivia,0.51,candidate,high-value type; has external URL,,,Wolfsonian-FIU,northamerica/unitedstates/florida/miami/wolfsonian,0.381,,,missing_coordinates; has_external_url,https://consulados.cancilleria.gob.bo/miami/,https://en.wikivoyage.org/wiki/Miami,candidate score 0.51 is below the 6.0 POI threshold
asia/israel/telaviv,Tel Aviv,Tel Aviv,57,55,see,Panama,0.51,candidate,high-value type; has external URL,,,Gan HaGat (Wine Press Garden),asia/israel/telaviv/gan_hagat,0.533,,,missing_coordinates; has_external_url,http://www.panamaembassy.org.il,https://en.wikivoyage.org/wiki/Tel_Aviv,candidate score 0.51 is below the 6.0 POI threshold
asia/turkey/ankara,Ankara,Ankara,13,116,see,Mexico,0.51,candidate,high-value type; has external URL,,,Aslanhane Mosque,asia/turkey/ankara/aslanhane_mosque,0.182,,,missing_coordinates; has_external_url,https://embamex.sre.gob.mx/turquia/,https://en.wikivoyage.org/wiki/Ankara,candidate score 0.51 is below the 6.0 POI threshold
northamerica/unitedstates/california/sandiego,San Diego,San Diego,58,25,see,La Jolla Village Information Center,0.51,candidate,high-value type; has external URL,,,Cabrillo National Monument,northamerica/unitedstates/california/sandiego/cabrillo_national_monument,0.483,,,missing_coordinates; has_external_url,http://www.sandiego.org,https://en.wikivoyage.org/wiki/San_Diego,candidate score 0.51 is below the 6.0 POI threshold
northamerica/unitedstates/massachusetts/boston,Boston,Boston,64,72,see,Republic of Korea,0.51,candidate,high-value type; has external URL,,,Boston Public Library,northamerica/unitedstates/massachusetts/boston/boston_public_library,0.474,,,missing_coordinates; has_external_url,http://overseas.mofa.go.kr/us-boston-en/index.do,https://en.wikivoyage.org/wiki/Boston,candidate score 0.51 is below the 6.0 POI threshold
