world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
asia/china/guangdong/zhaoqing,Zhaoqing,Zhaoqing,4,13,see,Baogong temple,0.59,candidate,has description; high-value type; strong travel term,,,Zhaoqing Zongzi (Wrapped Rice Dumplings),asia/china/guangdong/zhaoqing/zhaoqing_zongzi,0.345,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Zhaoqing,candidate score 0.59 is below the 6.0 POI threshold
northamerica/mexico/cozumel,Cozumel,Cozumel,15,49,do,Deep Sea Fishing,0.59,candidate,has description; high-value type; strong travel term,,,Woody's Bar and Grill,northamerica/mexico/cozumel/woody_bar,0.324,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Cozumel,candidate score 0.59 is below the 6.0 POI threshold
europe/poland/lodz,Łódź,Łódź,7,114,see,Józef Piłsudski Park,0.59,candidate,has description; high-value type; strong travel term,,,Izrael Poznański Palace,europe/poland/lodz/izreal_poznaski_palace,0.512,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/%C5%81%C3%B3d%C5%BA,candidate score 0.59 is below the 6.0 POI threshold
northamerica/unitedstates/michigan/annarbor,Ann Arbor,Ann Arbor,18,178,do,Kensington Beach,0.59,candidate,has description; high-value type; strong travel term,,,Nickels Arcade,northamerica/unitedstates/michigan/annarbor/nickels_arcade,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ann_Arbor,candidate score 0.59 is below the 6.0 POI threshold
northamerica/unitedstates/newmexico/santafe,Santa Fe,Santa Fe (New Mexico),34,136,do,Farolito Walk,0.59,candidate,has description; high-value type; strong travel term,,,Loretto Chapel,northamerica/unitedstates/newmexico/santafe/loretto_chapel,0.444,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Santa_Fe_%28New_Mexico%29,candidate score 0.59 is below the 6.0 POI threshold
asia/thailand/huahin,Hua Hin,Hua Hin,41,98,see,Tham Sai,0.59,candidate,has description; high-value type; strong travel term,,,Khao Takiab (Chopstick Hill),asia/thailand/huahin/khao_takiab_hill,0.526,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Hua_Hin,candidate score 0.59 is below the 6.0 POI threshold
europe/greece/florina,Florina,Florina,3,6,see,Archaeological Museum of Florina,0.59,candidate,has description; high-value type; strong travel term,,,Prespa Lakes National Park,europe/greece/florina/prespa_lakes,0.276,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Florina,candidate score 0.59 is below the 6.0 POI threshold
asia/thailand/kohphiphi,Koh Phi Phi,Ko Phi Phi,8,70,see,Laem Thong,0.59,candidate,has description; high-value type; strong travel term,,,Long Beach (Ao Rantee),asia/thailand/kohphiphi/long_beach,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ko_Phi_Phi,candidate score 0.59 is below the 6.0 POI threshold
asia/china/zhejiang/ningbo,Ningbo,Ningbo,50,112,see,Modern Art Gallery,0.59,candidate,has description; high-value type; strong travel term,,,Laojie (Old Commercial Street) Area,asia/china/zhejiang/ningbo/xihu_old_street,0.414,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ningbo,candidate score 0.59 is below the 6.0 POI threshold
europe/macedonia/ohrid,Ohrid,Ohrid,13,52,do,Ljubaništa beach,0.59,candidate,has description; high-value type; strong travel term,,,Ancient Theatre,europe/macedonia/ohrid/ancient_theatre,0.452,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ohrid,candidate score 0.59 is below the 6.0 POI threshold
asia/india/madhyapradesh/khajuraho,Khajuraho,Khajuraho,8,34,see,Light and Sound Show at Western group of temples,0.59,candidate,has description; high-value type; strong travel term,,,Khajuraho Group of Monuments,asia/india/madhyapradesh/khajuraho/khajuraho_group_of_monuments,0.474,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Khajuraho,candidate score 0.59 is below the 6.0 POI threshold
northamerica/nicaragua/granada,Granada,Granada (Nicaragua),11,15,see,Granada Cathedral,0.59,candidate,has description; high-value type; strong travel term,,,Museo de Granada,northamerica/nicaragua/granada/museo_granada,0.467,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Granada_%28Nicaragua%29,candidate score 0.59 is below the 6.0 POI threshold
asia/india/kerala/kozhikode,Kozhikode,Kozhikode,12,107,do,Park Walk,0.59,candidate,has description; high-value type; strong travel term,,,Kappad Beach,asia/india/kerala/kozhikode/kappad_beach,0.381,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kozhikode,candidate score 0.59 is below the 6.0 POI threshold
southamerica/brazil/recife,Recife,Recife,34,154,see,Santíssimo Sacramento - Matriz de Santo Antônio,0.59,candidate,has description; high-value type; strong travel term,,,Santo Antônio,southamerica/brazil/recife/santo_antonio,0.473,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Recife,candidate score 0.59 is below the 6.0 POI threshold
asia/india/bihar/bhagalpur,Bhagalpur,Bhagalpur,5,11,see,The Jain temple at Nathnagar,0.59,candidate,has description; high-value type; strong travel term,,,Budhanath Temple,asia/india/bihar/bhagalpur/budhanath_temple,0.45,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Bhagalpur,candidate score 0.59 is below the 6.0 POI threshold
australiaandpacific/australia/queensland/townsville,Townsville,Townsville,7,65,see,Paluma,0.59,candidate,has description; high-value type; strong travel term,,,Reef HQ Aquarium,australiaandpacific/australia/queensland/townsville/reef_hq_aquarium,0.273,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Townsville,candidate score 0.59 is below the 6.0 POI threshold
europe/germany/lowersaxony/goettingen,Göttingen,Göttingen,16,37,do,Deutsches Theater,0.59,candidate,has description; high-value type; strong travel term,,,Alter Botanischer Garten,europe/germany/lowersaxony/goettingen/alter_botanischer_garten,0.439,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/G%C3%B6ttingen,candidate score 0.59 is below the 6.0 POI threshold
europe/germany/northrhinewestphalia/duisburg,Duisburg,Duisburg,8,22,see,Old Market archaeological zone,0.59,candidate,has description; high-value type; strong travel term,,,Brücke der Solidarität,europe/germany/northrhinewestphalia/duisburg/bruecke_der_solidaritaet,0.385,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Duisburg,candidate score 0.59 is below the 6.0 POI threshold
europe/unitedkingdom/wales/swansea,Swansea,Swansea,33,323,do,The Promenade Trail,0.59,candidate,has description; high-value type; strong travel term,,,Kardomah Cafe,europe/unitedkingdom/wales/swansea/kardomah_cafe,0.429,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Swansea,candidate score 0.59 is below the 6.0 POI threshold
northamerica/mexico/puertoescondido,Puerto Escondido,Puerto Escondido,11,40,do,Lagunas de Chacahua National Park,0.59,candidate,has description; high-value type; strong travel term,,,Laguna de Manialtepec,northamerica/mexico/puertoescondido/laguna_de_manialtepec,0.542,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Puerto_Escondido,candidate score 0.59 is below the 6.0 POI threshold
asia/india/karnataka/mysore,Mysore,Mysore,14,82,see,Buddha Temple,0.59,candidate,has description; high-value type; strong travel term,,,Jaganmohan Palace,asia/india/karnataka/mysore/jaganmohan_palace,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Mysore,candidate score 0.59 is below the 6.0 POI threshold
southamerica/brazil/blumenal,Blumenau,Blumenau,6,16,see,Museum of the Colonial Family,0.59,candidate,has description; high-value type; strong travel term,,,Museu da Cerveja,southamerica/brazil/blumenal/museu_da_cerveja,0.439,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Blumenau,candidate score 0.59 is below the 6.0 POI threshold
asia/india/tamilnadu/coimbatore,Coimbatore,Coimbatore,7,30,see,Anjeneyar Kovil,0.59,candidate,has description; high-value type; strong travel term,,,Anamalai Tiger Reserve,asia/india/tamilnadu/coimbatore/anamalai_tiger_reserve,0.324,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Coimbatore,candidate score 0.59 is below the 6.0 POI threshold
africa/algeria/annaba,Annaba,Annaba,4,5,do,Beaches,0.59,candidate,has description; high-value type; strong travel term,,,Hippo Regius,africa/algeria/annaba/hippo_regius,0.316,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Annaba,candidate score 0.59 is below the 6.0 POI threshold
europe/germany/bavaria/ingolstadt,Ingolstadt,Ingolstadt,8,44,see,Regensburg,0.59,candidate,has description; high-value type; strong travel term,,,Kreuztor,europe/germany/bavaria/ingolstadt/kreuztor,0.444,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ingolstadt,candidate score 0.59 is below the 6.0 POI threshold
