world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
northamerica/mexico/sanluispotosi,San Luis Potosí,San Luis Potosi,15,51,do,Mexquitic de Carmona,0.77,candidate,has coordinates; high-value type,22.2661438,-101.1107243,Templo del Carmen,northamerica/mexico/sanluispotosi/templo_del_carmen,0.467,19.014,17.743,needs_external_source,,https://en.wikivoyage.org/wiki/San_Luis_Potosi,separate town outside the parent city rather than a POI
asia/india/punjab/patiala,Patiala,Patiala,4,38,do,Dhillon's Fun-World,0.77,candidate,has coordinates; high-value type,30.302043,76.424569,Qila Mubarak,asia/india/punjab/patiala/qila_mubarak,0.323,3.366,13.146,needs_external_source,,https://en.wikivoyage.org/wiki/Patiala,local amusement park with weak travel signal for Patiala
europe/russia/ural/ekaterinburg,Ekaterinburg,Yekaterinburg,11,72,see,Botanicheskaya,0.77,candidate,has coordinates; high-value type,56.7925,60.64028,Keyboard Monument,europe/russia/ural/ekaterinburg/keyboard_monument,0.323,4.852,5.622,needs_external_source,,https://en.wikivoyage.org/wiki/Yekaterinburg,ordinary district or metro-area label rather than a discrete travel POI
asia/china/shandong_province/rizhao,Rizhao,Rizhao,6,52,see,Rizhao Public Security Bureau,0.77,candidate,has coordinates; high-value type,35.43107,119.52455,Rizhao Museum,asia/china/shandong_province/rizhao/rizhao_museum,0.524,1.714,1.714,needs_external_source,,https://en.wikivoyage.org/wiki/Rizhao,civic office and not a traveler-facing POI
asia/iran/persepolis,Persepolis,Persepolis,0,17,see,The Great Staircase,0.77,candidate,has coordinates; high-value type,29.93606,52.88867,,,0.0,,0.192,needs_external_source,,https://en.wikivoyage.org/wiki/Persepolis,sub-feature of the Persepolis archaeological complex already represented by stronger palace/gate POIs
europe/hungary/debrecen,Debrecen,Debrecen,17,130,see,Roman Catholic Chapel in the Cemetery,0.77,candidate,has coordinates; high-value type,47.55469,21.64787,Grand Hotel Aranybika,europe/hungary/debrecen/grand_hotel_aranybika,0.407,3.232,3.066,needs_external_source,,https://en.wikivoyage.org/wiki/Debrecen,minor cemetery chapel with weak travel signal
europe/germany/saxony/hoyerswerda,Hoyerswerda,Hoyerswerda,3,17,see,Altes Rathaus,0.77,candidate,has coordinates; high-value type,51.4392,14.2433,Lausitzer Seenland,europe/germany/saxony/hoyerswerda/lausitzer_seenland,0.258,6.001,0.806,needs_external_source,,https://en.wikivoyage.org/wiki/Hoyerswerda,ordinary local town hall with insufficient destination-level travel signal
europe/ireland/sligo,Sligo,Sligo,17,38,see,Abbeyquarter Passage Tomb,0.77,candidate,has coordinates; high-value type,54.2697,-8.4608,The Model,europe/ireland/sligo/the_model,0.537,0.463,0.967,needs_external_source,,https://en.wikivoyage.org/wiki/Sligo,minor/unlocated megalithic lead with stronger nearby Sligo archaeology already covered
europe/unitedkingdom/england/newcastle_and_north_east/northumberland/berwickontweed,Berwick-upon-Tweed,Berwick-upon-Tweed,6,14,see,The Border,0.77,candidate,has coordinates; high-value type,55.8066,-2.0435,The Loovre,europe/unitedkingdom/england/newcastle_and_north_east/northumberland/berwickontweed/the_loovre,0.5,4.85,4.882,needs_external_source,,https://en.wikivoyage.org/wiki/Berwick-upon-Tweed,vague regional boundary rather than a discrete POI
europe/france/corsica/corte,Corte,Corte,7,8,do,Richiusa,0.77,candidate,has coordinates; high-value type,42.1005,9.0643,The Citadel,europe/france/corsica/corte/citadel,0.4,23.993,23.87,needs_external_source,,https://en.wikivoyage.org/wiki/Corte,far canyoning area better treated as a specialist excursion than a Corte POI
