world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/france/aquitaine/saintes,Saintes,Saintes,6,93,see,Protestant church of Saintes,0.89,candidate,has coordinates; has description; high-value type; strong travel term,45.7472,-0.6377,Musée Archéologique,europe/france/aquitaine/saintes/musee_archeologique,0.538,0.462,0.433,needs_external_source,,https://en.wikivoyage.org/wiki/Saintes,Rejected: local church with limited standalone travel value beside Saintes’ Roman and major ecclesiastical sights.
europe/hungary/esztergom,Esztergom,Esztergom,6,86,see,Monastery ruins of Kesztölc,0.89,candidate,has coordinates; has description; high-value type; strong travel term,47.7022,18.833,Royal Palace Ruins,europe/hungary/esztergom/royal_palace_ruins,0.356,12.966,11.587,needs_external_source,,https://en.wikivoyage.org/wiki/Esztergom,Rejected: far from Esztergom and belongs to Kesztolc/Pilis area rather than the assigned destination.
asia/myanmar/bagan,Bagan,Bagan,15,57,see,Pagoda Ruins (Viewpoint),0.89,candidate,has coordinates; has description; high-value type; strong travel term,21.14466,94.853923,Shwezigon Pagoda,asia/myanmar/bagan/shwezigon_pagoda,0.429,5.301,3.044,needs_external_source,,https://en.wikivoyage.org/wiki/Bagan,Rejected: vague Bagan lead and likely overlaps the broader pagoda landscape rather than a distinct named POI.
southamerica/brazil/ilhabela,Ilhabela,Ilhabela,11,26,see,Siriúba,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-23.7548083,-45.3504123,Praia do Jabaquara,southamerica/brazil/ilhabela/praia_do_jabaquara,0.4,6.204,7.121,needs_external_source,,https://en.wikivoyage.org/wiki/Ilhabela,Rejected: beach/neighbourhood lead is weaker than Ilhabela’s existing beach POIs and not clearly distinct enough.
asia/china/henan_province/yuzhou,Yuzhou,Yuzhou,4,48,do,Lianhua Mountain Taoist Temple,0.89,candidate,has coordinates; has description; high-value type; strong travel term,34.125,113.461,Yuwang Temple,asia/china/henan_province/yuzhou/yuwang_temple,0.419,3.115,3.115,needs_external_source,,https://en.wikivoyage.org/wiki/Yuzhou,Rejected: limited corroboration and weaker travel value than Yuzhou’s established kiln and old-town sights.
asia/thailand/kohlanta,Koh Lanta,Ko Lanta,7,40,see,Kor Kwang,0.89,candidate,has coordinates; has description; high-value type; strong travel term,7.6456,99.0219,Ko Rok Islands,asia/thailand/kohlanta/ko_rok,0.522,45.691,8.371,needs_external_source,,https://en.wikivoyage.org/wiki/Ko_Lanta,Rejected: local beach lead with weak standalone value compared with Ko Lanta’s stronger island/beach coverage.
asia/india/assam/guwahati,Guwahati,Guwahati,24,59,do,Saraighat War Memorial Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,26.19078,91.64323,Navagraha Temple,asia/india/assam/guwahati/navagraha_temple,0.419,12.17,11.105,needs_external_source,,https://en.wikivoyage.org/wiki/Guwahati,Rejected: distant memorial park below threshold compared with Guwahati’s stronger cultural and river sights.
asia/china/hunan/mount_heng,Mount Heng,Mount Heng (Hunan),5,9,see,Grand Temple of Mount Heng,0.89,candidate,has coordinates; has description; high-value type; strong travel term,27.2489,112.7285,Xuandu Temple,asia/china/hunan/mount_heng/xuandu_temple,0.513,3.857,7.294,needs_external_source,,https://en.wikivoyage.org/wiki/Mount_Heng_%28Hunan%29,Rejected: duplicate of existing Nanyue Damiao (Grand Temple) POI under Mount Heng.
asia/china/hunan/hengyang,Hengyang,Hengyang,4,29,see,West Lake Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,26.9137,112.6007,Huiyan Peak,asia/china/hunan/hengyang/huiyan_peak,0.4,4.182,2.397,needs_external_source,,https://en.wikivoyage.org/wiki/Hengyang,Rejected: local urban park below threshold beside Hengyang’s existing historic academies and peaks.
northamerica/unitedstates/georgia/fortoglethorpe,Fort Oglethorpe,Fort Oglethorpe (Georgia),2,7,see,Walker County Regional Heritage Museum,0.89,candidate,has coordinates; has description; high-value type; strong travel term,34.87171,-85.2907,6th Cavalry Museum,northamerica/unitedstates/georgia/fortoglethorpe/6th_cavalry_museum,0.429,9.42,9.625,needs_external_source,,https://en.wikivoyage.org/wiki/Fort_Oglethorpe_%28Georgia%29,Rejected: located away from Fort Oglethorpe and weaker than existing battlefield/cavalry heritage POIs.
africa/senegal/dakar,Dakar,Dakar,26,53,do,Plage de l'Anse Bernard,0.89,candidate,has coordinates; has description; high-value type; strong travel term,14.65679,-17.43375,Place de l'Indépendance,africa/senegal/dakar/place_de_lindependance,0.5,1.626,4.35,needs_external_source,,https://en.wikivoyage.org/wiki/Dakar,Rejected: did not clear the high-confidence travel-worthy threshold for this destination.
europe/russia/irkutsk,Irkutsk,Irkutsk,10,66,see,Neokesariyskovo Gregory Church,0.89,candidate,has coordinates; has description; high-value type; strong travel term,52.28609,104.26989,Irkutsk Regional Museum,europe/russia/irkutsk/regional_museum,0.377,0.912,0.755,needs_external_source,,https://en.wikivoyage.org/wiki/Irkutsk,Rejected: name/location could not be confidently resolved to a publishable Irkutsk POI.
asia/china/gansu/linxia,Linxia,Linxia,7,7,see,Emperors Birthday Temple,0.89,candidate,has coordinates; has description; high-value type; strong travel term,35.6031,103.1958,South Gate Mosque (Nanguan Mosque),asia/china/gansu/linxia/south_gate_mosque,0.39,4.199,2.039,needs_external_source,,https://en.wikivoyage.org/wiki/Linxia,Rejected: likely duplicate/alias of existing Wanshou Guan temple coverage in Linxia.
asia/taiwan/torokogorge,Taroko Gorge,Taroko Gorge,9,23,see,Cave of Water Curtains / Baiyang Trail,0.89,candidate,has coordinates; has description; high-value type; strong travel term,24.185664,121.489157,Baiyang Waterfall Trail,asia/taiwan/torokogorge/baiyang_waterfall,0.441,6.163,13.381,needs_external_source,,https://en.wikivoyage.org/wiki/Taroko_Gorge,Rejected: duplicate of existing Baiyang Waterfall Trail coverage in Taroko Gorge.
northamerica/unitedstates/florida/northeastflorida/jacksonville,Jacksonville,Jacksonville,47,108,see,Theodore Roosevelt Area,0.89,candidate,has coordinates; has description; high-value type; strong travel term,30.37056,-81.48501,Black Sheep Restaurant,northamerica/unitedstates/florida/northeastflorida/jacksonville/black_sheep,0.444,19.321,17.309,needs_external_source,,https://en.wikivoyage.org/wiki/Jacksonville,Rejected: overlaps Timucuan preserve coverage and is not distinct enough for a separate Jacksonville POI here.
