world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
asia/china/hubei/enshi,Enshi,Enshi,4,42,see,Seven sisters mountain,0.55,candidate,has coordinates; high-value type,29.901111,110.47368,Enshi Yulu Tea,asia/china/hubei/enshi/enshi_yulu_tea,0.389,103.397,103.397,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Enshi,candidate score 0.55 is below the 6.0 POI threshold
asia/oman/muscat,Muscat,Muscat,24,152,see,ABC,0.55,candidate,has description; high-value type,,,Jabrin Castle,asia/oman/muscat/jabrin_castle,0.375,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Muscat,candidate score 0.55 is below the 6.0 POI threshold
asia/china/gansu/zhangye,Zhangye,Zhangye,3,22,see,Zhangye Shanxi Guild Hall,0.55,candidate,has description; high-value type,,,Zhangye City Museum,asia/china/gansu/zhangye/zhangye_museum,0.5,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Zhangye,candidate score 0.55 is below the 6.0 POI threshold
europe/switzerland/stmoritz,St. Moritz,St. Moritz,13,26,do,Fuorcla Surlej,0.55,candidate,has description; high-value type,,,Muottas Muragl,europe/switzerland/stmoritz/muottas_muragl,0.5,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/St._Moritz,candidate score 0.55 is below the 6.0 POI threshold
asia/china/sichuanprovince/leshan,Leshan,Leshan,4,18,see,Old City Walls,0.55,candidate,has description; high-value type,,,Lingyun Mountain,asia/china/sichuanprovince/leshan/lingyun_mountain,0.333,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Leshan,candidate score 0.55 is below the 6.0 POI threshold
asia/lebanon/baalbek,Baalbek,Baalbek,6,6,do,Hajar al-Hubla,0.55,candidate,has description; high-value type,,,Baalbeck International Festival,asia/lebanon/baalbek/baalbeck_festival,0.311,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Baalbek,candidate score 0.55 is below the 6.0 POI threshold
asia/kuwait/kuwaitcity,Kuwait City,Kuwait City,11,21,see,Old Ships Port,0.55,candidate,has description; high-value type,,,Al Shaheed Park,asia/kuwait/kuwaitcity/al_shaheed_park,0.483,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kuwait_City,candidate score 0.55 is below the 6.0 POI threshold
asia/china/liaoning/shenyang,Shenyang,Shenyang,6,59,do,Baiqingzhai Ski Field,0.55,candidate,has description; high-value type,,,Shenyang Imperial Palace (Mukden Palace),asia/china/liaoning/shenyang/shenyang_imperial_palace,0.311,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Shenyang,candidate score 0.55 is below the 6.0 POI threshold
asia/india/rajasthan/udaipur,Udaipur,Udaipur,47,77,do,Udaipur Ropeway,0.55,candidate,has description; high-value type,,,Karni Mata Temple and Ropeway,asia/india/rajasthan/udaipur/karni_mata_temple,0.455,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Udaipur,candidate score 0.55 is below the 6.0 POI threshold
northamerica/mexico/playadelcarmen,Playa del Carmen,Playa del Carmen,9,56,do,Cenote Dive Center,0.55,candidate,has description; high-value type,,,Cenote Diving and Snorkelling,northamerica/mexico/playadelcarmen/cenotes,0.511,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Playa_del_Carmen,candidate score 0.55 is below the 6.0 POI threshold
asia/india/westbengal/kalimpong,Kalimpong,Kalimpong,8,20,see,Tashi Takgye,0.55,candidate,has description; high-value type,,,Teesta River Rafting,asia/india/westbengal/kalimpong/teesta_rafting,0.25,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kalimpong,candidate score 0.55 is below the 6.0 POI threshold
southamerica/chile/puntaarenas,Punta Arenas,Punta Arenas,28,58,do,Winter carnival,0.55,candidate,has description; high-value type,,,In Patagonia,southamerica/chile/puntaarenas/in_patagonia,0.519,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Punta_Arenas,candidate score 0.55 is below the 6.0 POI threshold
europe/norway/voss,Voss,Voss,7,21,see,Finnesloftet,0.55,candidate,has description; high-value type,,,Ekstremsportveko,europe/norway/voss/ekstremsportveko,0.357,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Voss,candidate score 0.55 is below the 6.0 POI threshold
asia/china/gansu/xiahe,Xiahe,Xiahe,5,13,do,Hike in the hills,0.55,candidate,has description; high-value type,,,Momo Dumplings,asia/china/gansu/xiahe/momo_dumplings,0.296,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Xiahe,candidate score 0.55 is below the 6.0 POI threshold
asia/myanmar/yangon,Yangon,Yangon,21,140,see,The Pagoda Platform,0.55,candidate,has description; high-value type,,,Sule Pagoda,asia/myanmar/yangon/sule_pagoda,0.462,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Yangon,candidate score 0.55 is below the 6.0 POI threshold
australiaandpacific/australia/newsouthwales/sydney,Sydney,Sydney,47,43,see,New Year's Eve,0.55,candidate,has description; high-value type,,,Carlo's Place,australiaandpacific/australia/newsouthwales/sydney/carlosplace,0.444,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Sydney,candidate score 0.55 is below the 6.0 POI threshold
northamerica/unitedstates/texas/plano,Plano,Plano,4,18,do,Harper's sport court,0.55,candidate,has description; high-value type,,,Heritage Farmstead Museum,northamerica/unitedstates/texas/plano/heritage_farmstead_museum,0.311,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Plano,candidate score 0.55 is below the 6.0 POI threshold
europe/italy/tuscany/cortona,Cortona,Cortona,18,30,see,Palazzo Ferretti,0.55,candidate,has description; high-value type,,,Parterre,europe/italy/tuscany/cortona/parterre_gardens,0.5,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Cortona,candidate score 0.55 is below the 6.0 POI threshold
northamerica/unitedstates/california/burbank,Burbank,Burbank,6,15,do,Television show tapings,0.55,candidate,has description; high-value type,,,Walt Disney Studios Campus,northamerica/unitedstates/california/burbank/walt_disney_studios,0.367,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Burbank,candidate score 0.55 is below the 6.0 POI threshold
northamerica/canada/ontario/embrun,Embrun,Embrun (Ontario),2,7,do,Festival de la Curd,0.55,candidate,has description; high-value type,,,Things to do,northamerica/canada/ontario/embrun/things_to_do,0.32,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Embrun_%28Ontario%29,candidate score 0.55 is below the 6.0 POI threshold
