world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
asia/tajikistan/khojend,Khujand,Khujand,6,27,see,Nur-i Islom Mosque,0.81,candidate,has coordinates; high-value type; strong travel term,40.3034,69.6275,Sheikh Muslihiddin Mosque (Friday Mosque),asia/tajikistan/khojend/friday_mosque,0.512,2.087,2.819,needs_external_source,,https://en.wikivoyage.org/wiki/Khujand,ordinary local mosque; existing Khujand mosque POI is the stronger travel sight
europe/serbia/zlatibor,Zlatibor,Zlatibor,13,14,see,Open air Old Village Museum,0.81,candidate,has coordinates; high-value type; strong travel term,43.68893,19.88001,Sirogojno Village,europe/serbia/zlatibor/sirogojno_village,0.5,16.031,21.577,needs_external_source,,https://en.wikivoyage.org/wiki/Zlatibor,duplicate or near-duplicate of existing Sirogojno Village POI
asia/bangladesh/chittagong,Chittagong,Chittagong,15,149,do,Chittagong Shishu Park,0.81,candidate,has coordinates; high-value type; strong travel term,22.3475918,91.8240624,Ethnological Museum,asia/bangladesh/chittagong/ethnological_museum,0.548,0.452,1.87,needs_external_source,,https://en.wikivoyage.org/wiki/Chittagong,local amusement park with weak travel value
asia/kazakhstan/ustkamenogorsk,Ust-Kamenogorsk,Ust-Kamenogorsk,8,6,see,Ethnography Museum,0.81,candidate,has coordinates; high-value type; strong travel term,49.9471,82.6192,East Kazakhstan Regional Museum,asia/kazakhstan/ustkamenogorsk/east_kazakhstan_regional_museum,0.408,0.602,0.611,needs_external_source,,https://en.wikivoyage.org/wiki/Ust-Kamenogorsk,likely duplicate or alias of existing East Kazakhstan Regional Museum POI
europe/channelislands/alderney,Alderney,Alderney,6,9,see,Raz Island,0.81,candidate,has coordinates; high-value type; strong travel term,49.719,-2.167,Alderney Railway,europe/channelislands/alderney/alderney_railway,0.385,2.375,2.144,needs_external_source,,https://en.wikivoyage.org/wiki/Alderney,small unserviced island; weak visitor POI for Alderney
asia/tajikistan/dushanbe,Dushanbe,Dushanbe,50,46,do,Youth Theatre named after M. Vahidova,0.81,candidate,has coordinates; high-value type; strong travel term,38.55,68.761,Youth Park and Fountains,asia/tajikistan/dushanbe/youth_park,0.433,4.035,3.656,needs_external_source,,https://en.wikivoyage.org/wiki/Dushanbe,performance venue rather than durable things-to-do POI
asia/india/tamilnadu/salem,Salem,Salem (India),8,40,see,Dreamland Theme Park,0.81,candidate,has coordinates; high-value type; strong travel term,11.60965,78.09675,Salem Fort,asia/india/tamilnadu/salem/salem_fort,0.4,8.202,13.085,needs_external_source,,https://en.wikivoyage.org/wiki/Salem_%28India%29,ordinary local amusement park; not high-confidence travel POI
northamerica/mexico/sanluispotosi,San Luis Potosí,San Luis Potosi,15,51,do,Viewpoint of a circular hiking track,0.81,candidate,has coordinates; high-value type; strong travel term,22.103764,-100.986492,La Corriente Cevichería Taquería,northamerica/mexico/sanluispotosi/la_corriente,0.407,5.238,5.865,needs_external_source,,https://en.wikivoyage.org/wiki/San_Luis_Potosi,vague/unbranded listing; not independently locatable as a POI
europe/unitedkingdom/england/eastern_england/cambridge,Cambridge,Cambridge,54,165,see,Resurrection Lutheran Church,0.81,candidate,has coordinates; high-value type; strong travel term,52.21527,0.10946,Castle Mound,europe/unitedkingdom/england/eastern_england/cambridge/castle_mound,0.54,0.46,1.251,needs_external_source,,https://en.wikivoyage.org/wiki/Cambridge,ordinary local church with weak visitor value in Cambridge
europe/ireland/galway,Galway,Galway,11,67,see,Terryland Forest Park,0.81,candidate,has coordinates; high-value type; strong travel term,53.2823,-9.053,Eyre Square,europe/ireland/galway/eyre_square,0.438,0.907,0.915,needs_external_source,,https://en.wikivoyage.org/wiki/Galway,local urban park; below threshold for Galway things-to-do POI
europe/lithuania/kaunas,Kaunas,Kaunas,16,90,do,Panemunės Park Beach,0.81,candidate,has coordinates; high-value type; strong travel term,54.863,23.9559,Laisves Aleja,europe/lithuania/kaunas/romuva_cinema,0.424,4.804,5.174,needs_external_source,,https://en.wikivoyage.org/wiki/Kaunas,local beach; below threshold for Kaunas travel POI
africa/tunisia/monastir,Monastir,Monastir,5,28,see,Museum of Moknine,0.81,candidate,has coordinates; high-value type; strong travel term,35.6255368,10.8986306,Museum of Habib Bourguiba,africa/tunisia/monastir/museum_of_habib_bourguiba,0.524,19.94,17.36,needs_external_source,,https://en.wikivoyage.org/wiki/Monastir,separate town/day trip from Monastir rather than Monastir POI
europe/unitedkingdom/manisleof/douglas,Douglas,Douglas (Isle of Man),10,30,see,Castle Mona,0.81,candidate,has coordinates; high-value type; strong travel term,54.1619,-4.4733,TT Mountain Course,europe/unitedkingdom/manisleof/douglas/tt_course,0.414,1.312,1.312,needs_external_source,,https://en.wikivoyage.org/wiki/Douglas_%28Isle_of_Man%29,former hotel/derelict building; weak visitor access and accommodation association
europe/unitedkingdom/england/newcastle_and_north_east/consett,Consett,Consett,2,7,see,Wharnley Burn Waterfall,0.81,candidate,has coordinates; high-value type; strong travel term,54.8447,-1.8849,Hownsgill Viaduct,europe/unitedkingdom/england/newcastle_and_north_east/consett/hownsgill_viaduct,0.2,2.308,3.394,needs_external_source,,https://en.wikivoyage.org/wiki/Consett,minor local waterfall with limited corroborated visitor infrastructure
africa/namibia/luderitz,Lüderitz,Lüderitz,5,9,do,Agathe Beach,0.81,candidate,has coordinates; high-value type; strong travel term,-26.604,15.178,Goerke Haus,africa/namibia/luderitz/goerke_haus,0.348,5.294,5.516,needs_external_source,,https://en.wikivoyage.org/wiki/L%C3%BCderitz,local beach outside Lüderitz; below high-confidence threshold
asia/iran/khoram_abad,Khorramabad,Khorramabad,4,9,see,Kunji Cave,0.81,candidate,has coordinates; high-value type; strong travel term,33.442628,48.356686,Shapuri Bridge (Broken Bridge),asia/iran/khoram_abad/shapuri_bridge,0.333,3.287,5.024,needs_external_source,,https://en.wikivoyage.org/wiki/Khorramabad,archaeological lead but not enough visitor-facing confidence for Khorramabad POI
asia/india/dadraandnagarhaveli/silvassa,Silvassa,Silvassa,3,12,see,Park Ayyappa Temple,0.81,candidate,has coordinates; high-value type; strong travel term,20.26407,73.00088,Van Ganga Lake and Island Garden,asia/india/dadraandnagarhaveli/silvassa/van_ganga_lake,0.275,5.125,2.176,needs_external_source,,https://en.wikivoyage.org/wiki/Silvassa,ordinary local temple; weak travel value
europe/georgia/kutaisi,Kutaisi,Kutaisi,8,48,see,St. Cyprian and Justina church,0.81,candidate,has coordinates; high-value type; strong travel term,42.26426,42.67701,Sataplia Nature Reserve,europe/georgia/kutaisi/sataplia_nature_reserve,0.385,4.75,2.478,needs_external_source,,https://en.wikivoyage.org/wiki/Kutaisi,ordinary local church; weak Kutaisi travel value
europe/poland/sosnowiec,Sosnowiec,Sosnowiec,5,51,see,Jacek Kuroń Park (Park im. Jacka Kuronia),0.81,candidate,has coordinates; high-value type; strong travel term,50.300331,19.243056,Zagłębie Sports Park,europe/poland/sosnowiec/zaglebie_sports_park,0.471,5.308,3.781,needs_external_source,,https://en.wikivoyage.org/wiki/Sosnowiec,local park; below threshold as destination POI
southamerica/colombia/santamarta,Santa Marta,Santa Marta,9,33,do,beach near the port,0.81,candidate,has coordinates; high-value type; strong travel term,11.246823,-74.214706,Paseo Bastidas,southamerica/colombia/santamarta/paseo_bastidas,0.537,0.463,1.839,needs_external_source,,https://en.wikivoyage.org/wiki/Santa_Marta,vague generic beach listing; not a named POI
europe/ireland/mullingar,Mullingar,Mullingar,5,16,see,Church of St Munna,0.81,candidate,has coordinates; high-value type; strong travel term,53.601,-7.266,Cathedral of Christ the King,europe/ireland/mullingar/cathedral_of_christ_the_king,0.524,9.799,10.155,needs_external_source,,https://en.wikivoyage.org/wiki/Mullingar,rural church too far from Mullingar for a core destination POI
europe/ukraine/vinnista,Vinnytsia,Vinnytsia,7,92,do,"Regional Puppet Theatre ""Golden Key""",0.81,candidate,has coordinates; high-value type; strong travel term,49.23036,28.46037,Vinnytsia Water Tower,europe/ukraine/vinnista/vinnytsia_water_tower,0.364,0.818,0.645,needs_external_source,,https://en.wikivoyage.org/wiki/Vinnytsia,"performance venue/event-oriented listing, not durable attraction"
asia/turkey/amasya,Amasya,Amasya,9,29,see,Fatih Sultan Mehmet Mosque,0.81,candidate,has coordinates; high-value type; strong travel term,40.6665,35.8391,Burmali Minare Mosque,asia/turkey/amasya/burmali_minare_mosque,0.511,1.909,1.783,needs_external_source,,https://en.wikivoyage.org/wiki/Amasya,local mosque; Amasya has stronger established mosque POIs already
asia/philippines/subic,Subic,Subic,11,39,do,Malawaan Picnic Park,0.81,candidate,has coordinates; high-value type; strong travel term,14.8168,120.29824,Neptune's Bar,asia/philippines/subic/neptunes_bar,0.364,4.586,9.618,needs_external_source,,https://en.wikivoyage.org/wiki/Subic,local picnic park; weak travel value
europe/serbia/zlatibor,Zlatibor,Zlatibor,13,14,see,Old Wooden Church,0.81,candidate,has coordinates; high-value type; strong travel term,43.5453,19.8519,Mokra Gora Station Restaurant,europe/serbia/zlatibor/mokra_gora_station_restaurant,0.348,35.227,24.025,needs_external_source,,https://en.wikivoyage.org/wiki/Zlatibor,far from Zlatibor parent and weaker than existing Sirogojno/Mokra Gora coverage
asia/india/daman,Daman,Daman (India),0,17,see,Pargola Garden,0.81,candidate,has coordinates; high-value type; strong travel term,20.4092,72.8347,,,0.0,,1.327,needs_external_source,,https://en.wikivoyage.org/wiki/Daman_%28India%29,small local garden; weak corroboration and below threshold
asia/india/andhrapradesh/visakhapatnam,Visakhapatnam,Visakhapatnam,11,44,do,VMRDA City Central Park,0.81,candidate,has coordinates; high-value type; strong travel term,17.721753,83.305728,Andhra Seafood and Street Food,asia/india/andhrapradesh/visakhapatnam/vizag_seafood,0.507,0.493,3.451,needs_external_source,,https://en.wikivoyage.org/wiki/Visakhapatnam,urban park with local value but below high-confidence travel threshold
europe/finland/vaasa,Vaasa,Vaasa,12,80,see,Huutoniemi Church,0.81,candidate,has coordinates; high-value type; strong travel term,63.0964,21.6638,Kvarken Archipelago,europe/finland/vaasa/kvarken_archipelago,0.278,30.927,2.416,needs_external_source,,https://en.wikivoyage.org/wiki/Vaasa,ordinary local church; weak visitor value
europe/spain/andalucia/grazalema,Grazalema,Grazalema,11,6,see,El Tajo viewpoint,0.81,candidate,has coordinates; high-value type; strong travel term,36.7581703,-5.3625863,Iglesia de Nuestra Señora de la Aurora,europe/spain/andalucia/grazalema/iglesia_de_la_aurora,0.507,0.493,0.312,needs_external_source,,https://en.wikivoyage.org/wiki/Grazalema,minor viewpoint already covered by Grazalema landscape context; below separate POI threshold
northamerica/dominicanrepublic/santodomingo,Santo Domingo,Santo Domingo,24,55,do,Enriquillo Park,0.81,candidate,has coordinates; high-value type; strong travel term,18.4809136,-69.890371,Museo Bellapart,northamerica/dominicanrepublic/santodomingo/museo_bellapart,0.4,3.688,4.344,needs_external_source,,https://en.wikivoyage.org/wiki/Santo_Domingo,ordinary city park; below Santo Domingo travel POI threshold
asia/indonesia/java/karimunjawa,Karimunjawa,Karimunjawa,12,26,see,Sintok Island,0.81,candidate,has coordinates; high-value type; strong travel term,-5.784813,110.511687,Diving and Snorkelling,asia/indonesia/java/karimunjawa/diving_and_snorkelling,0.343,18.105,13.676,needs_external_source,,https://en.wikivoyage.org/wiki/Karimunjawa,remote small island; weaker than existing Karimunjawa diving/snorkelling coverage
europe/unitedkingdom/scotland/peterhead,Peterhead,Peterhead,1,30,see,Lido Beach,0.81,candidate,has coordinates; high-value type; strong travel term,57.49637,-1.79398,Things to do in Peterhead,europe/unitedkingdom/scotland/peterhead/things_to_do,0.343,,1.134,needs_external_source,,https://en.wikivoyage.org/wiki/Peterhead,local beach; below Peterhead high-confidence POI threshold
northamerica/mexico/puertovallarta,Puerto Vallarta,Puerto Vallarta,34,88,do,Trail along the Rio Pitillal,0.81,candidate,has coordinates; high-value type; strong travel term,20.6476713,-105.2337442,Zona Romántica,northamerica/mexico/puertovallarta/zona_romantica,0.474,5.128,1.598,needs_external_source,,https://en.wikivoyage.org/wiki/Puerto_Vallarta,vague trail listing; not independently established as a travel POI
europe/germany/northrhinewestphalia/cologne,Cologne,Cologne,17,152,see,Cuirassier Monument,0.81,candidate,has coordinates; high-value type; strong travel term,50.93823,6.96872,Krieler Dömchen,europe/germany/northrhinewestphalia/cologne/krielerdmchen,0.471,4.848,0.613,needs_external_source,,https://en.wikivoyage.org/wiki/Cologne,minor monument; below Cologne travel POI threshold
