world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/germany/thuringia/gera,Gera,Gera,4,25,see,City wall,0.55,candidate,has description; high-value type,,,Otto-Dix-Haus,europe/germany/thuringia/gera/otto_dix_haus,0.273,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Gera,candidate score 0.55 is below the 6.0 POI threshold
asia/india/assam/guwahati,Guwahati,Guwahati,24,59,do,Bihu,0.55,candidate,has description; high-value type,,,Beatrix,asia/india/assam/guwahati/beatrix,0.364,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Guwahati,candidate score 0.55 is below the 6.0 POI threshold
asia/jordan/umm_qais,Umm Qais,Umm Qais,3,11,see,Basilica remains,0.55,candidate,has description; high-value type,,,Colonnaded Street and Ruins,asia/jordan/umm_qais/colonnaded_street,0.419,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Umm_Qais,candidate score 0.55 is below the 6.0 POI threshold
africa/southafrica/pretoria,Pretoria,Pretoria,12,120,see,Holiday Inn,0.55,candidate,has description; high-value type,,,National Zoological Gardens,africa/southafrica/pretoria/national_zoological_gardens,0.316,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Pretoria,candidate score 0.55 is below the 6.0 POI threshold
europe/azerbaijan/saki,Sheki,Sheki,1,30,do,Horse Racing,0.55,candidate,has description; high-value type,,,Eating Out,europe/azerbaijan/saki/eating_out,0.455,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Sheki,candidate score 0.55 is below the 6.0 POI threshold
northamerica/unitedstates/florida/northeastflorida/jacksonville,Jacksonville,Jacksonville,47,108,see,Riverwalk,0.55,candidate,has description; high-value type,,,St. Johns River Riverwalk,northamerica/unitedstates/florida/northeastflorida/jacksonville/riverwalk,0.545,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Jacksonville,candidate score 0.55 is below the 6.0 POI threshold
europe/russia/perm,Perm,Perm,7,21,do,"Snow, Ice and Fire Festival",0.55,candidate,has description; high-value type,,,Perm State Art Gallery,europe/russia/perm/perm_art_gallery,0.333,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Perm,candidate score 0.55 is below the 6.0 POI threshold
africa/southafrica/capetown,Cape Town,Cape Town,95,187,see,Mozambique,0.55,candidate,has description; high-value type,,,La Colombe,africa/southafrica/capetown/la_colombe,0.471,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Cape_Town,candidate score 0.55 is below the 6.0 POI threshold
northamerica/canada/ontario/toronto,Toronto,Toronto,48,131,see,Israel,0.55,candidate,has description; high-value type,,,Susur Lee,northamerica/canada/ontario/toronto/susur_lee,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Toronto,candidate score 0.55 is below the 6.0 POI threshold
europe/spain/castellon/peniscola,Peñíscola,Peñiscola,5,19,see,Tourist Info Peñismar,0.55,candidate,has description; high-value type,,,Castle of Peñíscola,europe/spain/castellon/peniscola/castle,0.513,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Pe%C3%B1iscola,candidate score 0.55 is below the 6.0 POI threshold
