world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
northamerica/unitedstates/florida/gainesville,Gainesville,Gainesville (Florida),8,43,do,River Ranch Water Park,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,29.8522,-82.5895,Devil's Millhopper Geological State Park,northamerica/unitedstates/florida/gainesville/devils_millhopper,0.452,24.898,33.876,has_external_url; day_trip_review,http://www.campkulaqua.com/camp-kulaqua/river-ranch-water-park/,https://en.wikivoyage.org/wiki/Gainesville_%28Florida%29,Commercial camp waterpark outside Gainesville; local family attraction below the travel POI threshold.
europe/germany/bremen,Bremen,Bremen,15,32,do,Bruchhausen-Vilsen–Asendorf Museum Railway,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,52.804305,9.141631,Bunker Valentin Memorial,europe/germany/bremen/bunker_valentin,0.485,51.435,37.601,has_external_url; day_trip_review,http://www.museumseisenbahn.de/index.php/en/get-here.html,https://en.wikivoyage.org/wiki/Bremen,Museum railway is a niche excursion far from Bremen and below threshold for a city things-to-do POI.
asia/thailand/surat_thani,Surat Thani,Surat Thani,3,147,see,Ban Thum Phueng,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,8.854556,98.869477,Night Markets and Southern Thai Food,asia/thailand/surat_thani/night_markets_and_local_food,0.235,,68.29,has_external_url; day_trip_review,http://uppersouthcbt.sru.ac.th/show_community.php?list=1,https://en.wikivoyage.org/wiki/Surat_Thani,"Community/village tourism lead is vague and not a stable, independently verifiable POI."
australiaandpacific/newzealand/chathamislands,Chatham Islands,Chatham Islands,6,37,do,Norman Kirk Memorial Reserve,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-43.9541,-176.5467,Awatotara Conservation Covenant,australiaandpacific/newzealand/chathamislands/awatotara_reserve,0.473,0.527,29.063,has_external_url; day_trip_review,https://www.geocaching.com/geocache/GC70NXY_norman-kirk-memorial-reserve-chatham-islands?guid=2c5461fc-90ee-418e-a97e-641debce0d7e,https://en.wikivoyage.org/wiki/Chatham_Islands,Geocache-style reserve lead overlaps nearby Chatham nature coverage and lacks strong independent travel value.
southamerica/chile/iquique,Iquique,Iquique,13,16,see,Oficina Humberstone,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-20.2085809,-69.7954741,Humberstone Nitrate Works,southamerica/chile/iquique/humberstone,0.5,0.614,37.256,has_external_url; day_trip_review,http://www.museodelsalitre.cl,https://en.wikivoyage.org/wiki/Iquique,Duplicate/alias of existing Humberstone Nitrate Works POI under Iquique.
northamerica/unitedstates/california/centralvalley/merced,Merced,Merced,4,16,see,Merced's Applegate Park Zoo,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,37.31278,-120.48724,Castle Air Museum,northamerica/unitedstates/california/centralvalley/merced/castle_air_museum,0.364,10.336,29.837,has_external_url; day_trip_review,https://www.cityofmerced.org/departments/parks-community-services/applegate-park-zoo,https://en.wikivoyage.org/wiki/Merced,Small municipal zoo/local family stop; below travel POI threshold for Merced.
europe/spain/centralspain/zamora,Zamora,Zamora (Spain),5,28,see,Iglesia de Santo Tomé,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,41.5014,-5.7428,Iglesia de la Magdalena,europe/spain/centralspain/zamora/iglesia_de_la_magdalena,0.529,26.904,26.374,has_external_url; day_trip_review,https://catedraldezamora.wordpress.com/historia/museo-diocesano/,https://en.wikivoyage.org/wiki/Zamora_%28Spain%29,Church/museum lead appears misplaced outside Zamora and is not clear enough for a stable POI.
europe/hungary/pecs,Pécs,Pécs,9,63,see,Szigetvár,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,46.0481,17.8048,Pécs TV Tower,europe/hungary/pecs/pecs_tv_tower,0.455,32.534,32.757,has_external_url; day_trip_review,http://www.szigetvar.hu,https://en.wikivoyage.org/wiki/P%C3%A9cs,"Szigetvar is a town/day-trip destination, not a discrete POI under Pecs."
europe/finland/lieksa,Lieksa,Lieksa,9,16,do,Pikkukili,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,63.06,30.267,Lake Pielinen,europe/finland/lieksa/lake_pielinen,0.364,35.512,31.246,has_external_url; day_trip_review,http://www.pikkukili.net,https://en.wikivoyage.org/wiki/Lieksa,Commercial/local activity lead with unclear travel value; below threshold for Lieksa.
asia/china/sichuanprovince/chengdu,Chengdu,Chengdu,44,95,do,Floraland,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,30.72482,103.82039,New Century Global Center,asia/china/sichuanprovince/chengdu/new_century_global_center,0.294,28.639,29.007,has_external_url; day_trip_review,http://www.ifloraland.com/,https://en.wikivoyage.org/wiki/Chengdu,Commercial theme park outside Chengdu; below threshold and not distinctive enough for this pass.
europe/hungary/debrecen,Debrecen,Debrecen,17,130,see,Nyíracsád,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,47.606,21.972,Halászcsárda,europe/hungary/debrecen/halaszcsarda,0.476,27.422,27.251,has_external_url; day_trip_review,https://m.facebook.com/nyiracsad/,https://en.wikivoyage.org/wiki/Debrecen,"Municipality/village lead, not a discrete POI under Debrecen."
northamerica/unitedstates/california/big_sur,Big Sur,Big Sur,0,22,see,Point Sur Lighthouse,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,36.305,-121.8986,,,0.0,,34.919,has_external_url; day_trip_review,http://www.pointsur.org,https://en.wikivoyage.org/wiki/Big_Sur,Duplicate of Point Sur Lighthouse accepted under the canonical centralcoast/monterey/bigsur row.
southamerica/peru/trujillo,Trujillo,Trujillo (Peru),11,8,see,El Brujo Archaeological Site,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-7.91436,-79.30392,Museo de Arqueología de la Universidad de Trujillo,southamerica/peru/trujillo/museo_de_arqueologia,0.459,37.734,37.407,has_external_url; day_trip_review,https://www.elbrujo.pe/en/,https://en.wikivoyage.org/wiki/Trujillo_%28Peru%29,Duplicate of existing Huaca El Brujo POI under Trujillo.
northamerica/unitedstates/arizona/scottsdale,Scottsdale,Scottsdale (Arizona),18,37,do,Wave and Ridge,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,33.419153,-111.538178,Frank Lloyd Wright Spire,northamerica/unitedstates/arizona/scottsdale/wright_spire,0.421,42.905,36.936,has_external_url; day_trip_review,https://waveandridge.com,https://en.wikivoyage.org/wiki/Scottsdale_%28Arizona%29,"Commercial tour/operator listing, not a public POI."
europe/sweden/ume,Umeå,Umeå,9,52,see,Mickelbo Gård,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,64.147548,20.168792,Umeå City Church,europe/sweden/ume/umea_city_church,0.357,36.344,36.087,has_external_url; day_trip_review,http://www.mickelbo.se/,https://en.wikivoyage.org/wiki/Ume%C3%A5,Small farm/petting zoo far from Umea; local family attraction below travel POI threshold.
europe/ukraine/lviv,Lviv,Lviv,12,176,see,Rava-Rus'ka,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,50.232,23.621,Gasova Lampa,europe/ukraine/lviv/gasova_lampa,0.435,52.231,52.35,has_external_url; day_trip_review,http://rava.org.ua/,https://en.wikivoyage.org/wiki/Lviv,"Town/municipality lead, not a discrete POI under Lviv."
asia/china/liaoning/jinzhou,Jinzhou,Jinzhou,5,8,see,Sino-German Paleontological Museum,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,41.57153493284684,121.13319432238517,Yizhou Fossil Museum,asia/china/liaoning/jinzhou/yizhou_fossil_museum,0.37,50.575,50.575,has_external_url; day_trip_review,http://en.dinosaurchina.com/,https://en.wikivoyage.org/wiki/Jinzhou,Far from Jinzhou and overlaps fossil-museum coverage without clear stable POI fit for this parent.
asia/china/hainanisland/sanya,Sanya,Sanya,22,19,see,Sanya Natural History Museum,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,18.30490813908223,109.15006368104343,Sanya International Duty Free Mall,asia/china/hainanisland/sanya/sanya_duty_free_mall,0.548,63.444,37.744,has_external_url; day_trip_review,https://weibo.com/p/1001062720850697?is_all=1,https://en.wikivoyage.org/wiki/Sanya,Weakly sourced museum/social-media lead far from central Sanya; not strong enough for a new POI.
africa/kenya/thecoast/mombasa,Mombasa,Mombasa,20,137,see,Shimba Hills National Reserve,0.83,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-4.257847,39.388489,Mamba Village,africa/kenya/thecoast/mombasa/mamba_village,0.429,43.744,38.558,has_external_url; day_trip_review,http://www.kws.go.ke/content/shimba-hills-national-reserve,https://en.wikivoyage.org/wiki/Mombasa,Existing World66 POI already covers Shimba Hills National Reserve under South of Mombasa.
