world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
asia/thailand/chantaburi,Chantaburi,Chanthaburi,14,20,do,Tham Khao Wang,0.59,candidate,has description; high-value type; strong travel term,,,Tamajun,asia/thailand/chantaburi/chanta_buri/tamajun,0.476,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Chanthaburi,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and external corroboration in worker CSV
northamerica/thecaribbean/cuba/baracoa,Baracoa,Baracoa,15,29,see,Asiento Taino,0.59,candidate,has description; high-value type; strong travel term,,,Fuerte Matachín,northamerica/thecaribbean/cuba/baracoa/fort_matachin,0.429,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Baracoa,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and external corroboration in worker CSV
southamerica/brazil/paranagu,Paranaguá,Paranaguá,10,16,see,Beach road,0.59,candidate,has description; high-value type; strong travel term,,,Mercado do Café,southamerica/brazil/paranagu/mercado_do_cafe,0.333,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Paranagu%C3%A1,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and external corroboration in worker CSV
asia/palestinianauthority/gazastrip,Gaza Strip,Gaza Strip,11,21,see,Ruins of Saint Hilarion Monastery,0.59,candidate,has description; high-value type; strong travel term,,,Church of Saint Porphyrius,asia/palestinianauthority/gazastrip/church_of_saint_porphyrius,0.508,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Gaza_Strip,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and external corroboration in worker CSV
northamerica/mexico/mexicocity,Mexico City,Mexico City,52,141,do,Art Week,0.59,candidate,has description; high-value type; strong travel term,,,San Ángel,northamerica/mexico/mexicocity/san_angel,0.375,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Mexico_City,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and external corroboration in worker CSV
africa/congokinshasa/kinshasa,Kinshasa,Kinshasa,17,46,see,Limete Tower,0.59,candidate,has description; high-value type; strong travel term,,,Halle de la Gombe,africa/congokinshasa/kinshasa/halle_de_la_gombe,0.435,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kinshasa,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and external corroboration in worker CSV
australiaandpacific/australia/newsouthwales/wollongong,Wollongong,Wollongong,8,68,see,Austinmer,0.59,candidate,has description; high-value type; strong travel term,,,Nan Tien Temple,australiaandpacific/australia/newsouthwales/wollongong/nan_tien_temple,0.333,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Wollongong,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and external corroboration in worker CSV
asia/philippines/negrosisland/silay,Silay,Silay,10,17,see,The Mansion,0.59,candidate,has description; high-value type; strong travel term,,,Magikland,asia/philippines/negrosisland/silay/magikland,0.5,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Silay,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and external corroboration in worker CSV
europe/romania/piatraneamt,Piatra Neamț,Piatra Neamț,6,38,see,Lalu house,0.59,candidate,has description; high-value type; strong travel term,,,Bicaz Gorge,europe/romania/piatraneamt/bicaz_gorge,0.381,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Piatra_Neam%C8%9B,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and external corroboration in worker CSV
asia/uzbekistan/tashkent,Tashkent,Tashkent,41,109,do,City Planetarium,0.59,candidate,has description; high-value type; strong travel term,,,Central Asian Plov Center,asia/uzbekistan/tashkent/central_asian_plov_center,0.39,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Tashkent,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and external corroboration in worker CSV
europe/armenia/vayots_dzor_marz/yeghegnadzor,Yeghegnadzor,Yeghegnadzor,5,23,see,Martiros rock-cut church,0.59,candidate,has description; high-value type; strong travel term,,,Areni-1 Cave Complex,europe/armenia/vayots_dzor_marz/yeghegnadzor/areni_cave,0.364,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Yeghegnadzor,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and external corroboration in worker CSV
asia/china/henan_province/xinxiang,Xinxiang,Xinxiang,4,36,see,Tongmeng Ancient Town Yuanjia Village,0.59,candidate,has description; high-value type; strong travel term,,,Guoliang Tunnel,asia/china/henan_province/xinxiang/guoliang_tunnel,0.308,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Xinxiang,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and external corroboration in worker CSV
asia/taiwan/torokogorge,Taroko Gorge,Taroko Gorge,9,23,see,Huoran Pavilion Trail,0.59,candidate,has description; high-value type; strong travel term,,,Baiyang Waterfall Trail,asia/taiwan/torokogorge/baiyang_waterfall,0.5,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Taroko_Gorge,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and external corroboration in worker CSV
europe/belgium/ghent,Ghent,Ghent,18,77,see,"Groentenmarkt, Korenmarkt & Vrijdagmarkt",0.59,candidate,has description; high-value type; strong travel term,,,Vrijdagmarkt,europe/belgium/ghent/vrijdagmarkt,0.453,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ghent,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and external corroboration in worker CSV
northamerica/unitedstates/california/malibu,Malibu,Malibu,0,18,do,El Matador Beach,0.59,candidate,has description; high-value type; strong travel term,,,,,0.0,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Malibu,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and external corroboration in worker CSV
africa/ethiopia/mekele,Mekele,Mekele,4,7,see,Hawelti Semaetat - Martyrs' Memorial Monument,0.59,candidate,has description; high-value type; strong travel term,,,Atse Yohannes Palace Museum,africa/ethiopia/mekele/atse_yohannes_palace,0.348,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Mekele,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and external corroboration in worker CSV
asia/india/andhrapradesh/vijayawada,Vijayawada,Vijayawada,14,28,see,Hinkar Thirtha,0.59,candidate,has description; high-value type; strong travel term,,,Kondapalli Fort,asia/india/andhrapradesh/vijayawada/kondapalli_fort,0.345,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Vijayawada,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and external corroboration in worker CSV
asia/qatar/doha,Doha,Doha,50,160,do,Sheesha,0.59,candidate,has description; high-value type; strong travel term,,,Msheireb Museums,asia/qatar/doha/msheireb_museums,0.435,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Doha,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and external corroboration in worker CSV
asia/china/guizhou/anshun,Anshun,Anshun,4,23,see,Anshun Opera,0.59,candidate,has description; high-value type; strong travel term,,,Anshun Old Town Market,asia/china/guizhou/anshun/anshun_old_town,0.529,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Anshun,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and external corroboration in worker CSV
northamerica/unitedstates/massachusetts/nantucket,Nantucket,Nantucket,14,51,see,Oldest House,0.59,candidate,has description; high-value type; strong travel term,,,Jethro Coffin House,northamerica/unitedstates/massachusetts/nantucket/jethro_coffin_house,0.516,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Nantucket,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and external corroboration in worker CSV
southamerica/venezuela/maracaibo,Maracaibo,Maracaibo,5,32,do,Changing money,0.59,candidate,has description; high-value type; strong travel term,,,Catatumbo Lightning,southamerica/venezuela/maracaibo/catatumbo_lightning,0.364,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Maracaibo,candidate score 0.59 is below the 6.0 POI threshold; missing coordinates and external corroboration in worker CSV
