world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
asia/china/guangdong/foshan,Foshan,Foshan,8,25,see,Zhongshan Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,23.04803,113.10968,Foshan Ancestral Temple (Zumiao),asia/china/guangdong/foshan/foshan_ancestral_temple,0.432,1.579,2.135,needs_external_source,,https://en.wikivoyage.org/wiki/Foshan,common city park lead is weak compared with existing Foshan sights
southamerica/guyana/georgetown,Georgetown,Georgetown (Guyana),49,57,do,Victoria,0.89,candidate,has coordinates; has description; high-value type; strong travel term,6.7498,-57.9675,Statue of Queen Victoria,southamerica/guyana/georgetown/queen_victoria_statue,0.5,21.789,20.538,needs_external_source,,https://en.wikivoyage.org/wiki/Georgetown_%28Guyana%29,"Victoria is a separate village far from Georgetown, not a city POI"
asia/india/himachalpradesh/dharamsala,Dharamsala,Dharamsala,9,56,do,Indrahar pass,0.89,candidate,has coordinates; has description; high-value type; strong travel term,32.29778,76.38134,Triund Trek,asia/india/himachalpradesh/dharamsala/triund_trek,0.333,4.401,10.945,needs_external_source,,https://en.wikivoyage.org/wiki/Dharamsala,"mountain pass/trek is too far and better treated as route or regional feature, not a flat Dharamsala POI"
northamerica/unitedstates/ohio/sandusky,Sandusky,Sandusky,15,38,see,Castalia Quarry Reserve,0.89,candidate,has coordinates; has description; high-value type; strong travel term,41.3866,-82.831,Sandusky Speedway,northamerica/unitedstates/ohio/sandusky/sandusky_speedway,0.4,11.103,12.384,needs_external_source,,https://en.wikivoyage.org/wiki/Sandusky,quarry reserve is outside Sandusky and not high-confidence under the destination
asia/philippines/alaminos,Alaminos,Alaminos,6,27,do,Bolo Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,16.17946,120.04598,Lucap Wharf,asia/philippines/alaminos/lucap_wharf,0.286,5.384,7.616,needs_external_source,,https://en.wikivoyage.org/wiki/Alaminos,local beach lead is modest and not strong enough for Alaminos compared with island/wharf sights
europe/montenegro/budva,Budva,Budva,17,36,do,Hike old cliffy-road above the sea,0.89,candidate,has coordinates; has description; high-value type; strong travel term,42.303,18.8997,Bečići and Rafailovići,europe/montenegro/budva/becici_beach,0.346,4.847,5.014,needs_external_source,,https://en.wikivoyage.org/wiki/Budva,"vague activity/route lead, not a named high-confidence POI"
europe/netherlands/lochem,Lochem,Lochem,7,9,do,Hiking,0.89,candidate,has coordinates; has description; high-value type; strong travel term,52.1912,6.36428,Huis Ampsen,europe/netherlands/lochem/ampsen_castle,0.353,4.494,2.602,needs_external_source,,https://en.wikivoyage.org/wiki/Lochem,generic activity already represented by existing Lochemse Berg hiking context
europe/ukraine/kharkiv,Kharkiv,Kharkiv,13,157,see,Gyivka,0.89,candidate,has coordinates; has description; high-value type; strong travel term,49.92796,35.95533,Gorky Park (Maxim Gorky Central Park),europe/ukraine/kharkiv/gorky_park,0.375,22.524,20.979,needs_external_source,,https://en.wikivoyage.org/wiki/Kharkiv,"Gyivka is a separate outlying area, too far from Kharkiv for a city POI"
europe/spain/melilla,Melilla,Melilla,5,121,see,Carabos Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,35.284,-2.9381,Parque Hernández,europe/spain/melilla/parque_hernandez,0.276,0.756,0.911,needs_external_source,,https://en.wikivoyage.org/wiki/Melilla,local beach lead is too minor for Melilla compared with existing core sights
europe/hungary/szombathely,Szombathely,Szombathely,8,42,see,Rábatöttös,0.89,candidate,has coordinates; has description; high-value type; strong travel term,47.133,16.808,Béla Bartók Concert Hall,europe/hungary/szombathely/bartok_concert_hall,0.452,17.742,17.854,needs_external_source,,https://en.wikivoyage.org/wiki/Szombathely,"Rabatottos is a separate village, not a Szombathely POI"
europe/ukraine/kyiv,Kyiv,Kyiv,52,205,see,Church of the Nativity,0.89,candidate,has coordinates; has description; high-value type; strong travel term,50.4925,30.525556,Vydubychi Monastery,europe/ukraine/kyiv/vydubychi_monastery,0.432,9.503,4.727,needs_external_source,,https://en.wikivoyage.org/wiki/Kyiv,Kyiv church lead is plausible but lower priority and not added without stronger current-condition corroboration
europe/greece/kavala,Kavala,Kavala,14,95,do,Rapsani,0.89,candidate,has coordinates; has description; high-value type; strong travel term,40.9346,24.3964,Tavernas in Panagia,europe/greece/kavala/taverna_panagia,0.385,1.79,1.36,needs_external_source,,https://en.wikivoyage.org/wiki/Kavala,Rapsani is a local beach/area and not strong enough as a separate Kavala POI
europe/germany/badenwrttemberg/stuttgart,Stuttgart,Stuttgart,27,176,see,Uhlandshöhe,0.89,candidate,has coordinates; has description; high-value type; strong travel term,48.780906,9.194413,Musicland,europe/germany/badenwrttemberg/stuttgart/musicland,0.5,1.951,1.09,needs_external_source,,https://en.wikivoyage.org/wiki/Stuttgart,viewpoint/neighbourhood lead is too weak compared with existing Stuttgart sights
europe/italy/sicily/caltabellotta,Caltabellotta,Caltabellotta,2,20,see,Capuchin Church,0.89,candidate,has coordinates; has description; high-value type; strong travel term,37.57349,13.21437,Santuario di San Pellegrino,europe/italy/sicily/caltabellotta/santuario_san_pellegrino,0.286,1.001,0.463,needs_external_source,,https://en.wikivoyage.org/wiki/Caltabellotta,minor church lead lacks enough standalone travel value for Caltabellotta
northamerica/mexico/saltillo,Saltillo,Saltillo,5,23,see,Parque Alameda Zaragoza,0.89,candidate,has coordinates; has description; high-value type; strong travel term,25.424953,-101.008612,Plaza de Armas,northamerica/mexico/saltillo/plaza_de_armas,0.412,0.836,1.607,needs_external_source,,https://en.wikivoyage.org/wiki/Saltillo,local city park is not strong enough for a Saltillo POI
asia/china/shandong_province/weifang,Weifang,Weifang,5,29,see,World Kite Capital Memorial Square,0.89,candidate,has coordinates; has description; high-value type; strong travel term,36.707246,119.110649,Weifang World Kite Museum,asia/china/shandong_province/weifang/world_kite_museum,0.475,0.545,1.416,needs_external_source,,https://en.wikivoyage.org/wiki/Weifang,memorial square overlaps existing Weifang kite museum/festival coverage and is too granular
asia/uzbekistan/samarkand,Samarkand,Samarkand,19,61,do,Sayid Hammam,0.89,candidate,has coordinates; has description; high-value type; strong travel term,39.645,66.9235,Siob Bazaar,asia/uzbekistan/samarkand/siob_bazaar,0.435,5.223,3.264,needs_external_source,,https://en.wikivoyage.org/wiki/Samarkand,bathhouse lead appears local/commercial and not a strong Samarkand see/do POI
europe/italy/lombardia/lagodigarda/lazise,Lazise,Lazise,3,5,see,Villa Pergolana,0.89,candidate,has coordinates; has description; high-value type; strong travel term,45.513959,10.731508,Castello Scaligero,europe/italy/lombardia/lagodigarda/lazise/castello_scaligero,0.364,1.018,0.981,needs_external_source,,https://en.wikivoyage.org/wiki/Lazise,villa lead lacks enough public-access confidence for a Lazise POI
