world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
northamerica/canada/britishcolumbia/lillooet,Lillooet,Lillooet,5,25,do,Lillooet Farmers Market,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,50.68859,-121.93688,Lillooet Museum and Visitor Centre,northamerica/canada/britishcolumbia/lillooet/lillooet_museum,0.698,0.302,0.636,has_external_url,https://www.lillooet.ca/Recreation-Activities/Farmer-s-Market.aspx,https://en.wikivoyage.org/wiki/Lillooet,seasonal/local market event rather than a durable POI
europe/poland/szczecin,Szczecin,Szczecin,9,62,see,Katedra św. Jakuba,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,53.42466,14.55602,Pomeranian Landowners' Palace,europe/poland/szczecin/palace_of_the_pomeranian_dukes,0.584,0.416,0.7,has_external_url,http://www.katedra.szczecin.pl/,https://en.wikivoyage.org/wiki/Szczecin,duplicate/alias of existing St. James Cathedral POI in Szczecin
asia/turkey/elazig,Elazığ,Elazığ,10,6,see,Elazığ Science Centre,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,38.6659,39.2363,Elazığ Wine,asia/turkey/elazig/wine_tasting,0.571,1.506,1.51,has_external_url,https://elazg-bilim-merkezi.business.site/,https://en.wikivoyage.org/wiki/Elaz%C4%B1%C4%9F,small local science centre; below Elazig travel POI threshold
europe/latvia/ventspils,Ventspils,Ventspils,12,26,do,Olimpiskais Centrs Ventspils,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,57.386917,21.571352,The Cows of Ventspils,europe/latvia/ventspils/cows_of_ventspils,0.578,0.556,0.605,has_external_url,http://www.ocventspils.lv/,https://en.wikivoyage.org/wiki/Ventspils,sports/recreation complex rather than a visitor POI
europe/netherlands/hilversum,Hilversum,Hilversum,16,69,see,Regenboogkerk,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,52.22012,5.1772,World's Largest Mosaic Egg,europe/netherlands/hilversum/mosaic_egg,0.612,0.388,0.571,has_external_url,http://www.regenboogkerkhilversum.nl/,https://en.wikivoyage.org/wiki/Hilversum,ordinary active church; below Hilversum visitor threshold
northamerica/unitedstates/california/livermore,Livermore,Livermore,10,27,do,Livermore Trail Network,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,37.648569,-121.753207,Livermore Valley Wine Country,northamerica/unitedstates/california/livermore/livermore_valley_wine,0.654,3.046,3.946,has_external_url,http://www.larpd.org/open_space/trails.html,https://en.wikivoyage.org/wiki/Livermore,vague trail-network listing rather than a specific POI
europe/france/frejus,Fréjus,Fréjus,4,15,do,Fréjus Le Capitou Zoo,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,43.474495,6.738541,Fréjus Cathedral,europe/france/frejus/frejus_cathedral,0.588,4.594,4.616,has_external_url,http://www.zoo-frejus.com,https://en.wikivoyage.org/wiki/Fr%C3%A9jus,ordinary commercial zoo outside the core Frejus sight list; below threshold
northamerica/unitedstates/florida/daytona_beach,Daytona Beach,Daytona Beach,17,102,see,Peabody Auditorium,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,29.22735,-81.01057,Froggy's Saloon,northamerica/unitedstates/florida/daytona_beach/froggys_saloon,0.622,0.378,2.19,has_external_url,http://www.peabodyauditorium.org/,https://en.wikivoyage.org/wiki/Daytona_Beach,"event venue; only relevant with tickets, not a standalone POI"
australiaandpacific/australia/queensland/townsville,Townsville,Townsville,7,65,see,Dan Gleeson Memorial Gardens,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-19.302416,146.73514,ANZAC Memorial Park,australiaandpacific/australia/queensland/townsville/anzac_memorial_park,0.596,10.577,10.611,has_external_url,http://www.queensland.com/en-au/attraction/dan-gleeson-memorial-gardens,https://en.wikivoyage.org/wiki/Townsville,local garden/park with limited travel draw compared with existing Townsville gardens
asia/turkey/diyarbakir,Diyarbakir,Diyarbakır,11,20,see,Diyarbakır Archaeological Museum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,37.915441,40.241506,Diyarbakır Arkeoloji Müzesi,asia/turkey/diyarbakir/arkeoloji_muzesi,0.712,1.24,0.464,has_external_url,https://muze.gov.tr/muze-detay?sectionId=DBA01&distId=MRK,https://en.wikivoyage.org/wiki/Diyarbak%C4%B1r,duplicate/alias of existing Diyarbakır Arkeoloji Müzesi POI
asia/china/shaanxi/xian,Xi'an,Xi'an,27,73,see,Shaanxi Science & Technology Museum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,34.265522672212846,108.95151283539072,Shaanxi History Museum,asia/china/shaanxi/xian/shaanxi_history_museum,0.61,4.473,0.24,has_external_url,http://www.shxstm.org.cn/,https://en.wikivoyage.org/wiki/Xi%27an,local science museum; below Xian POI threshold amid stronger existing attractions
southamerica/argentina/rosario,Rosario,Rosario,7,25,see,National Flag Memorial,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-32.9479,-60.629752,Costanera and Waterfront,southamerica/argentina/rosario/costanera,0.557,0.443,3.242,has_external_url,https://www.monumentoalabandera.gob.ar/,https://en.wikivoyage.org/wiki/Rosario,duplicate/alias of existing Monumento Nacional a la Bandera POI in Rosario
northamerica/unitedstates/westvirginia/wheeling,Wheeling,Wheeling,6,34,do,Capitol Music Hall,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,40.07006,-80.72442,Capitol Theatre,northamerica/unitedstates/westvirginia/wheeling/capitol_theatre,0.606,0.616,0.737,has_external_url,http://www.capitoltheatrewheeling.com/,https://en.wikivoyage.org/wiki/Wheeling,duplicate/alias of existing Capitol Theatre POI in Wheeling
asia/malaysia/ipoh,Ipoh,Ipoh,20,78,do,Gunung Lang,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,4.6279,101.0908,Concubine Lane,asia/malaysia/ipoh/concubine_lane,0.56,3.716,3.25,has_external_url,http://www.ipoh-city.com/attraction/Gunung_Lang_Recreational_Park/,https://en.wikivoyage.org/wiki/Ipoh,duplicate/alias of existing Gunung Lang Recreational Park POI in Ipoh
europe/unitedkingdom/england/birmingham_and_west_midlands/west_bromwich,West Bromwich,West Bromwich,6,22,see,RSPB Sandwell Valley,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,52.5331,-1.95,Sandwell Valley Country Park,europe/unitedkingdom/england/birmingham_and_west_midlands/west_bromwich/sandwell_valley,0.625,2.032,3.279,has_external_url,https://www.rspb.org.uk/reserves-and-events/reserves-a-z/sandwell-valley,https://en.wikivoyage.org/wiki/West_Bromwich,duplicate/overlap with existing Sandwell Valley Country Park POI
europe/unitedkingdom/england/birmingham_and_west_midlands/birmingham,Birmingham,Birmingham,16,180,see,Birmingham Central Synagogue,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,52.4618,-1.90237,Birmingham Museum and Art Gallery,europe/unitedkingdom/england/birmingham_and_west_midlands/birmingham/birmingham_museum_and_art_gallery,0.557,2.025,1.991,has_external_url,https://www.centralshul.com/,https://en.wikivoyage.org/wiki/Birmingham,active religious/community site with limited independent visitor access; below Birmingham threshold
europe/netherlands/breda,Breda,Breda,16,35,see,Princenhaags Museum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,51.57574,4.741743,Breda Museum,europe/netherlands/breda/breda_museum,0.645,2.832,1.884,has_external_url,http://www.princenhaagsmuseum.nl/,https://en.wikivoyage.org/wiki/Breda,small district museum; below Breda visitor threshold
europe/unitedkingdom/england/birmingham_and_west_midlands/solihull,Solihull,Solihull,6,11,see,Elmdon Park,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,52.4432,-1.7621,Tudor Grange Park,europe/unitedkingdom/england/birmingham_and_west_midlands/solihull/tudor_grange_park,0.571,4.034,3.505,has_external_url,http://www.warwickshirewildlifetrust.org.uk/reserves/elmdon-manor,https://en.wikivoyage.org/wiki/Solihull,local park; below Solihull travel POI threshold
europe/hungary/sopron,Sopron,Sopron,9,234,see,Liszt Ferenc Cultural Centre,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,47.68245,16.59084,Széchenyi Square,europe/hungary/sopron/szechenyi_square,0.687,0.313,0.61,has_external_url,http://portal.sopron.hu/Sopron/portal/english_show?contentId=2124,https://en.wikivoyage.org/wiki/Sopron,local cultural venue/event space rather than a durable sightseeing POI
northamerica/unitedstates/kansas/kansascity,Kansas City,Kansas City,16,127,see,The Money Museum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,39.07567,-94.58606,National WWI Museum and Memorial,northamerica/unitedstates/kansas/kansascity/national_wwi_museum,0.599,0.401,2.802,has_external_url,https://www.kansascityfed.org/moneymuseum/,https://en.wikivoyage.org/wiki/Kansas_City,Duplicate of the accepted Money Museum row under the Missouri Kansas City path in this wave.
