world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
asia/jordan/deadsea,Dead Sea,Dead Sea (Israel and the West Bank),6,15,see,Ein Gedi,0.79,candidate,has coordinates; has description; high-value type; strong travel term,31.45,35.383333,Mount Nebo,asia/jordan/deadsea/mount_nebo,0.333,48.092,27.895,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Dead_Sea_%28Israel_and_the_West_Bank%29,wrong parent fit; Israeli Dead Sea reserve rather than Jordan Dead Sea POI
asia/china/guizhou/libo,Libo County,Libo County,4,27,see,Three major waterfalls,0.79,candidate,has coordinates; has description; high-value type; strong travel term,25.249476,107.743245,Water Forest (Shuishang Sen Lin),asia/china/guizhou/libo/water_forest,0.412,24.794,27.255,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Libo_County,vague/unlocatable listing name and likely overlaps broader Libo waterfall scenery
southamerica/bolivia/salar_of_uyuni,Salar de Uyuni,Salar de Uyuni,0,24,see,"Colchani, Bloques de Sal",0.79,candidate,has coordinates; has description; high-value type; strong travel term,-20.301,-66.938,,,0.0,,61.146,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Salar_de_Uyuni,weak POI; village/salt-block shopping stop rather than high-confidence attraction
southamerica/paraguay/concepcion,Concepción,Concepción (Paraguay),4,28,see,Statue of María Auxiliadora,0.79,candidate,has coordinates; has description; high-value type; strong travel term,-23.405704,-57.441292,Plaza Urundé and the Historic Centre,southamerica/paraguay/concepcion/plaza_urunde,0.286,37.782,37.76,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Concepci%C3%B3n_%28Paraguay%29,weak local monument below things-to-do threshold
northamerica/unitedstates/california/centralvalley/merced,Merced,Merced,4,16,do,Lake Yosemite County Park,0.79,candidate,has coordinates; has description; high-value type; strong travel term,37.37044,-120.4288,George Hicks Fancher Monument,northamerica/unitedstates/california/centralvalley/merced/george_hicks_fancher_monument,0.296,8.965,37.767,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Merced,local recreation park below travel POI threshold
asia/china/jiangxi/jingdezhen,Jingdezhen,Jingdezhen,7,15,see,Yori (town),0.79,candidate,has coordinates; has description; high-value type; strong travel term,29.54,117.6,Porcelain Markets,asia/china/jiangxi/jingdezhen/porcelain_market,0.286,47.536,47.482,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Jingdezhen,separate settlement rather than flat POI for Jingdezhen
asia/indonesia/belitung,Belitung,Belitung,6,16,see,Gurok Beraye,0.79,candidate,has coordinates; has description; high-value type; strong travel term,-2.767,107.857,Tanjung Kelayang,asia/indonesia/belitung/tanjung_kelayang,0.357,32.166,25.17,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Belitung,insufficient evidence for score 6+ compared with stronger Belitung natural POIs
europe/greece/epirus,Epirus,Epirus,5,13,see,Acropolis of Polyneri,0.79,candidate,has coordinates; has description; high-value type; strong travel term,39.40269,20.32462,Cave of Perama,europe/greece/epirus/cave_of_perama,0.457,53.549,39.917,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Epirus,obscure archaeological site with weak travel signal for broad Epirus parent
europe/hungary/budapest,Budapest,Budapest,57,94,see,Apaj,0.79,candidate,has coordinates; has description; high-value type; strong travel term,47.11337,19.08772,Piaf,europe/hungary/budapest/piaf,0.5,43.569,42.908,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Budapest,separate village/day-trip area rather than Budapest POI
europe/greece/samos,Samos,Samos,17,56,do,Votsalakia,0.79,candidate,has coordinates; has description; high-value type; strong travel term,37.707309,26.665735,Tsamadou Beach,europe/greece/samos/tsamadou_beach,0.417,20.763,27.932,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Samos,resort village/beach area rather than distinct high-confidence POI
