world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/france/east/burgundy/dijon,Dijon,Dijon,21,29,see,Place François Rude,0.55,candidate,has description; high-value type,,,Parc de la Colombière,europe/france/east/burgundy/dijon/parc_de_la_colombiere,0.529,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Dijon,candidate score 0.55 is below the 6.0 POI threshold
asia/india/karnataka/mysore,Mysore,Mysore,14,82,do,City watch at Hardinge Circle,0.55,candidate,has description; high-value type,,,K. Pattabhi Jois Ashtanga Yoga Institute (KPJAYI),asia/india/karnataka/mysore/kpjayi,0.382,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Mysore,candidate score 0.55 is below the 6.0 POI threshold
northamerica/unitedstates/massachusetts/northhampton,Northampton,Northampton (Massachusetts),8,52,do,The Calvin Theater,0.55,candidate,has description; high-value type,,,Academy of Music Theatre,northamerica/unitedstates/massachusetts/northhampton/academy_of_music,0.526,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Northampton_%28Massachusetts%29,candidate score 0.55 is below the 6.0 POI threshold
australiaandpacific/australia/newsouthwales/wollongong,Wollongong,Wollongong,8,68,see,Bulli Pass,0.55,candidate,has description; high-value type,,,Illawarra Escarpment,australiaandpacific/australia/newsouthwales/wollongong/illawarra_escarpment,0.267,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Wollongong,candidate score 0.55 is below the 6.0 POI threshold
asia/thailand/songkhla,Songkhla,Songkhla,4,25,do,Ferry,0.55,candidate,has description; high-value type,,,Songkhla National Museum,asia/thailand/songkhla/nationalmuseum,0.069,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Songkhla,candidate score 0.55 is below the 6.0 POI threshold
northamerica/unitedstates/colorado/vail,Vail,Vail,12,77,do,Ride the Gondola,0.55,candidate,has description; high-value type,,,Mid-Vail,northamerica/unitedstates/colorado/vail/mid_vail,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Vail,candidate score 0.55 is below the 6.0 POI threshold
southamerica/brazil/recife,Recife,Recife,34,154,do,Teatro Maurício de Nassau,0.55,candidate,has description; high-value type,,,Forte das Cinco Pontas,southamerica/brazil/recife/forte_das_cinco_pontas,0.545,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Recife,candidate score 0.55 is below the 6.0 POI threshold
europe/france/cannes,Cannes,Cannes,20,19,do,Molinard,0.55,candidate,has description; high-value type,,,Villa Rothschild,europe/france/cannes/villa_rothschild,0.333,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Cannes,candidate score 0.55 is below the 6.0 POI threshold
northamerica/unitedstates/virginia/charlottesville,Charlottesville,Charlottesville,11,94,do,The Jeffersonian Thanksgiving Festival,0.55,candidate,has description; high-value type,,,Jefferson Theater,northamerica/unitedstates/virginia/charlottesville/jefferson_theater,0.549,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Charlottesville,candidate score 0.55 is below the 6.0 POI threshold
europe/unitedkingdom/england/london,London,London,76,205,see,Bhutan,0.55,candidate,has description; high-value type,,,BAO,europe/unitedkingdom/england/london/bao,0.444,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/London,candidate score 0.55 is below the 6.0 POI threshold
europe/macedonia/ohrid,Ohrid,Ohrid,13,52,do,Cafe Galerija,0.55,candidate,has description; high-value type,,,Lake Ohrid,europe/macedonia/ohrid/lake_ohrid,0.435,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ohrid,candidate score 0.55 is below the 6.0 POI threshold
northamerica/unitedstates/pennsylvania/johnstown,Johnstown,Johnstown,11,23,do,Thunder in the Valley,0.55,candidate,has description; high-value type,,,Stone Bridge,northamerica/unitedstates/pennsylvania/johnstown/stone_bridge,0.414,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Johnstown,candidate score 0.55 is below the 6.0 POI threshold
asia/indonesia/irianjaya/baliemvalley,Baliem Valley,Baliem Valley,8,10,see,Mummy of Akima,0.55,candidate,has description; high-value type,,,Akima Mummy,asia/indonesia/irianjaya/baliemvalley/akima_mummy,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Baliem_Valley,candidate score 0.55 is below the 6.0 POI threshold
europe/azerbaijan/baku,Baku,Baku,52,148,do,Hamam Mehellesi,0.55,candidate,has description; high-value type,,,Hammam Quarter,europe/azerbaijan/baku/bilov_hammam,0.483,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Baku,candidate score 0.55 is below the 6.0 POI threshold
