world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/macedonia/tetovo,Tetovo,Tetovo,4,37,see,Želino Bridge,0.85,candidate,has coordinates; has description; high-value type,41.9871,21.059808,Old Bazaar,europe/macedonia/tetovo/old_bazaar,0.364,7.729,7.513,needs_external_source,,https://en.wikivoyage.org/wiki/Tetovo,bridge lead could not be verified strongly enough as a worthwhile Tetovo POI
asia/indonesia/kalimantan/balikpapan,Balikpapan,Balikpapan,4,33,do,Balikpapan Super Bowling,0.85,candidate,has coordinates; has description; high-value type,-1.275187,116.856687,Battle of Balikpapan Memorial,asia/indonesia/kalimantan/balikpapan/battle_of_balikpapan_memorial,0.528,5.059,3.934,needs_external_source,,https://en.wikivoyage.org/wiki/Balikpapan,local bowling alley; weak travel value
europe/estonia/rakvere,Rakvere,Rakvere,7,41,do,Fishing,0.85,candidate,has coordinates; has description; high-value type,59.453836,26.240247,Katariina Kelder,europe/estonia/rakvere/katariina_kelder,0.261,13.225,13.61,needs_external_source,,https://en.wikivoyage.org/wiki/Rakvere,"vague activity, not a named POI"
europe/serbia/kosovoprovince/prizren,Prizren,Prizren,7,50,see,"Brezovica, the ski resort",0.85,candidate,has coordinates; has description; high-value type,42.221944,21.004722,Arasta Mosque Minaret,europe/serbia/kosovoprovince/prizren/arasta_mosque_minaret,0.39,21.736,21.87,needs_external_source,,https://en.wikivoyage.org/wiki/Prizren,"ski resort is a separate mountain destination/day trip, not a Prizren city POI"
northamerica/canada/quebec/longueuil,Longueuil,Longueuil,3,38,do,Colisée Jean-Béliveau,0.85,candidate,has coordinates; has description; high-value type,45.54428,-73.45701,Parc Michel-Chartrand,northamerica/canada/quebec/longueuil/parc_michel_chartrand,0.286,0.981,2.555,needs_external_source,,https://en.wikivoyage.org/wiki/Longueuil,local sports arena; weak travel value
asia/indonesia/java/surabaya,Surabaya,Surabaya,12,138,see,RS Darmo,0.85,candidate,has coordinates; has description; high-value type,-7.28747,112.73893,Kalimas Harbour,asia/indonesia/java/surabaya/kalimas_harbour,0.435,7.699,4.58,needs_external_source,,https://en.wikivoyage.org/wiki/Surabaya,hospital building with limited visitor access/value
asia/thailand/pai,Pai,Pai,11,33,see,Mae Yen,0.85,candidate,has coordinates; has description; high-value type,19.3671,98.5065,Wat Phra That Mae Yen,asia/thailand/pai/wat_phra_that_mae_yen,0.5,6.096,7.107,needs_external_source,,https://en.wikivoyage.org/wiki/Pai,duplicate/ambiguous lead; existing Wat Phra That Mae Yen POI covers the site
europe/belgium/nieuwpoort,Nieuwpoort,Nieuwpoort,6,27,see,Central Square,0.85,candidate,has coordinates; has description; high-value type,51.12948,2.75172,Ganzepoot Locks,europe/belgium/nieuwpoort/ganzepoot_locks,0.333,0.667,0.007,needs_external_source,,https://en.wikivoyage.org/wiki/Nieuwpoort,generic central square lead with insufficient distinct travel value
asia/myanmar/yangon,Yangon,Yangon,21,140,see,Bayint Naung Bridge,0.85,candidate,has coordinates; has description; high-value type,16.85638,96.09808,Botahtaung Pagoda,asia/myanmar/yangon/botahtaung_pagoda,0.444,12.383,9.426,needs_external_source,,https://en.wikivoyage.org/wiki/Yangon,bridge/transport infrastructure with weak travel value
asia/philippines/subic,Subic,Subic,11,39,see,SFEX Twin Tunnels,0.85,candidate,has coordinates; has description; high-value type,14.82588,120.32291,Neptune's Bar,asia/philippines/subic/neptunes_bar,0.4,5.819,11.103,needs_external_source,,https://en.wikivoyage.org/wiki/Subic,"highway tunnel/transport infrastructure, not a visitor POI"
asia/china/shandong_province/rizhao,Rizhao,Rizhao,6,52,do,Qinyuanchun Ski Resort,0.85,candidate,has coordinates; has description; high-value type,35.51038,119.48584,Sailing and Water Sports,asia/china/shandong_province/rizhao/water_sports,0.391,14.593,11.161,needs_external_source,,https://en.wikivoyage.org/wiki/Rizhao,commercial ski resort lead could not be verified strongly enough
asia/japan/honshu/nagano,Nagano,Nagano,6,15,do,Omura Onsen Makibanoyu,0.85,candidate,has coordinates; has description; high-value type,36.601891,138.226022,M-Wave Olympic Arena,asia/japan/honshu/nagano/mwave,0.333,4.489,5.902,needs_external_source,,https://en.wikivoyage.org/wiki/Nagano,single onsen business; marginal commercial listing rather than durable POI
asia/china/shandong_province/rizhao,Rizhao,Rizhao,6,52,do,Sunrise over the East Sea,0.85,candidate,has coordinates; has description; high-value type,35.42336,119.54994,Rizhao Ocean Park,asia/china/shandong_province/rizhao/rizhao_ocean_park,0.421,3.185,2.234,needs_external_source,,https://en.wikivoyage.org/wiki/Rizhao,vague sunrise activity rather than a stable named POI
asia/kyrgyzstan/bishkek,Bishkek,Bishkek,52,50,see,Tajikistan,0.85,candidate,has coordinates; has description; high-value type,42.847537,74.629508,Yujka (South Bishkek),asia/kyrgyzstan/bishkek/yujka_neighbourhood,0.4,2.017,3.815,needs_external_source,,https://en.wikivoyage.org/wiki/Bishkek,invalid/vague listing name; not a POI in Bishkek
