world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/unitedkingdom/england/eastern_england/southendonsea,Southend-on-Sea,Southend-on-Sea,10,58,do,Village Green,0.89,candidate,has coordinates; has description; high-value type; has external URL,51.54419,0.67772,Sea Life Adventure,europe/unitedkingdom/england/eastern_england/southendonsea/sea_life_adventure,0.323,2.864,2.499,has_external_url,https://www.villagegreenfestival.co.uk/,https://en.wikivoyage.org/wiki/Southend-on-Sea,Festival/event lead rather than a durable POI; not reliable as a year-round Southend things-to-do item.
europe/romania/bucharest,Bucharest,Bucharest,11,139,see,Fourwood Laundry,0.89,candidate,has coordinates; has description; high-value type; has external URL,44.4247437,26.1028701,Old Centre (Centrul Vechi),europe/romania/bucharest/old_centre,0.385,0.799,1.263,has_external_url,http://fourwoodlaundry.ro/,https://en.wikivoyage.org/wiki/Bucharest,"Commercial laundromat/cafe listing, not a travel-worthy sight for Bucharest."
europe/germany/badenwrttemberg/stuttgart,Stuttgart,Stuttgart,27,176,do,Go ice skating,0.89,candidate,has coordinates; has description; high-value type; has external URL,48.75163696721892,9.186505775690039,Staatsgalerie Stuttgart,europe/germany/badenwrttemberg/stuttgart/stategallery,0.378,3.178,3.019,has_external_url,https://www.stuttgart.de/eiswelt,https://en.wikivoyage.org/wiki/Stuttgart,Generic activity attached to an ice rink; weak standalone travel value in Stuttgart.
northamerica/canada/alberta/grande_prairie,Grande Prairie,Grande Prairie,6,21,see,Grande Prairie Visitor Information Centre,0.89,candidate,has coordinates; has description; high-value type; has external URL,55.18187,-118.817634,Grande Prairie Museum,northamerica/canada/alberta/grande_prairie/grande_prairie_museum,0.548,2.184,1.873,has_external_url,https://gptourism.ca/,https://en.wikivoyage.org/wiki/Grande_Prairie,"Visitor information centre, useful service but not a POI under the things_to_do rubric."
northamerica/unitedstates/massachusetts/cambridge,Cambridge,Cambridge (Massachusetts),13,112,see,O'Connell Branch,0.89,candidate,has coordinates; has description; high-value type; has external URL,42.370445,-71.084833,Kendall Square,northamerica/unitedstates/massachusetts/cambridge/kendall_square,0.333,0.923,1.664,has_external_url,http://www.cambridgema.gov/cpl,https://en.wikivoyage.org/wiki/Cambridge_%28Massachusetts%29,Local library branch with limited independent visitor draw in Cambridge.
asia/oman/muscat,Muscat,Muscat,24,152,do,Oman Bicycle Shop,0.89,candidate,has coordinates; has description; high-value type; has external URL,23.58711,58.4302,Jabrin Castle,asia/oman/muscat/jabrin_castle,0.4,188.516,16.906,has_external_url,http://www.omanbicycle.com/,https://en.wikivoyage.org/wiki/Muscat,Bicycle shop/operator rather than a stable Muscat attraction; no standalone POI value.
australiaandpacific/newzealand/south_island/otago/wanaka,Wanaka,Wanaka,8,27,do,Cardrona,0.89,candidate,has coordinates; has description; high-value type; has external URL,-44.87325,168.94917,Cardrona Alpine Resort,australiaandpacific/newzealand/south_island/otago/wanaka/cardrona_ski_field,0.533,1.777,24.799,has_external_url,http://www.cardrona.com/,https://en.wikivoyage.org/wiki/Wanaka,Duplicate/covered by existing Cardrona Alpine Resort POI under Wanaka.
northamerica/unitedstates/minnesota/duluth,Duluth,Duluth,8,55,do,Fond-du-Luth Casino,0.89,candidate,has coordinates; has description; high-value type; has external URL,46.788865,-92.096204,Fitger's Brewery Complex,northamerica/unitedstates/minnesota/duluth/fitger_s_brewery,0.538,0.462,0.893,has_external_url,http://www.fondduluthcasino.com,https://en.wikivoyage.org/wiki/Duluth,Casino below Duluth 6.0 threshold and not a distinctive travel sight.
asia/thailand/hatyai,Hat Yai,Hat Yai,9,109,see,Mahapanya Vidayalai,0.89,candidate,has coordinates; has description; high-value type; has external URL,7.005117,100.490516,Wat Hat Yai Nai,asia/thailand/hatyai/wat_hat_yai_nai,0.471,4.097,2.39,has_external_url,http://www.mahapanya.ac.th/,https://en.wikivoyage.org/wiki/Hat_Yai,Educational institution with limited visitor access and weak travel signal for Hat Yai.
europe/estonia/tallinn,Tallinn,Tallinn,57,163,do,Simpel Session,0.89,candidate,has coordinates; has description; high-value type; has external URL,59.42596,24.64731,Mikkel Museum,europe/estonia/tallinn/mikkelmuseum,0.444,8.251,6.343,has_external_url,http://www.session.ee/,https://en.wikivoyage.org/wiki/Tallinn,"Periodic sports event, not a durable Tallinn POI with year-round visitor value."
europe/hungary/sopron,Sopron,Sopron,9,234,do,Sopron Builders Sports Association,0.89,candidate,has coordinates; has description; high-value type; has external URL,47.68481,16.57244,Roman Remains of Scarbantia,europe/hungary/sopron/roman_remains,0.459,0.963,2.003,has_external_url,http://www.sep.hu/sep/index.html,https://en.wikivoyage.org/wiki/Sopron,Local sports association; not a visitor attraction for Sopron.
europe/italy/veneto/cortina_dampezzo,Cortina d'Ampezzo,Cortina d'Ampezzo,10,66,do,Parco Avventura Adrenalin Center,0.89,candidate,has coordinates; has description; high-value type; has external URL,46.54234,12.12621,Stadio Olimpico del Ghiaccio,europe/italy/veneto/cortina_dampezzo/stadio_olimpico_ghiaccio,0.425,0.575,0.962,has_external_url,http://www.adrenalincenter.it,https://en.wikivoyage.org/wiki/Cortina_d%27Ampezzo,Commercial adventure-park operator below Cortina 6.0 threshold compared with stronger mountain and museum POIs.
northamerica/unitedstates/westvirginia/fairmont,Fairmont,Fairmont (West Virginia),5,24,do,Coal Country Miniature Golf,0.89,candidate,has coordinates; has description; high-value type; has external URL,39.4761775,-80.1115684,Marion County Courthouse,northamerica/unitedstates/westvirginia/fairmont/marion_county_courthouse,0.471,2.919,2.839,has_external_url,https://www.coalcountrywv.com/,https://en.wikivoyage.org/wiki/Fairmont_%28West_Virginia%29,Mini-golf business with weak travel signal and limited destination value for Fairmont.
northamerica/unitedstates/massachusetts/sturbridge,Sturbridge,Sturbridge,9,39,do,Escape the Pike,0.89,candidate,has coordinates; has description; high-value type; has external URL,42.09644,-72.072808,Wells State Park,northamerica/unitedstates/massachusetts/sturbridge/wells_state_park,0.519,5.514,1.484,has_external_url,https://www.escapethepike.com/,https://en.wikivoyage.org/wiki/Sturbridge,Escape-room business below Sturbridge 6.0 threshold; not a durable public sight.
europe/netherlands/utrecht,Utrecht,Utrecht,14,77,do,Pathé Utrecht Leidsche Rijn,0.89,candidate,has coordinates; has description; high-value type; has external URL,52.09671,5.07044,Letters of Utrecht,europe/netherlands/utrecht/letters_of_utrecht,0.409,3.346,3.556,has_external_url,https://www.pathe.nl/bioscoop/utrechtleidscherijn,https://en.wikivoyage.org/wiki/Utrecht,Cinema multiplex; ordinary entertainment venue below Utrecht POI threshold.
northamerica/mexico/sanmigueldeallende,San Miguel de Allende,San Miguel de Allende,6,87,do,SoTeZ Horse Ranch,0.89,candidate,has coordinates; has description; high-value type; has external URL,20.891101022385914,-100.75158119923715,Sights in San Miguel de Allende,northamerica/mexico/sanmigueldeallende/sights,0.267,,2.696,has_external_url,http://www.sotezhorseranch.com/,https://en.wikivoyage.org/wiki/San_Miguel_de_Allende,Commercial horse-ranch operator and not enough evidence for a durable San Miguel de Allende POI.
northamerica/canada/ontario/kingston,Kingston,Kingston (Ontario),8,106,do,Fruition Berry Farm,0.89,candidate,has coordinates; has description; high-value type; has external URL,44.338,-76.392,Kingston City Hall,northamerica/canada/ontario/kingston/city_hall,0.432,13.959,14.036,has_external_url,http://www.fruition.ca,https://en.wikivoyage.org/wiki/Kingston_%28Ontario%29,Berry farm far from Kingston centre and below local threshold as a seasonal commercial stop.
europe/unitedkingdom/england/manchester_liverpool_and_north_west/liverpool,Liverpool,Liverpool,52,182,see,Wavertree Botanic Gardens,0.89,candidate,has coordinates; has description; high-value type; has external URL,53.406,-2.942,The Three Graces,europe/unitedkingdom/england/manchester_liverpool_and_north_west/liverpool/the_three_graces,0.486,3.566,3.299,has_external_url,https://liverpool.gov.uk/leisure-parks-and-wellbeing/parks-and-greenspaces/wavertree-botanic-gardens/,https://en.wikivoyage.org/wiki/Liverpool,Minor botanic garden remains below Liverpool 6.0 threshold and weaker than existing city parks and museums.
europe/finland/espoo,Espoo,Espoo,9,82,do,Vermo Horse Racing Track,0.89,candidate,has coordinates; has description; high-value type; has external URL,60.2166,24.8401,Futuro House No. 001,europe/finland/espoo/futuro_house,0.465,4.946,10.252,has_external_url,https://www.vermo.fi,https://en.wikivoyage.org/wiki/Espoo,Horse-racing track with limited general visitor appeal for Espoo.
europe/germany/saxony/leipzig,Leipzig,Leipzig,16,133,do,Bootsverleih Herold,0.89,candidate,has coordinates; has description; high-value type; has external URL,51.31865,12.3397,Spinnerei,europe/germany/saxony/leipzig/spinnerei,0.357,1.982,3.45,has_external_url,https://www.bootsbau-herold.de/,https://en.wikivoyage.org/wiki/Leipzig,Boat-rental business rather than a durable Leipzig POI; activity can be covered in broader waterway guidance.
europe/sweden/uppsala,Uppsala,Uppsala,18,180,do,Curlingcompaniet,0.89,candidate,has coordinates; has description; high-value type; has external URL,59.849233,17.557106,Carolina Rediviva,europe/sweden/uppsala/carolina_rediviva,0.424,4.181,4.674,has_external_url,http://www.curlingkompaniet.se/,https://en.wikivoyage.org/wiki/Uppsala,Curling facility with limited visitor draw below Uppsala POI threshold.
