world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
northamerica/mexico/chihuahua,Chihuahua,Chihuahua,7,27,see,Temple of San Francisco,0.59,candidate,has description; high-value type; strong travel term,,,Government Palace of Chihuahua,northamerica/mexico/chihuahua/government_palace,0.415,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Chihuahua,candidate score 0.59 is below the 6.0 POI threshold
asia/palestinianauthority/hebron,Hebron,Hebron,5,34,see,Avraham Avinu Synagogue,0.59,candidate,has description; high-value type; strong travel term,,,Abraham's Oak,asia/palestinianauthority/hebron/abrahams_oak,0.5,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Hebron,candidate score 0.59 is below the 6.0 POI threshold
northamerica/thecaribbean/puertorico/bayamon,Bayamón,Bayamón,11,40,see,Marqués de la Serna Bridge,0.59,candidate,has description; high-value type; strong travel term,,,Parque de las Ciencias Luis A. Ferré,northamerica/thecaribbean/puertorico/bayamon/parque_de_las_ciencias,0.489,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Bayam%C3%B3n,candidate score 0.59 is below the 6.0 POI threshold
asia/china/tibet/ngari,Ngari,Ngari (prefecture),3,6,see,The ruins of the ancient Guge Kingdom,0.59,candidate,has description; high-value type; strong travel term,,,Tsaparang Ruins,asia/china/tibet/ngari/tsaparang,0.227,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ngari_%28prefecture%29,candidate score 0.59 is below the 6.0 POI threshold
asia/thailand/chumphon,Chumphon,Chumphon,0,24,do,Thung Wua Laen,0.59,candidate,has description; high-value type; strong travel term,,,,,0.0,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Chumphon,candidate score 0.59 is below the 6.0 POI threshold
asia/cambodia/kratie,Kratie,Kratie,4,22,see,Phnom Sombok,0.59,candidate,has description; high-value type; strong travel term,,,Wat Roka Kandal,asia/cambodia/kratie/wat_roka_kandal,0.222,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kratie,candidate score 0.59 is below the 6.0 POI threshold
asia/china/guizhou/anshun,Anshun,Anshun,4,23,see,Huang Guo Shu Waterfalls,0.59,candidate,has description; high-value type; strong travel term,,,Anshun Old Town Market,asia/china/guizhou/anshun/anshun_old_town,0.304,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Anshun,candidate score 0.59 is below the 6.0 POI threshold
europe/croatia/sibenik,Sibenik,Šibenik,17,18,do,Fortress of St. Michael,0.59,candidate,has description; high-value type; strong travel term,,,Cathedral of St James,europe/croatia/sibenik/cathedral_of_st_james,0.512,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/%C5%A0ibenik,candidate score 0.59 is below the 6.0 POI threshold
europe/spain/catalonia/castello_de_ampurias,Castello d'Empuries,Castelló d'Empúries,5,13,see,The palace of the counts,0.59,candidate,has description; high-value type; strong travel term,,,Basilica of Santa Maria,europe/spain/catalonia/castello_de_ampurias/basilica_santa_maria,0.462,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Castell%C3%B3_d%27Emp%C3%BAries,candidate score 0.59 is below the 6.0 POI threshold
europe/germany/saxonyanhalt/wernigerode,Wernigerode,Wernigerode,9,54,do,Hiking in the local area,0.59,candidate,has description; high-value type; strong travel term,,,Wernigerode Castle,europe/germany/saxonyanhalt/wernigerode/wernigerode_castle,0.368,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Wernigerode,candidate score 0.59 is below the 6.0 POI threshold
