world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/unitedkingdom/england/london,London,London,76,205,see,Israel,0.59,candidate,has description; high-value type; has external URL,,,Windsor Castle,europe/unitedkingdom/england/london/windsor,0.5,,,missing_coordinates; has_external_url,http://embassies.gov.il/london/Pages/default.aspx,https://en.wikivoyage.org/wiki/London,candidate score below 6.0 and missing coordinates; administrative/service/non-POI listing
europe/italy/piemonte/asti,Asti,Asti,7,50,do,Festival delle Sagre,0.59,candidate,has description; high-value type; has external URL,,,Collegiata di San Secondo,europe/italy/piemonte/asti/san_secondo,0.311,,,missing_coordinates; has_external_url,http://www.festivaldellesagre.it,https://en.wikivoyage.org/wiki/Asti,candidate score below 6.0 and missing coordinates; event-only listing rather than a durable visitor POI
northamerica/canada/northwestterritories/fort_smith,Fort Smith,Fort Smith (Northwest Territories),4,19,see,The South Slave Friendship Festival,0.59,candidate,has description; high-value type; has external URL,,,Slave River Rapids,northamerica/canada/northwestterritories/fort_smith/slave_river_rapids,0.449,,,missing_coordinates; has_external_url,https://m.facebook.com/pg/South-Slave-Friendship-Festival-137198393023944/about/,https://en.wikivoyage.org/wiki/Fort_Smith_%28Northwest_Territories%29,candidate score below 6.0 and missing coordinates; event-only listing rather than a durable visitor POI
southamerica/brazil/recife,Recife,Recife,34,154,do,Carnaval Recife,0.59,candidate,has description; high-value type; has external URL,,,Santa Isabel Theater,southamerica/brazil/recife/santa_isabel_theater,0.457,,,missing_coordinates; has_external_url,http://www.programacaocarnavalrecife.com.br/,https://en.wikivoyage.org/wiki/Recife,candidate score below 6.0 and missing coordinates; event-only listing rather than a durable visitor POI
northamerica/unitedstates/florida/clearwater,Clearwater,Clearwater,15,10,do,Philadelphia Phillies Spring Training,0.59,candidate,has description; high-value type; has external URL,,,Clearwater Marine Aquarium,northamerica/unitedstates/florida/clearwater/clearwater_marine_aquarium,0.349,,,missing_coordinates; has_external_url,http://www.phillies.com,https://en.wikivoyage.org/wiki/Clearwater,candidate score below 6.0 and missing coordinates; event-only listing rather than a durable visitor POI
northamerica/unitedstates/massachusetts/nantucket,Nantucket,Nantucket,14,51,do,Sankaty Head Charters,0.59,candidate,has description; high-value type; has external URL,,,Jetties Beach,northamerica/unitedstates/massachusetts/nantucket/jetties_beach,0.353,,,missing_coordinates; has_external_url,http://www.nantucketfishing.com,https://en.wikivoyage.org/wiki/Nantucket,candidate score below 6.0 and missing coordinates; ordinary commercial operator rather than a distinct POI
asia/palestinianauthority/hebron,Hebron,Hebron,5,34,see,Christian Peacemaking Team,0.59,candidate,has description; high-value type; has external URL,,,Cave of the Patriarchs,asia/palestinianauthority/hebron/cave_of_the_patriarchs,0.318,,,missing_coordinates; has_external_url,https://cpt.org/,https://en.wikivoyage.org/wiki/Hebron,candidate score below 6.0 and missing coordinates; administrative/service/non-POI listing
northamerica/canada/northwestterritories/inuvik,Inuvik,Inuvik,7,32,see,Inuvik Sunrise Festival,0.59,candidate,has description; high-value type; has external URL,,,Inuvik Community Greenhouse,northamerica/canada/northwestterritories/inuvik/community_greenhouse,0.48,,,missing_coordinates; has_external_url,https://www.inuvik.ca/living-here/events/inuvik-sunrise-festival/,https://en.wikivoyage.org/wiki/Inuvik,candidate score below 6.0 and missing coordinates; event-only listing rather than a durable visitor POI
asia/india/bihar/bodhgaya,Bodh Gaya,Bodh Gaya,9,26,do,Kagyu Monlam Chenmo,0.59,candidate,has description; high-value type; has external URL,,,Thai Monastery (Wat Thai Buddhagaya),asia/india/bihar/bodhgaya/thai_monastery,0.424,,,missing_coordinates; has_external_url,https://kagyumonlam.org/en/,https://en.wikivoyage.org/wiki/Bodh_Gaya,candidate score below 6.0 and missing coordinates; weak or local-only lead below the production bar
europe/switzerland/geneva,Geneva,Geneva,44,99,do,Caves Ouvertes,0.59,candidate,has description; high-value type; has external URL,,,Place Neuve,europe/switzerland/geneva/place_neuve,0.48,,,missing_coordinates; has_external_url,http://www.geneva.info/events/open-wineries/,https://en.wikivoyage.org/wiki/Geneva,candidate score below 6.0 and missing coordinates; weak or local-only lead below the production bar
