world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
asia/indonesia/java/karimunjawa,Karimunjawa,Karimunjawa,12,26,see,Ujung Gelam Beach,0.66,candidate,has coordinates; high-value type; strong travel term,-5.839688,110.411062,Tanjung Gelam,asia/indonesia/java/karimunjawa/tanjung_gelam,0.667,0.764,5.053,needs_external_source,,https://en.wikivoyage.org/wiki/Karimunjawa,Rejected as duplicate/alias: already covered by Tanjung Gelam.
europe/spain/canaryislands/lapalma,La Palma,La Palma,6,14,see,National Park de la Caldera de Taburiente,0.66,candidate,has coordinates; high-value type; strong travel term,28.753928,-17.884719,Caldera de Taburiente National Park,europe/spain/canaryislands/lapalma/caldera_de_taburiente,0.562,4.497,11.309,needs_external_source,,https://en.wikivoyage.org/wiki/La_Palma,Rejected as duplicate: already covered by Caldera de Taburiente National Park.
europe/greece/xanthi,Xanthi,Xanthi,5,26,see,Public Paint Gallery,0.66,candidate,has coordinates; high-value type; strong travel term,41.143296,24.888062,Xanthi Old Town,europe/greece/xanthi/old_town,0.685,0.315,0.594,needs_external_source,,https://en.wikivoyage.org/wiki/Xanthi,Rejected as likely duplicate or already covered by existing POI: Xanthi Old Town.
asia/yemen/aden,Aden,Aden,14,14,see,Aden Military Museum,0.66,candidate,has coordinates; high-value type; strong travel term,12.779207,45.03652,Minaret of Aden,asia/yemen/aden/aden_minaret,0.609,0.391,1.445,needs_external_source,,https://en.wikivoyage.org/wiki/Aden,Rejected: museum is either duplicate/covered by Minaret of Aden or too specialist for the local score threshold.
asia/yemen/aden,Aden,Aden,14,14,see,Fish market,0.66,candidate,has coordinates; high-value type; strong travel term,12.77804,45.04746,Sira Fortress,asia/yemen/aden/sira_fortress,0.661,0.339,2.424,needs_external_source,,https://en.wikivoyage.org/wiki/Aden,Rejected as likely duplicate or already covered by existing POI: Sira Fortress.
asia/india/uttarpradesh/gorakhpur,Gorakhpur,Gorakhpur,15,29,do,Ambedkar Park,0.66,candidate,has coordinates; high-value type; strong travel term,26.76987,83.36916,Nehru Park,asia/india/uttarpradesh/gorakhpur/nehru_park,0.609,1.122,11.36,needs_external_source,,https://en.wikivoyage.org/wiki/Gorakhpur,Rejected: below the local POI threshold or too weak/local-only for a standalone things_to_do entry.
asia/indonesia/java/karimunjawa,Karimunjawa,Karimunjawa,12,26,see,Menjangan Kecil Island,0.66,candidate,has coordinates; high-value type; strong travel term,-5.890437,110.409312,Pulau Menjangan Kecil,asia/indonesia/java/karimunjawa/menjangan_kecil,0.698,2.4,2.874,needs_external_source,,https://en.wikivoyage.org/wiki/Karimunjawa,Rejected as duplicate/alias: already covered by Pulau Menjangan Kecil.
asia/iraq/basra,Basra,Basra,6,29,see,Basta Natural History Museum,0.66,candidate,has coordinates; high-value type; strong travel term,30.5003,47.8582,Basra Museum,asia/iraq/basra/basra_museum,0.6,4.898,4.738,needs_external_source,,https://en.wikivoyage.org/wiki/Basra,Rejected: museum is either duplicate/covered by Basra Museum or too specialist for the local score threshold.
asia/israel/nethanya,Netanya,Netanya,9,22,see,Netanya Flower market,0.66,candidate,has coordinates; high-value type; strong travel term,32.32923,34.8579,Independence Square,asia/israel/nethanya/independence_square,0.635,0.365,0.966,needs_external_source,,https://en.wikivoyage.org/wiki/Netanya,Rejected as likely duplicate or already covered by existing POI: Independence Square.
europe/poland/sosnowiec,Sosnowiec,Sosnowiec,5,51,see,Sielecki Park,0.66,candidate,has coordinates; high-value type; strong travel term,50.28407746895871,19.14183397570864,Sielecki Castle,europe/poland/sosnowiec/sielecki_castle,0.714,1.15,5.434,needs_external_source,,https://en.wikivoyage.org/wiki/Sosnowiec,Rejected as likely duplicate or already covered by existing POI: Sielecki Castle.
europe/albania/pogradec,Pogradec,Pogradec,3,32,see,Mosque in the Center of the town,0.66,candidate,has coordinates; high-value type; strong travel term,40.90267,20.6555,Lake Ohrid Beach and Promenade,europe/albania/pogradec/lake_ohrid_beach,0.65,0.35,0.349,needs_external_source,,https://en.wikivoyage.org/wiki/Pogradec,Rejected: local religious building that does not clear the destination's standalone travel-worthiness threshold or is covered by stronger nearby sights.
asia/indonesia/irianjaya/manokwari,Manokwari,Manokwari,4,7,do,Mount Meja Natural Tourism Park,0.66,candidate,has coordinates; high-value type; strong travel term,-0.857563,134.085062,Gunung Meja Nature Reserve,asia/indonesia/irianjaya/manokwari/gunung_meja,0.596,2.605,2.605,needs_external_source,,https://en.wikivoyage.org/wiki/Manokwari,Rejected as duplicate/alias: already covered by Gunung Meja Nature Reserve.
europe/azerbaijan/nagornokarabakh/stepanakert,Khankendi (Stepanakert),Khankendi,3,18,do,Drama Theatre of Vahram Papazian,0.66,candidate,has coordinates; high-value type; strong travel term,39.815737,46.748603,Holy Mother of God Cathedral,europe/azerbaijan/nagornokarabakh/stepanakert/holy_mother_cathedral,0.672,0.328,0.347,needs_external_source,,https://en.wikivoyage.org/wiki/Khankendi,Rejected as likely duplicate or already covered by existing POI: Holy Mother of God Cathedral.
asia/india/westbengal/nabadwip,Nabadwip,Nabadwip,11,34,see,Mahaprabhu Para Temple Complex,0.66,candidate,has coordinates; high-value type; strong travel term,23.412548,88.369211,Poramatala (Mahaprabhu Mandir),asia/india/westbengal/nabadwip/poramatala_mahaprabhu,0.622,0.378,0.554,needs_external_source,,https://en.wikivoyage.org/wiki/Nabadwip,Rejected as duplicate or substantially covered by Poramatala (Mahaprabhu Mandir).
asia/brunei/bandarseribegawan,Bandar Seri Begawan,Bandar Seri Begawan,12,33,see,St. Andrew's Anglican Church,0.66,candidate,has coordinates; high-value type; strong travel term,4.895255,114.939675,Royal Regalia Museum,asia/brunei/bandarseribegawan/royal_regalia_museum,0.679,0.321,5.093,needs_external_source,,https://en.wikivoyage.org/wiki/Bandar_Seri_Begawan,Rejected: local religious building that does not clear the destination's standalone travel-worthiness threshold or is covered by stronger nearby sights.
asia/indonesia/kalimantan/balikpapan,Balikpapan,Balikpapan,4,33,see,Monpera Beach,0.66,candidate,has coordinates; high-value type; strong travel term,-1.28015,116.82168,Melawai Beach,asia/indonesia/kalimantan/balikpapan/melawai_beach,0.692,1.187,6.125,needs_external_source,,https://en.wikivoyage.org/wiki/Balikpapan,Rejected: ordinary or vague beach listing that does not clear the local standalone POI threshold.
asia/pakistan/karachi,Karachi,Karachi,50,197,do,Tushan Beach,0.66,candidate,has coordinates; high-value type; strong travel term,24.84532,66.80297,Sandspit Beach,asia/pakistan/karachi/sandspit_beach,0.692,11.453,21.994,needs_external_source,,https://en.wikivoyage.org/wiki/Karachi,Rejected: ordinary or vague beach listing that does not clear the local standalone POI threshold.
asia/unitedarabemirates/abudhabi,Abu Dhabi,Abu Dhabi,53,106,do,Abu Dhabi Beach,0.66,candidate,has coordinates; high-value type; strong travel term,24.4854979,54.3477609,Abu Dhabi Falcon Hospital,asia/unitedarabemirates/abudhabi/falcon_hospital,0.65,36.696,4.613,needs_external_source,,https://en.wikivoyage.org/wiki/Abu_Dhabi,"Rejected: vague unbranded listing, not specific enough for a sourced standalone POI."
asia/srilanka/kandy,Kandy,Kandy,50,51,see,Madawala Rajamaha Temple,0.66,candidate,has coordinates; high-value type; strong travel term,7.329427,80.6699418,Gadaladeniya Temple,asia/srilanka/kandy/gadaladeniya_temple,0.605,12.718,5.578,needs_external_source,,https://en.wikivoyage.org/wiki/Kandy,Rejected: local religious building that does not clear the destination's standalone travel-worthiness threshold or is covered by stronger nearby sights.
europe/unitedkingdom/england/manchester_liverpool_and_north_west/bolton,Bolton,Bolton,14,32,see,Holy Trinity Church,0.66,candidate,has coordinates; high-value type; strong travel term,53.599,-2.539,Bolton Parish Church (St Peter's),europe/unitedkingdom/england/manchester_liverpool_and_north_west/bolton/bolton_parish_church,0.615,7.973,7.552,needs_external_source,,https://en.wikivoyage.org/wiki/Bolton,Rejected: local religious building that does not clear the destination's standalone travel-worthiness threshold or is covered by stronger nearby sights.
asia/indonesia/irianjaya/biak,Biak,Biak,7,13,see,Adoki Beach,0.66,candidate,has coordinates; high-value type; strong travel term,-1.14033,135.986426,Bosnik Beach,asia/indonesia/irianjaya/biak/bosnik_beach,0.696,21.996,11.623,needs_external_source,,https://en.wikivoyage.org/wiki/Biak,Rejected: ordinary or vague beach listing that does not clear the local standalone POI threshold.
asia/india/maharashtra/nagpur,Nagpur,Nagpur,8,31,see,Telankhedi Garden,0.66,candidate,has coordinates; high-value type; strong travel term,21.155099,79.050171,Ambazari Lake and Garden,asia/india/maharashtra/nagpur/ambazari_lake,0.585,3.257,3.358,needs_external_source,,https://en.wikivoyage.org/wiki/Nagpur,Rejected: below the local POI threshold or too weak/local-only for a standalone things_to_do entry.
europe/hungary/debrecen,Debrecen,Debrecen,17,130,see,Mester Street Reformed Church,0.66,candidate,has coordinates; high-value type; strong travel term,47.53415,21.61618,Reformed Great Church,europe/hungary/debrecen/reformed_great_church,0.6,0.631,0.798,needs_external_source,,https://en.wikivoyage.org/wiki/Debrecen,Rejected: local religious building that does not clear the destination's standalone travel-worthiness threshold or is covered by stronger nearby sights.
asia/india/tamilnadu/kodaikanal,Kodaikanal,Kodaikanal,12,40,see,St. Peters Church,0.66,candidate,has coordinates; high-value type; strong travel term,10.2288743,77.4930245,Coaker's Walk,asia/india/tamilnadu/kodaikanal/coakers_walk,0.565,0.435,0.55,needs_external_source,,https://en.wikivoyage.org/wiki/Kodaikanal,Rejected: local religious building that does not clear the destination's standalone travel-worthiness threshold or is covered by stronger nearby sights.
europe/moldova/orhei,Orhei,Orhei,3,9,see,Roman Catholic Church,0.66,candidate,has coordinates; high-value type; strong travel term,47.374064,28.823894,Central Park and Răut Embankment,europe/moldova/orhei/central_park,0.551,0.449,0.467,needs_external_source,,https://en.wikivoyage.org/wiki/Orhei,Rejected: local religious building that does not clear the destination's standalone travel-worthiness threshold or is covered by stronger nearby sights.
southamerica/peru/machupicchu,Machu Picchu,Machu Picchu,9,23,see,Moon Temple,0.66,candidate,has coordinates; high-value type; strong travel term,-13.152142,-72.546479,Huayna Picchu,southamerica/peru/machupicchu/huayna_picchu,0.567,0.433,1.366,needs_external_source,,https://en.wikivoyage.org/wiki/Machu_Picchu,Rejected as duplicate/alias: already covered by Great Cave / Temple of the Moon.
asia/china/xinjiangprovince/tashkorgan,Tashkorgan,Tashkurgan,5,7,see,Eagle monument,0.66,candidate,has coordinates; high-value type; strong travel term,37.7752,75.22578,Tagharma Grasslands,asia/china/xinjiangprovince/tashkorgan/tagharma_grasslands,0.628,0.372,0.528,needs_external_source,,https://en.wikivoyage.org/wiki/Tashkurgan,Rejected as likely duplicate or already covered by existing POI: Tagharma Grasslands.
