world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/czechrepublic/brno,Brno,Brno,15,89,see,Regiojet,0.59,candidate,has description; high-value type; has external URL,,,Špilberk Castle,europe/czechrepublic/brno/spilberk_castle,0.273,,,missing_coordinates; has_external_url,https://regiojet.com/,https://en.wikivoyage.org/wiki/Brno,"transport-only listing, not a travel-guide POI"
northamerica/costarica/liberia,Liberia,Liberia (Costa Rica),2,27,do,Water Slide at Buena Vista Del Rincon,0.59,candidate,has description; high-value type; has external URL,,,Hacienda Guachipelín,northamerica/costarica/liberia/hacienda_guachipel,0.34,,,missing_coordinates; has_external_url,https://www.buenavistadelrincon.com/guanacaste-costa-rica-adventure-tours/#slide,https://en.wikivoyage.org/wiki/Liberia_%28Costa_Rica%29,"commercial resort activity already covered by Hacienda Guachipelín, not a separate Liberia POI"
europe/sweden/stockholm,Stockholm,Stockholm,56,118,see,BikeSweden AB,0.59,candidate,has description; high-value type; has external URL,,,Millesgården,europe/sweden/stockholm/millesgrden,0.48,,,missing_coordinates; has_external_url,http://www.bikesweden.se,https://en.wikivoyage.org/wiki/Stockholm,"ordinary commercial bike-tour operator, below Stockholm POI threshold"
northamerica/mexico/juarez,Juarez,Juarez,4,23,see,Grupo Senda,0.59,candidate,has description; high-value type; has external URL,,,Avenida Juárez,northamerica/mexico/juarez/avenida_juarez,0.32,,,missing_coordinates; has_external_url,http://ticket.gruposenda.com,https://en.wikivoyage.org/wiki/Juarez,"transport-only listing, not a travel-guide POI"
northamerica/guatemala/quezaltenango,Quetzaltenango (Xela),Quetzaltenango,3,13,do,Entremundos,0.59,candidate,has description; high-value type; has external URL,,,Parque Centro América,northamerica/guatemala/quezaltenango/parque_centro_america,0.312,,,missing_coordinates; has_external_url,http://www.entremundos.org,https://en.wikivoyage.org/wiki/Quetzaltenango,"community/volunteer organization, not a Quetzaltenango visitor POI"
europe/france/aquitaine/saintes,Saintes,Saintes,6,93,do,New Year's cavalcade,0.59,candidate,has description; high-value type; has external URL,,,Abbaye aux Dames,europe/france/aquitaine/saintes/abbaye_aux_dames,0.333,,,missing_coordinates; has_external_url,http://carnaval-st-sylvestre.e-monsite.com/,https://en.wikivoyage.org/wiki/Saintes,event-only cavalcade rather than a durable Saintes POI
northamerica/unitedstates/vermont/rutland,Rutland,Rutland (Vermont),4,17,do,Hathaway Farm & Corn Maze,0.59,candidate,has description; high-value type; has external URL,,,Chaffee Art Center,northamerica/unitedstates/vermont/rutland/chaffee_art_center,0.356,,,missing_coordinates; has_external_url,http://www.hathawayfarm.com/,https://en.wikivoyage.org/wiki/Rutland_%28Vermont%29,"ordinary seasonal farm attraction, below Rutland POI threshold"
europe/croatia/rijeka,Rijeka,Rijeka,6,40,do,Parks and promenades,0.59,candidate,has description; high-value type; has external URL,,,PEEK&POKE Computer Museum,europe/croatia/rijeka/peek_and_poke,0.49,,,missing_coordinates; has_external_url,http://www.tz-rijeka.hr/en/Home.aspx?PageID=234,https://en.wikivoyage.org/wiki/Rijeka,generic parks-and-promenades listing rather than a distinct Rijeka POI
europe/belgium/brussels,Brussels,Brussels,14,68,see,TGV,0.59,candidate,has description; high-value type; has external URL,,,Atomium,europe/belgium/brussels/atomium,0.2,,,missing_coordinates; has_external_url,http://www.tgv-europe.com/,https://en.wikivoyage.org/wiki/Brussels,"transport-only listing, not a travel-guide POI"
europe/netherlands/thehague,The Hague,The Hague,16,165,do,TodaysArt Festival,0.59,candidate,has description; high-value type; has external URL,,,Van Kleef Distillery,europe/netherlands/thehague/van_kleef,0.368,,,missing_coordinates; has_external_url,http://www.todaysart.nl,https://en.wikivoyage.org/wiki/The_Hague,event-only media festival rather than a durable The Hague POI
