world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/finland/helsinki,Helsinki,Helsinki,56,99,see,Iran,0.51,candidate,high-value type; has external URL,,,Linnanmäki,europe/finland/helsinki/linnanmaki,0.429,,,missing_coordinates; has_external_url,http://helsinki.mfa.ir/?siteid=290,https://en.wikivoyage.org/wiki/Helsinki,candidate score 0.51 is below the 6.0 POI threshold
northamerica/unitedstates/wisconsin/eau_claire,Eau Claire,Eau Claire (Wisconsin),5,87,see,Waldemer Ager house,0.51,candidate,high-value type; has external URL,,,Pablo Center at the Confluence,northamerica/unitedstates/wisconsin/eau_claire/pablo_center,0.489,,,missing_coordinates; has_external_url,http://www.agerhouse.org/,https://en.wikivoyage.org/wiki/Eau_Claire_%28Wisconsin%29,candidate score 0.51 is below the 6.0 POI threshold
europe/unitedkingdom/england/london,London,London,76,205,see,Hungary,0.51,candidate,high-value type; has external URL,,,National Gallery,europe/unitedkingdom/england/london/national_gallery,0.435,,,missing_coordinates; has_external_url,https://london.mfa.gov.hu/eng,https://en.wikivoyage.org/wiki/London,candidate score 0.51 is below the 6.0 POI threshold
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,Singapore,0.51,candidate,high-value type; has external URL,,,Washington Monument,northamerica/unitedstates/washingtondc/george_washington,0.429,,,missing_coordinates; has_external_url,https://www.mfa.gov.sg/washington,https://en.wikivoyage.org/wiki/Washington%2C_D.C.,candidate score 0.51 is below the 6.0 POI threshold
asia/iran/tehran,Tehran,Tehran,44,119,see,Brunei,0.51,candidate,high-value type; has external URL,,,Ebrat Museum (Former Qasr Prison),asia/iran/tehran/ebrat_museum,0.444,,,missing_coordinates; has_external_url,https://www.mfa.gov.bn/iran-tehran/Theme/Home2.aspx,https://en.wikivoyage.org/wiki/Tehran,candidate score 0.51 is below the 6.0 POI threshold
africa/southafrica/pretoria,Pretoria,Pretoria,12,120,see,Uganda,0.51,candidate,high-value type; has external URL,,,Union Buildings,africa/southafrica/pretoria/union_buildings,0.286,,,missing_coordinates; has_external_url,http://www.ugandahighcommissionpretoria.com,https://en.wikivoyage.org/wiki/Pretoria,candidate score 0.51 is below the 6.0 POI threshold
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,see,Portugal,0.51,candidate,high-value type; has external URL,,,Rideau Canal,northamerica/canada/ontario/ottawa/rideau_canal,0.4,,,missing_coordinates; has_external_url,https://www.otava.embaixadaportugal.mne.pt/en/,https://en.wikivoyage.org/wiki/Ottawa,candidate score 0.51 is below the 6.0 POI threshold
europe/greece/kavala,Kavala,Kavala,14,95,see,Physicians,0.51,candidate,high-value type; has external URL,,,Thassos Island,europe/greece/kavala/thassos_ferry,0.417,,,missing_coordinates; has_external_url,https://www.vrisko.gr/en/dir-cat/doctors/kavala,https://en.wikivoyage.org/wiki/Kavala,candidate score 0.51 is below the 6.0 POI threshold
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,Bahrain,0.51,candidate,high-value type; has external URL,,,Tidal Basin,northamerica/unitedstates/washingtondc/tidal_basin,0.444,,,missing_coordinates; has_external_url,https://www.mofa.gov.bh/Default.aspx?tabid=7702&language=en-US,https://en.wikivoyage.org/wiki/Washington%2C_D.C.,candidate score 0.51 is below the 6.0 POI threshold
northamerica/unitedstates/california/sanfrancisco,San Francisco,San Francisco,93,62,see,Luxembourg,0.51,candidate,high-value type; has external URL,,,Alamo Square,northamerica/unitedstates/california/sanfrancisco/alamo_square,0.455,,,missing_coordinates; has_external_url,https://sanfrancisco.mae.lu/en,https://en.wikivoyage.org/wiki/San_Francisco,candidate score 0.51 is below the 6.0 POI threshold
