world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
northamerica/canada/alberta/calgary,Calgary,Calgary,38,59,see,South Calgary Health Centre,0.74,candidate,has coordinates; has description; high-value type; has external URL,50.902617,-114.058787,Calgary Tower,northamerica/canada/alberta/calgary/calgarytower,0.55,15.757,15.9,has_external_url,https://www.albertahealthservices.ca/findhealth/facility.aspx?id=1003295,https://en.wikivoyage.org/wiki/Calgary,medical facility rather than a travel POI
europe/switzerland/lugano,Lugano,Lugano,7,47,see,Funicolare Lugano Paradiso - Monte San Salvatore,0.74,candidate,has coordinates; has description; high-value type; has external URL,45.9905555556,8.94541666667,Monte San Salvatore,europe/switzerland/lugano/monte_san_salvatore,0.585,0.841,1.685,has_external_url,http://www.montesansalvatore.ch/,https://en.wikivoyage.org/wiki/Lugano,duplicate/alias already covered by existing Monte San Salvatore POI
asia/southkorea/dae_gu,Daegu,Daegu,7,73,see,Daegu Yakryeong-si Oriental Medicine Culture Festival,0.74,candidate,has coordinates; has description; high-value type; has external URL,35.868675,128.590044,Gyeongsang-gamyeong Park,asia/southkorea/dae_gu/gyeongsang_gamyeong_park,0.554,0.446,1.067,has_external_url,https://www.herbfestival.org/kor/,https://en.wikivoyage.org/wiki/Daegu,event-only listing
europe/iceland/akureyri,Akureyri,Akureyri,10,34,do,Skautafelag Akureyrar,0.74,candidate,has coordinates; has description; high-value type; has external URL,65.6633551,-18.0854243,Nonni's House,europe/iceland/akureyri/nonnis_house,0.584,0.416,2.161,has_external_url,http://www.sasport.is/is/forsida,https://en.wikivoyage.org/wiki/Akureyri,local ice sports club/rink below travel-worthy threshold
asia/china/jiangsu_province/taizhou,Taizhou,Taizhou (Jiangsu),5,6,see,Wanghai Tower,0.74,candidate,has coordinates; has description; high-value type; has external URL,32.482581,119.926889,Wanghai Tower and Fengchenghe Park,asia/china/jiangsu_province/taizhou/wanghai_tower,0.553,0.581,2.538,has_external_url,http://www.fengchenghe.com,https://en.wikivoyage.org/wiki/Taizhou_%28Jiangsu%29,duplicate/alias of existing Wanghai Tower and Fengchenghe Park POI
northamerica/unitedstates/oklahoma/tulsa,Tulsa,Tulsa,16,92,do,Tulsa Drillers,0.74,candidate,has coordinates; has description; high-value type; has external URL,36.16008,-95.9883,Golden Driller,northamerica/unitedstates/oklahoma/tulsa/golden_driller,0.643,4.458,0.579,has_external_url,http://tulsa.drillers.milb.com/,https://en.wikivoyage.org/wiki/Tulsa,local sports team below travel-worthy threshold
europe/unitedkingdom/england/eastern_england/cambridge,Cambridge,Cambridge,54,165,see,"Anglesey Abbey, Gardens and Lode Mill",0.74,candidate,has coordinates; has description; high-value type; has external URL,52.235915,0.2448,Anglesey Abbey and Gardens,europe/unitedkingdom/england/eastern_england/cambridge/anglesey_abbey,0.71,2.189,9.233,has_external_url,https://www.nationaltrust.org.uk/anglesey-abbey-gardens-and-lode-mill,https://en.wikivoyage.org/wiki/Cambridge,duplicate/alias of existing Anglesey Abbey and Gardens POI
europe/hungary/sopron,Sopron,Sopron,9,234,see,Dwelling house,0.74,candidate,has coordinates; has description; high-value type; has external URL,47.683441,16.5921,Széchenyi Square,europe/hungary/sopron/szechenyi_square,0.555,0.445,0.583,has_external_url,http://muemlekem.hu/muemlek?id=5073,https://en.wikivoyage.org/wiki/Sopron,vague ordinary building lead below POI threshold
northamerica/unitedstates/westvirginia/charleston,Charleston,Charleston (West Virginia),22,67,see,Charleston Dirty Birds,0.74,candidate,has coordinates; has description; high-value type; has external URL,38.349028,-81.625111,Charleston City Hall,northamerica/unitedstates/westvirginia/charleston/charleston_city_hall,0.714,1.213,0.659,has_external_url,https://dirtybirdsbaseball.com/,https://en.wikivoyage.org/wiki/Charleston_%28West_Virginia%29,local sports team below travel-worthy threshold
northamerica/canada/britishcolumbia/vernon,Vernon,Vernon (British Columbia),10,21,see,Davison Orchards Country Village,0.74,candidate,has coordinates; has description; high-value type; has external URL,50.26451,-119.3093,Davison Orchards,northamerica/canada/britishcolumbia/vernon/davison_orchards,0.667,2.443,2.666,has_external_url,https://www.davisonorchards.ca/,https://en.wikivoyage.org/wiki/Vernon_%28British_Columbia%29,duplicate/alias of existing Davison Orchards POI
