world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/greece/kavala,Kavala,Kavala,14,95,do,Canoe trips & rafting,0.59,candidate,has description; high-value type; has external URL,,,Kavala Harbour and Fish Market,europe/greece/kavala/harbour,0.377,,,missing_coordinates; has_external_url,https://www.riverland.gr/,https://en.wikivoyage.org/wiki/Kavala,ordinary commercial rafting-trip listing and too vague for a Kavala POI
northamerica/canada/quebec/quebeccity,Québec City,Quebec City,39,125,do,Edwin-Bélanger Bandstand,0.59,candidate,has description; high-value type; has external URL,,,Aux Anciens Canadiens,northamerica/canada/quebec/quebeccity/aux_anciens_canadiens,0.4,,,missing_coordinates; has_external_url,http://www.ccbn-nbc.gc.ca/en/activities/kiosque-edwin-belanger/,https://en.wikivoyage.org/wiki/Quebec_City,"seasonal concert programme at an existing park area, below Québec City POI threshold"
northamerica/canada/quebec/montreal,Montreal,Montreal,50,59,see,Greyhound,0.59,candidate,has description; high-value type; has external URL,,,Underground City (RESO),northamerica/canada/quebec/montreal/underground_city,0.48,,,missing_coordinates; has_external_url,https://www.greyhound.com,https://en.wikivoyage.org/wiki/Montreal,transport-only bus operator rather than a Montreal POI
northamerica/canada/alberta/calgary,Calgary,Calgary,38,59,do,WordFest,0.59,candidate,has description; high-value type; has external URL,,,Owl's Nest,northamerica/canada/alberta/calgary/owlsnest,0.444,,,missing_coordinates; has_external_url,https://wordfest.com/,https://en.wikivoyage.org/wiki/Calgary,event-only literary festival rather than a durable Calgary POI
europe/finland/turku,Turku,Turku,5,262,do,Mirjam Helin International Singing Competition 2027,0.59,candidate,has description; high-value type; has external URL,,,Sibelius Museum,europe/finland/turku/sibeliusmuseum,0.242,,,missing_coordinates; has_external_url,https://mirjamhelin.fi,https://en.wikivoyage.org/wiki/Turku,event-only competition rather than a durable Turku POI
europe/switzerland/thun,Thun,Thun,7,17,see,Swiss travel System,0.59,candidate,has description; high-value type; has external URL,,,Hünegg Castle,europe/switzerland/thun/hünegg_castle,0.375,,,missing_coordinates; has_external_url,http://www.swisstravelsystem.ch/en/,https://en.wikivoyage.org/wiki/Thun,transport pass/system rather than a Thun POI
northamerica/unitedstates/washington/seattle,Seattle,Seattle,19,70,see,Amtrak,0.59,candidate,has description; high-value type; has external URL,,,Olympic Sculpture Park,northamerica/unitedstates/washington/seattle/olympic_sculpture_park,0.357,,,missing_coordinates; has_external_url,https://www.amtrak.com/,https://en.wikivoyage.org/wiki/Seattle,transport-only rail operator rather than a Seattle POI
europe/russia/samara,Samara,Samara,7,48,do,Study Russian at SSU,0.59,candidate,has description; high-value type; has external URL,,,Stalin's Bunker,europe/russia/samara/stalins_bunker,0.4,,,missing_coordinates; has_external_url,http://www.archive.samsu.ru/en/linguistic,https://en.wikivoyage.org/wiki/Samara,"course/provider listing, not a Samara POI"
northamerica/canada/britishcolumbia/nanaimo,Nanaimo,Nanaimo,6,35,see,Seair Seaplanes,0.59,candidate,has description; high-value type; has external URL,,,WildPlay Nanaimo,northamerica/canada/britishcolumbia/nanaimo/wildplay_nanaimo,0.323,,,missing_coordinates; has_external_url,https://www.seairseaplanes.com/,https://en.wikivoyage.org/wiki/Nanaimo,transport-only seaplane operator rather than a Nanaimo POI
northamerica/unitedstates/southcarolina/columbia,Columbia,Columbia (South Carolina),14,35,do,Famously Hot SC Pride,0.59,candidate,has description; high-value type; has external URL,,,Motor Supply Co. Bistro,northamerica/unitedstates/southcarolina/columbia/motor_supply_co,0.419,,,missing_coordinates; has_external_url,https://scpride.org/,https://en.wikivoyage.org/wiki/Columbia_%28South_Carolina%29,event-only festival rather than a durable Columbia POI
asia/indonesia/lombok/giliislands/gili_air,Gili Air,Gili Air,0,21,do,Dream Divers,0.59,candidate,has description; high-value type; has external URL,,,,,0.0,,,missing_coordinates; has_external_url,http://dreamdivers-lombok.com/index.php?action=page_display&PageID=4,https://en.wikivoyage.org/wiki/Gili_Air,"ordinary commercial dive operator, not a durable Gili Air POI"
asia/india/rajasthan/udaipur,Udaipur,Udaipur,47,77,do,Bindaas,0.59,candidate,has description; high-value type; has external URL,,,Bada Bazaar,asia/india/rajasthan/udaipur/bada_bazaar,0.444,,,missing_coordinates; has_external_url,https://www.instagram.com/bindaasorg/,https://en.wikivoyage.org/wiki/Udaipur,tour/social organisation with weak durable POI signal in Udaipur
