world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
northamerica/unitedstates/maine/augusta,Augusta,Augusta (Maine),6,10,do,Viles Arboretum,0.66,candidate,has coordinates; high-value type; has external URL,44.3,-69.764,Pine Tree State Arboretum,northamerica/unitedstates/maine/augusta/pine_tree_state_arboretum,0.65,2.499,1.706,has_external_url,http://www.vilesarboretum.org/,https://en.wikivoyage.org/wiki/Augusta_%28Maine%29,duplicate or alias of existing Pine Tree State Arboretum POI
asia/thailand/bangkok,Bangkok,Bangkok,108,116,see,Czech Republic,0.66,candidate,has coordinates; high-value type; has external URL,13.73754,100.55087,Le Banyan,asia/thailand/bangkok/le_banyan,0.556,0.444,5.696,has_external_url,https://www.mzv.cz/bangkok/en/index.html,https://en.wikivoyage.org/wiki/Bangkok,"embassy/consular listing, not a travel-worthy POI"
europe/germany/rhinelandpalatinate/koblenz,Koblenz,Koblenz,21,18,see,Marksburg,0.66,candidate,has coordinates; high-value type; has external URL,50.271917,7.649444,Alte Burg,europe/germany/rhinelandpalatinate/koblenz/alte_burg,0.556,10.804,9.86,has_external_url,http://www.marksburg.de/,https://en.wikivoyage.org/wiki/Koblenz,duplicate of existing Middle Rhine Valley Marksburg POI
northamerica/unitedstates/colorado/fortcollins,Fort Collins,Fort Collins,8,81,do,Enigma Escape Rooms,0.66,candidate,has coordinates; high-value type; has external URL,40.585881,-105.077467,Fort Collins Museum of Discovery,northamerica/unitedstates/colorado/fortcollins/museum_of_discovery,0.664,0.336,0.149,has_external_url,https://www.enigmafortcollins.com/,https://en.wikivoyage.org/wiki/Fort_Collins,ordinary commercial escape room below POI threshold
northamerica/unitedstates/california/palm_springs,Palm Springs,Palm Springs,7,25,do,Indian Canyons Golf Resort,0.66,candidate,has coordinates; high-value type; has external URL,33.78247,-116.5345,Indian Canyons,northamerica/unitedstates/california/palm_springs/indian_canyons,0.7,1.205,4.718,has_external_url,https://www.indiancanyonsgolf.com/,https://en.wikivoyage.org/wiki/Palm_Springs,ordinary golf resort and weaker than existing Indian Canyons POI
europe/unitedkingdom/england/suffolk/lowestoft,Lowestoft,Lowestoft,7,20,see,John G Plummer,0.66,candidate,has coordinates; high-value type; has external URL,52.4892,1.7524,Lowestoft Lighthouse,europe/unitedkingdom/england/suffolk/lowestoft/lowestoft_lighthouse,0.659,0.341,1.401,has_external_url,http://www.plummers.co.uk/lowestoft.html,https://en.wikivoyage.org/wiki/Lowestoft,"ordinary commercial listing, not a see/do POI"
southamerica/brazil/brasilia,Brasilia,Brasilia,41,78,see,Georgia,0.66,candidate,has coordinates; high-value type; has external URL,-15.841211,-47.884862,JK Memorial,southamerica/brazil/brasilia/jk_memorial,0.556,6.876,5.265,has_external_url,http://brazil.mfa.gov.ge,https://en.wikivoyage.org/wiki/Brasilia,"embassy/consular listing, not a travel-worthy POI"
northamerica/unitedstates/oregon/oregoncity,Oregon City,Oregon City,6,22,see,Providence Willamette Falls Medical Center,0.66,candidate,has coordinates; high-value type; has external URL,45.356389,-122.586389,Willamette Falls Locks,northamerica/unitedstates/oregon/oregoncity/willamette_falls_locks,0.594,2.434,1.598,has_external_url,http://oregon.providence.org/location-directory/p/providence-willamette-falls-medical-center/,https://en.wikivoyage.org/wiki/Oregon_City,"hospital/medical facility, not a travel POI"
europe/portugal/coimbra,Coimbra,Coimbra,9,40,see,Posto Municipal de Turismo,0.66,candidate,has coordinates; high-value type; has external URL,40.2096,-8.4202,Museu da Ciência da Universidade de Coimbra,europe/portugal/coimbra/science_museum,0.695,0.305,0.81,has_external_url,https://www.cm-coimbra.pt/areas/visitar,https://en.wikivoyage.org/wiki/Coimbra,"tourist information office, not a destination POI"
europe/unitedkingdom/england/eastern_england/norwich,Norwich,Norwich,16,60,see,Norwich Computers,0.66,candidate,has coordinates; high-value type; has external URL,52.63833,1.29694,Norwich Cathedral,europe/unitedkingdom/england/eastern_england/norwich/norwich_cathedral,0.706,0.637,1.129,has_external_url,https://www.norwich-computers.co.uk/,https://en.wikivoyage.org/wiki/Norwich,"ordinary computer shop, not a travel POI"
