world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
asia/indonesia/sumatra/padang,Padang,Padang,6,22,see,Museum Adityawarman,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-0.9561448,100.3547667,Adityawarman Museum,asia/indonesia/sumatra/padang/adityawarman_museum,0.632,2.299,3.612,has_external_url,http://www.museumadityawarman.org,https://en.wikivoyage.org/wiki/Padang,duplicate/alias of existing Adityawarman Museum POI
europe/azerbaijan/naxcivan/shusha,Shusha,Shusha,10,17,see,Shushi History Museum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,39.75656,46.75354,Mausoleum of Molla Panah Vagif,europe/azerbaijan/naxcivan/shusha/bust_of_molla_panah_vagif,0.643,0.357,0.772,has_external_url,http://historyofshushi.wix.com/museum,https://en.wikivoyage.org/wiki/Shusha,could not verify stable visitor access from a reliable current source
europe/hungary/debrecen,Debrecen,Debrecen,17,130,do,Zoo,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,47.5524,21.6349,Nagyerdő (Great Forest),europe/hungary/debrecen/nagyerdo_park,0.589,0.411,2.429,has_external_url,http://www.zoodebrecen.hu/,https://en.wikivoyage.org/wiki/Debrecen,duplicate/alias of existing Debrecen Zoo POI
europe/hungary/sopron,Sopron,Sopron,9,234,see,City Hall,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,47.68652,16.59083,Domonkos Wine Bar,europe/hungary/sopron/domonkos_wine_bar,0.562,0.438,0.891,has_external_url,http://www.sopron.hu,https://en.wikivoyage.org/wiki/Sopron,weak standalone visitor value and overlaps existing Sopron main-square/civic POIs
europe/germany/hessen/kassel,Kassel,Kassel,19,95,see,Museum Schloss Wilhelmshöhe,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,51.315,9.416111,Bergpark Wilhelmshöhe,europe/germany/hessen/kassel/bergpark_wilhelmshohe,0.583,1.685,5.681,has_external_url,http://www.museum-kassel.de/en/museums-parks-palaces/unesco-world-heritage-site-of-bergpark-wilhelmshoehe/wilhelmshoehe-palace,https://en.wikivoyage.org/wiki/Kassel,duplicate/alias of existing Wilhelmshöhe Palace/Bergpark POIs
northamerica/unitedstates/tennessee/knoxville,Knoxville,Knoxville,23,55,do,Minor League Baseball,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,35.97231,-83.91456,Old Gray Cemetery,northamerica/unitedstates/tennessee/knoxville/old_gray_cemetery,0.575,0.425,1.414,has_external_url,http://www.milb.com/knoxville,https://en.wikivoyage.org/wiki/Knoxville,sports-team listing rather than durable POI
europe/hungary/gyor,Győr,Győr,13,201,see,Baby Exhibition,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,47.6887,17.6374,Švejk Restaurant,europe/hungary/gyor/svejk_restaurant,0.65,0.35,0.623,has_external_url,"http://www.babakiallitas.hu/index.php?mn=hu,wiedraberzsenyimonikaallandobabakiallitasa",https://en.wikivoyage.org/wiki/Gy%C5%91r,niche local exhibition with weak travel signal
northamerica/thecaribbean/grenada/carriacou,Carriacou,Carriacou,3,12,see,Tibeau,0.77,candidate,has coordinates; high-value type,12.4976,-61.4239,View Over Petite Martinique,northamerica/thecaribbean/grenada/carriacou/windward/petite_martinique_view,0.303,2.218,3.787,needs_external_source,,https://en.wikivoyage.org/wiki/Carriacou,"vague/unlocatable settlement-level lead, not a clear POI"
europe/italy/lombardia/varese,Varese,Varese,7,35,see,Villa e Parco Augusta,0.77,candidate,has coordinates; high-value type,45.81364,8.83645,Lake Monate,europe/italy/lombardia/varese/lake_monate,0.438,13.744,7.007,needs_external_source,,https://en.wikivoyage.org/wiki/Varese,weak local park lead compared with existing Varese villa/garden POIs
europe/ireland/dundalk,Dundalk,Dundalk,5,28,see,Louth village,0.77,candidate,has coordinates; high-value type,53.951,-6.541,County Museum Dundalk,europe/ireland/dundalk/county_museum,0.294,11.139,10.931,needs_external_source,,https://en.wikivoyage.org/wiki/Dundalk,"separate village/day-trip lead, not a Dundalk POI"
europe/russia/ekaterinoburg,Yekaterinburg,Yekaterinburg,26,72,see,Lesotekhnicheskaya,0.77,candidate,has coordinates; high-value type,56.81694,60.66722,Ploshchad 1905 Goda,europe/russia/ekaterinoburg/ploshchad_1905,0.378,4.612,4.847,needs_external_source,,https://en.wikivoyage.org/wiki/Yekaterinburg,transport/metro-area lead with weak travel value
europe/spain/canaryislands/elhierro,El Hierro,El Hierro,5,67,see,Upper reservoir,0.77,candidate,has coordinates; high-value type,27.7946,-17.9224,El Sabinar,europe/spain/canaryislands/elhierro/el_sabinar,0.273,7.429,12.73,needs_external_source,,https://en.wikivoyage.org/wiki/El_Hierro,infrastructure component already covered by Gorona del Viento POI
europe/unitedkingdom/england/eastern_england/cambridge,Cambridge,Cambridge,54,165,see,Hindu community,0.77,candidate,has coordinates; high-value type,52.21844,0.1217,Jesus Green Lido,europe/unitedkingdom/england/eastern_england/cambridge/jesus_green_lido,0.452,0.548,1.45,needs_external_source,,https://en.wikivoyage.org/wiki/Cambridge,"community listing, not a visitor POI"
asia/indonesia/java/karimunjawa,Karimunjawa,Karimunjawa,12,26,do,Love Hill,0.77,candidate,has coordinates; high-value type,-5.862312,110.435438,Mangrove Walk,asia/indonesia/java/karimunjawa/mangrove_walk,0.455,3.12,1.943,needs_external_source,,https://en.wikivoyage.org/wiki/Karimunjawa,duplicate/alias of existing Bukit Love Viewpoint POI
northamerica/mexico/sanblas,San Blas,San Blas (Mexico),9,11,do,Playa del Rey,0.77,candidate,has coordinates; high-value type,21.53368035670756,-105.29904252973935,El Camaronero,northamerica/mexico/sanblas/el_camaronero,0.421,2.625,11.922,needs_external_source,,https://en.wikivoyage.org/wiki/San_Blas_%28Mexico%29,ordinary beach lead with weak corroboration for San Blas
